Produto	Correlação Produção Temperatura	P-Valor Produção Temperatura	Correlação Produção Precipitação	P-Valor Produção Precipitação	Correlação Produção Velocidade do Vento	P-Valor Produção Velocidade do Vento	Correlação Rendimento Temperatura	P-Valor Rendimento Temperatura	Correlação Rendimento Precipitação	P-Valor Rendimento Precipitação	Correlação Rendimento Velocidade do Vento	P-Valor Rendimento Velocidade do Vento	Cidade
1.0	0.03239938396535703	0.7684812456324434	0.06048135058621974	0.5824167172596371	0.16231461822827392	0.13776358474351963	-0.014259919564155885	0.8969383415938097	0.14377429142591974	0.18927090661898407	-0.36864199037916046	0.0005175559007602783	morretes
2.0	0.02899100333534676	0.7922563991099317	-0.19282644277936759	0.07704701404972573	0.19928241333104144	0.06747811325122045	-0.04083213511969619	0.7106117796708814	-0.1911809435748853	0.07965196527147174	-0.21147552912766387	0.05203134748431959	morretes
													morretes
1.0	-0.28511663477120563	0.14943605196827225	0.1375830355604601	0.4937606692976587	-0.1492699167781713	0.4574175073657551	-0.03208348363314515	0.8737770536661847	0.15180594694382077	0.44972198675588254	-0.3650473190053551	0.061166672766828696	ventania
2.0	-0.503836133212133	0.0073745893814961576	0.09249779913143555	0.6463234354326528	0.21690468642719846	0.2771512147535094	0.17251921829452269	0.3895154075573419	0.08055704912617527	0.6895764055947717	-0.5032300087198334	0.007457511315804754	ventania
													ventania
1.0	-0.05517648263486536	0.6075548651974316	0.20057130726012107	0.0594789274994166	0.25348040584673714	0.01653854171291691	0.09414604622358555	0.38017838495302214	0.08006421280676529	0.4557609880944344	0.13839609721011306	0.19587167691616128	japira
2.0	-0.09225509109229868	0.3898634534176788	0.034028493035422894	0.7515640690475458	0.4494142683294924	9.965739111524488e-06	0.013929847102094009	0.8969126207613302	0.029328115745175323	0.7849852343997268	0.3757469723213232	0.0002849658267123551	japira
													japira
1.0	0.0038645174894268164	0.9764191428090229	0.014265839553577225	0.9131071184794678	-0.2143136303659805	0.09720701752399352	0.16048942466107383	0.21662271338134154	0.2353911781447275	0.06782256501968643	0.17419431515150283	0.17938659571880308	rancho queimado
2.0	-0.16899879105899618	0.19291491888572962	-0.25812618525613956	0.04459010028089475	-0.3534783570837958	0.005198474122024817	0.000472354473357698	0.9971173425569777	-0.03178245615977816	0.8078853296673061	-0.20953707611756164	0.1050758751717935	rancho queimado
													rancho queimado
1.0	-0.04846526065869975	0.6860055307998723	-0.014070859603443887	0.9066133007183378	-0.17219338495464306	0.1480746088395924	0.07892356354814686	0.509897556469433	0.05285534328404168	0.6592480111233932	-0.057914885233146154	0.6289328705249417	cidade gaucha
2.0	-0.18017249549424666	0.12990377043540385	-0.09608580330203353	0.42202903373199985	0.13142859591505465	0.27112625374487603	-0.06436199689910646	0.5911785005263096	-0.05940928843326804	0.6200918436270073	0.05287260208349385	0.6591436290775223	cidade gaucha
													cidade gaucha
1.0	0.05354715142744611	0.6082447550231757	0.038133503912516575	0.7151830678622012	-0.235675231919426	0.02221362382101489	0.053835536266261405	0.6063118687585543	0.1215989345453492	0.24300468491749305	-0.32440071819960825	0.0014235634530033639	curitibanos
2.0	-0.03723607991700659	0.7216081166534827	-0.2469364150015877	0.016422536873573014	-0.16437887645806304	0.11338086789790017	-0.027201139058444887	0.7946752953219969	-0.09988653675772104	0.33812501365713166	-0.25563683624917766	0.0128898895350147	curitibanos
													curitibanos
1.0	0.16660913588552267	0.12079381267021347	-0.038763281806565096	0.7199187939541271	-0.0734968256902156	0.49617243794787924	0.13199516046993467	0.22023936960674498	0.06652751918068957	0.537998158766251	0.04791696409945956	0.6575280084370466	 itapoa
2.0	0.00803978030255121	0.9407377494766248	-0.2812032235802266	0.007954752696990107	-0.32632544554755927	0.0019167099517302213	0.009992738934001238	0.9263785164684663	-0.23384498853366312	0.028322213971513483	-0.04663869057139143	0.6661128487031084	 itapoa
													 itapoa
1.0	0.0793181871450871	0.5017338947596732	0.2625132521317374	0.02384823349524552	-0.12277613395962475	0.29735217100724887	0.21602815120379878	0.06451553941220275	0.05607610343998867	0.6351105250746265	-0.22278753533404608	0.05640191998951036	paranapoema
2.0	-0.16794660996618047	0.15262611600045753	0.10944651921559427	0.353273533787989	0.3529503224664733	0.0020394832200325815	-0.056598564949949824	0.6319567441943117	0.06741394779981157	0.5682073318095147	0.3655959852763469	0.0013595977973060993	paranapoema
													paranapoema
1.0	-0.24676476649953882	0.06184764653622729	0.07522966359477938	0.5746227885284075	-0.08316378967652704	0.5348327213519924	0.12846911042282255	0.3365101974221353	0.2835131620325356	0.031034164500390114	-0.033110551547883865	0.8051088234865611	diamante do norte
2.0	-0.27908834798431015	0.03387480154458576	-0.19478645271845452	0.14285755601897568	-0.38260643747296197	0.003035782067680728	-0.07421672632310242	0.5797991098871835	0.020776557861744562	0.8769776171717125	-0.45303093651101467	0.0003556867755032401	diamante do norte
													diamante do norte
1.0	-0.4360191187146496	0.15649522939546792	-0.4029656325744604	0.194004255094324	0.22348081481217597	0.4850437694180129	-0.39051816887969987	0.20944477648679777	-0.3746522765660546	0.23017681647323848	0.2188105338696011	0.49444827874859837	 ilha do mel
2.0	-0.5228768800011683	0.08111089914034011	-0.5886178274419712	0.04406589825873064	0.07952656529302432	0.805931077420549	-0.5917649998580913	0.042669054579295096	-0.6525486920708179	0.021440085475352377	0.037219468405960854	0.9085741839924227	 ilha do mel
													 ilha do mel
1.0	-0.02612047912196356	0.8586024150099968	0.18759152539344146	0.19679545282490638	0.06684404175631994	0.6481454383905826	-0.0677103141722872	0.6438894134224153	0.13432471332990023	0.3574791493662083	0.3089480321384536	0.030776175200392324	foz do iguacu
2.0	0.04504033653891633	0.7586156118690333	0.12738786611762878	0.3830684802014163	-0.10561778889252069	0.4701330715113984	-0.07132779911429839	0.6262397032465539	0.19404793003723325	0.18154628147551333	-0.027733087609854393	0.8499702750622783	foz do iguacu
													foz do iguacu
1.0	0.041567808533983605	0.7288231453352414	0.04712484213235778	0.6942546398892552	-0.07458227758478803	0.5335185577379014	0.08325875840914453	0.4868558336858533	0.2444377843972836	0.0385153860465471	-0.07276750198057264	0.5435506226403676	dois vizinhos
2.0	-0.10357308025565885	0.38660128566156393	-0.28163389303408387	0.016545760185057077	-0.2656084857168484	0.024134058686825756	-0.08207466237244368	0.4930941865707219	-0.13626758260524938	0.2537177091781815	-0.2638305926678951	0.02513421286238477	dois vizinhos
													dois vizinhos
1.0	-0.07895277093482977	0.6281983715402641	0.10602857523581329	0.5149439705570398	0.09673863482533766	0.5526303299559667	-0.014503110226387493	0.929223630593837	-0.04105347010817458	0.801413981938915	-0.2062270119387981	0.20170437314437584	nova fatima
2.0	-0.14805879245611553	0.36189943000460467	0.12165013012057062	0.4545990936901977	0.27527201962337955	0.08558592209804353	-0.023115511638580652	0.8874131340386343	-0.03927421186402716	0.8098588231298851	0.04958382919312551	0.7612509397859486	nova fatima
													nova fatima
1.0	-0.04789484894975983	0.6430844017326636	0.09789340169438575	0.34268540245731904	0.18650123612327144	0.06885154623507485	0.0680241153023654	0.5101975596302971	0.015808433634580434	0.8785000600699936	0.07907295829619908	0.44379239977171986	maringa
2.0	-0.09365173109132259	0.36410412553269955	0.08485861004082002	0.4110576160522266	0.06865535114501395	0.5062709279464539	-0.013363946901323774	0.8971757254007565	0.06320125862831551	0.5407074104076438	0.22112455923177413	0.030382681521212367	maringa
													maringa
1.0	-0.09024387623001756	0.7803093831341034	-0.403186753285594	0.19373650438418524	-0.1439630273404334	0.6553253823882494	0.023979930763184	0.9410321120299725	-0.5861312707041164	0.04519217109263411	-0.3308951876803364	0.29345115088725915	goioere
2.0	0.15614025802175327	0.6279683038115866	0.4700949731497968	0.12303242740199215	0.32683598361397254	0.2997709459392157	0.16185405581246545	0.6152759931049845	0.027249806000863096	0.9330062803012101	0.0790852013531189	0.8069901776306306	goioere
													goioere
1.0	-0.4831629949926285	0.04223502913072119	-0.00696894577495798	0.9781054274411636	0.12579982402589976	0.6189136588037932	-0.5653224837385086	0.01448818713156099	-0.030924219160714847	0.9030497683982663	0.000325974844764966	0.9989757580048957	icaraima
2.0	-0.5276454634771166	0.024418491473580946	-0.02273739612755741	0.9286431606025898	0.3346597113990753	0.17464221946022285	-0.6551244883623203	0.003167633107242965	-0.08771932147565698	0.7292586815849108	0.2566545152254827	0.30391604572042275	icaraima
													icaraima
1.0	-0.047838266818660935	0.6714961834135516	0.06898640396901703	0.5405660904431122	0.2370757956346757	0.0330891562207509	0.01950219719409444	0.862802261903834	0.050721430526045885	0.652935911997448	0.5692880763375859	2.9275389194212575e-08	inacio martins
2.0	-0.0626700390779459	0.5783403797552846	-0.13616191282425685	0.22548770282250036	-0.005484573099208277	0.9612426124637066	-0.05216507699371499	0.6437201697461267	-0.13309870283179026	0.2361959781661456	0.19300763191335737	0.08428586697046428	inacio martins
													inacio martins
1.0	0.14600581724779457	0.3686681443224189	0.16563160991322526	0.3070624987270989	0.1366298779605528	0.40053026174991513	0.2575153264523866	0.10866732801464887	0.24327636235950692	0.13036753988455196	-0.21603277718713318	0.1806167848949764	nova tebas
2.0	-0.04748021285298212	0.7711024908826041	0.06401344157336297	0.6947468248538547	0.39572831412844534	0.011485637168687304	0.14483679957372808	0.3725559768180927	0.18568704101169914	0.2513160509098096	0.14331913896330767	0.3776395153709332	nova tebas
													nova tebas
1.0	-0.028868450208766924	0.8455691847265993	0.16373806616506223	0.26612383527440275	-0.2740313351436281	0.05946291381705775	0.17809758503251852	0.22586407172231118	0.12569309939884574	0.39462721690529584	-0.12270962033412859	0.4060334857102265	joaquim tavora
2.0	-0.18495098008344932	0.20821396965084374	-0.013686600283591088	0.9264372165005536	-0.35646655266646865	0.01288737488042958	-0.03708944859600519	0.8023740519292594	0.10243068356833114	0.48844782270678844	-0.018787594077757475	0.8991427969715783	joaquim tavora
													joaquim tavora
1.0	-0.03717802609889846	0.7339715595843121	0.08226896196475877	0.4514229967242808	0.17551855158640223	0.10599720133158604	0.08108556022937599	0.4579804166354029	-0.01805188486697962	0.8689675555299952	0.2784289087543291	0.00943691194015918	mal. candido rondon
2.0	-0.1315343940818173	0.22735376965876744	0.04817635208953524	0.659584104178143	0.15581485598557285	0.15197524795498296	-0.061444295182551616	0.5741130682569572	-0.09009851887726679	0.4093758126910603	0.16558011864174538	0.12760981894830672	mal. candido rondon
													mal. candido rondon
1.0	0.16796767737802162	0.19954845729928533	0.35926728833254223	0.004815573907196844	0.20715197910356767	0.11225968370328179	0.10491458479346848	0.42500116718502856	0.22304048816857228	0.08671751881154297	0.12305996486109703	0.3488957169883646	castro
2.0	0.0025188170588637997	0.9847611181518227	0.06790289367472345	0.6062003144315067	0.30575225017253116	0.017514485328594342	-0.042784309353451136	0.7454966555910523	0.0412576626670819	0.7542874373226371	0.28634428351054125	0.02655314181295053	castro
													castro
1.0	-0.1612621644917142	0.28432239619569	-0.280235085077124	0.059250388469840785	0.17741861657437527	0.2381665367707178	-0.3520588390438114	0.016420013753969353	-0.3952303146912499	0.006558455502956678	0.3064027557405064	0.038355236559412975	ivai
2.0	0.23762773043230823	0.11179255497981833	-0.016947610836873683	0.910990785495763	0.3375459009731745	0.021782903998684926	-0.0658552569919515	0.6636839748369401	-0.1859445784685832	0.2159926473954254	0.44887439110640104	0.0017541617860196315	ivai
													ivai
1.0	0.1485409949179022	0.2302761415690516	-0.19337749020664008	0.11690101820055102	-0.014693282907600604	0.9060576063724873	0.30315488948293673	0.012641296920246533	-0.057333505507990906	0.6449114549163842	-0.0874760307810802	0.4814960263055692	cacapava do sul
2.0	-0.05792059756137331	0.6415235890074433	-0.1995562294322867	0.1054410713034985	0.19783970455548724	0.10853365339223085	0.09307386009265259	0.4537766761520094	-0.17899485899715695	0.1472545923166928	0.1295193692719217	0.29619935542462	cacapava do sul
													cacapava do sul
1.0	0.09070747257353112	0.4327144105651217	0.16389761119099974	0.15435280229977102	0.05741533119622885	0.6199040536932234	0.047460152560625635	0.6818936375241126	0.12971263962659113	0.2608584389916035	-0.08431497955280103	0.4659654663101829	torres
2.0	-0.05700237932263051	0.6224272836161137	-0.014906500193704316	0.8976174686913146	0.3798653524506069	0.0006556955277190015	-0.06990646864573696	0.5457551289512859	0.12649147798522944	0.2729853665589929	0.3158885873362777	0.0051322184749862795	torres
													torres
1.0	-0.012564216637869528	0.9064376258041071	0.19780673504106913	0.06164519923715006	-0.021863500070988855	0.8379311811362843	0.023367538556270228	0.8269499914654469	0.05869518948370565	0.5826473221550978	-0.08562964338155006	0.4222787693593974	curitiba
2.0	-0.08829210159221926	0.40794143733931865	0.01867971812717995	0.8612765104283647	0.1233617394067675	0.24670741892506812	-0.06470210572981777	0.5445989559582955	-0.049386447478784526	0.6438991706220167	0.17785918479577043	0.09351614222187118	curitiba
													curitiba
