Data Medicao,Estado,TemperaturaMedia C,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
112019,3,19.9,"157,6",942,"2,9"
122019,3,22.3,"33,4","941,4","2,9"
012020,3,22.1,"148,8","941,2","2,7"
022020,3,21.5,"68,4","943,3","2,9"
032020,3,22.1,33,"944,5","2,9"
042020,3,18.5,,"946,4","2,9"
052020,3,14.8,"134,6","945,6","2,8"
062020,3,14.8,"198,2",945,"3,4"
072020,3,11.3,"360,6","945,8",3
082020,3,14.7,"111,8",947,"2,8"
092020,3,16.2,"134,4","944,9","2,8"
102020,3,18.1,50,"943,2","2,9"
112020,3,19.3,39,"943,6","2,9"
122020,3,21.1,125,"941,4","2,9"
012021,3,21.9,"180,8","941,5","2,9"
022021,3,20.9,"109,8","941,9","2,5"
032021,3,20.5,"148,6","942,6","2,2"
042021,3,18.3,"6,8","946,3","2,7"
052021,3,13.1,198,"945,9","2,6"
062021,3,12.1,"167,2","947,1","2,7"
072021,3,12.2,"35,4","948,6","2,9"
082021,3,15.2,"117,2","947,4",3
092021,3,16.4,"157,4","944,3","2,8"
102021,3,17.2,"105,8","943,8",3
112021,3,19.6,"40,2","941,6","2,9"
122021,3,21.5,"31,2","941,4","2,9"
012022,3,23.9,"81,6","941,1","3,1"
022022,3,22.4,"100,2","941,7","2,6"
032022,3,19.9,"177,8","942,9","2,7"
042022,3,17.3,154,"944,4","2,7"
052022,3,12.8,295,"945,5","2,5"
062022,3,11.0,203,946,"2,5"
072022,3,15.7,"147,8","944,9","3,2"
082022,3,13.3,"105,4","947,2",3
092022,3,13.9,"55,6","945,9",3
102022,3,16.4,98,"943,3","2,7"
112022,3,18.2,"78,2","944,9","2,9"
122022,3,21.6,"137,6","940,8","2,7"
012023,3,23.2,"86,8","941,5","2,8"
022023,3,21.5,"138,4",942,"2,5"
032023,3,22.3,"89,4","943,5","2,7"
042023,3,17.5,"62,2","944,3","2,5"
052023,3,15.8,,,
062023,3,14.1,,"947,5","2,7"
072023,3,13.5,"163,8","947,2",
082023,3,15.4,"65,8","944,9",3
092023,3,17.0,427,"942,8","3,3"
102023,3,16.8,232,"942,2","2,8"
112023,3,19.5,"275,8","940,9","2,9"
122023,3,22.0,"125,6","941,9","2,7"
012024,3,21.3,"180,8","942,5","2,7"
022024,3,23.2,"149,2","943,4","2,7"
032024,3,21.7,"72,6","943,6","2,5"
042024,3,19.5,"330,2","943,6","2,7"
052024,3,14.4,763,"944,4","2,6"
062024,3,15.7,343,"945,2","3,1"
072024,3,12.2,"74,2","949,7","2,5"
082024,3,14.5,"77,4","946,8","2,7"
092024,3,17.9,"121,8","943,8",3
102024,3,18.4,"47,8","943,6","3,1"
112024,3,20.8,"49,8","942,1","2,9"
122024,3,19.5,147,"940,8","2,8"
012014,3,23.1,"188,4","935,9","3,3"
022014,3,22.7,"135,8","936,1","3,5"
032014,3,20.1,"214,8","936,4","3,2"
042014,3,18.4,"134,2","938,5","3,5"
052014,3,14.7,"227,8","938,8","2,8"
062014,3,13.4,"292,4","938,6","3,7"
072014,3,13.3,113,"941,7","3,7"
082014,3,15.0,"131,6","940,1","3,5"
092014,3,16.9,"261,4","936,9","4,1"
102014,3,19.7,"176,4","937,5","3,9"
112014,3,21.1,"142,8","935,3","3,6"
122014,3,21.6,"215,2","934,8","3,6"
012015,3,21.7,"326,2","936,6","3,1"
022015,3,21.6,110,"935,6",3
032015,3,21.3,44,"936,8","2,3"
042015,3,18.7,"148,6","938,3","1,9"
052015,3,15.5,"169,4","939,6","2,1"
062015,3,13.6,"177,8","940,9","2,6"
072015,3,13.4,"340,6","939,3","2,7"
082015,3,17.9,"56,6","938,6","3,8"
092015,3,16.4,"204,2","935,8","3,3"
102015,3,18.3,"263,6","936,4","3,8"
112015,3,19.4,"207,6","934,3","3,5"
122015,3,21.7,"362,4","934,5","3,3"
012016,3,23.2,"191,2","934,7","3,4"
022016,3,22.8,226,"935,7","2,8"
032016,3,19.9,206,"937,6","3,1"
042016,3,20.3,"190,8","937,3","3,1"
052016,3,13.5,75,"940,3","2,7"
062016,3,9.9,20,"942,5","2,7"
072016,3,12.6,"198,6","939,7","3,4"
082016,3,14.3,"187,4","938,9","3,3"
092016,3,14.7,"71,8","939,7","3,2"
102016,3,17.4,"361,2","936,3","3,7"
112016,3,19.8,"78,8","935,9","3,4"
122016,3,21.8,"153,6","934,5","3,3"
012017,3,22.1,"211,4","935,5","3,1"
022017,3,22.4,"172,4","935,4","3,1"
032017,3,20.6,201,"937,2","3,3"
042017,3,17.5,"296,8","938,4","3,4"
052017,3,16.2,"301,4","938,1","3,6"
062017,3,14.1,,"940,8","3,4"
072017,3,,,,
082017,3,15.1,168,939,"3,8"
092017,3,20.4,,"939,5","3,8"
102017,3,,,,
112017,3,19.2,"180,4","934,5","3,4"
122017,3,22.4,"77,2","933,9","3,4"
012018,3,21.6,"197,8","934,8","3,4"
022018,3,20.9,"66,4","935,8","3,2"
032018,3,21.1,"157,2","935,1","2,6"
042018,3,20.6,"77,6","939,5","2,8"
052018,3,15.7,"88,2","940,1","2,9"
062018,3,12.1,"189,2","940,4","2,9"
072018,3,13.7,"107,4","940,2","3,3"
082018,3,12.0,"99,8","940,7","3,4"
092018,3,16.9,"248,4","936,8","3,4"
102018,3,17.9,322,"936,2","3,7"
112018,3,20.9,207,"935,5","3,6"
122018,3,21.7,"100,6","935,7","3,1"
012019,3,23.2,"90,2","936,5","3,2"
022019,3,21.1,"189,4","935,8","2,9"
032019,3,20.0,"116,2","937,8",3
042019,3,19.4,"56,2","937,1","2,5"
052019,3,16.8,"226,4","937,9","2,8"
062019,3,15.9,"28,8","940,6","3,3"
072019,3,12.4,"110,6","940,7",3
082019,3,13.6,"64,4","942,1","3,8"
092019,3,16.4,"55,4","938,2","3,8"
102019,3,19.3,"325,2","936,7","3,7"
112019,3,21.0,115,"934,9","3,7"
122019,3,22.6,"45,8","934,8","3,2"
012020,3,22.1,"220,4","934,5","3,2"
022020,3,21.4,"78,6","936,5","3,1"
032020,3,22.3,"17,2","937,6","3,1"
042020,3,17.5,"37,4","939,4",3
052020,3,14.5,"137,4","939,3","3,1"
062020,3,15.1,,,
072020,3,14.2,,,
082020,3,15.0,"94,6","940,1","3,5"
092020,3,17.4,92,"937,8","3,7"
102020,3,19.6,"43,6",936,"3,6"
112020,3,20.0,"122,6","936,4","3,6"
122020,3,21.8,126,"934,5","3,2"
012021,3,21.5,"207,6","934,8","3,3"
022021,3,20.6,"71,8","935,3","2,8"
032021,3,20.8,"170,4","935,9","2,6"
042021,3,18.4,10,"939,3","3,3"
052021,3,13.8,"131,8","939,2","2,8"
062021,3,12.2,"181,6","940,4","3,1"
072021,3,11.9,"35,8","942,1","3,1"
082021,3,15.7,"75,8","940,3","3,6"
092021,3,17.0,"200,6","937,3","3,6"
102021,3,17.7,172,"936,7","3,4"
112021,3,20.8,44,"934,7","3,4"
122021,3,22.8,"33,8","934,1","3,6"
012022,3,24.1,"70,8","934,4","3,6"
022022,3,22.7,197,"935,1","2,8"
032022,3,20.0,"204,8","936,1","3,2"
042022,3,17.5,"243,4","937,5","3,2"
052022,3,13.2,"374,2","938,9","2,9"
062022,3,11.6,"313,4","939,3","2,9"
072022,3,15.8,"72,8","938,3","3,3"
082022,3,13.2,121,"940,2","3,4"
092022,3,13.9,"55,8","938,8","3,6"
102022,3,16.8,"159,6","936,4","3,2"
112022,3,18.7,"97,8","937,6","3,7"
122022,3,22.4,53,"933,9","3,2"
012023,3,23.0,"149,4","934,9","2,9"
022023,3,21.4,"85,4","935,5","2,6"
032023,3,22.1,"122,8","936,9","2,8"
042023,3,17.9,"70,6","937,4","2,7"
052023,3,15.7,,"940,2","2,6"
062023,3,14.0,145,"940,9","3,2"
072023,3,13.9,"235,2","940,4","3,3"
082023,3,15.5,"105,8","938,2","3,3"
092023,3,17.7,"484,6","935,9","3,7"
102023,3,18.3,,"934,2","3,2"
112023,3,20.4,"533,2",934,"3,4"
122023,3,22.6,"197,6","935,2","3,2"
012024,3,21.8,"220,8","935,5","3,2"
022024,3,23.0,"299,8","936,5","2,8"
032024,3,21.5,"189,8","936,9","2,5"
042024,3,20.5,"246,2","936,8",3
052024,3,15.1,"383,6","937,8","3,1"
062024,3,16.0,"259,6","938,6","3,2"
072024,3,12.8,"68,6","942,5","2,5"
082024,3,14.9,"108,6","940,1","2,7"
092024,3,18.4,"140,6","936,8","3,2"
102024,3,19.3,,"936,7","3,4"
112024,3,21.5,"67,8",935,"3,4"
122024,3,20.5,217,"934,1","3,1"
012014,3,24.7,240,"1001,3","0,9"
022014,3,24.1,223,"1002,2",1
032014,3,21.0,"156,2","1003,1","0,7"
042014,3,19.0,"69,4","1006,2","0,7"
052014,3,15.1,"55,2","1006,7","0,4"
062014,3,,,,
072014,3,,,,
082014,3,14.2,92,"1007,5","0,7"
092014,3,16.8,"163,4","1004,7","1,1"
102014,3,19.4,"164,2","1005,2",1
112014,3,21.3,"70,2","1002,4",1
122014,3,22.6,206,"1001,1","0,9"
012015,3,23.7,"179,4","1002,4","0,7"
022015,3,23.2,"112,4","1002,4","0,7"
032015,3,22.3,19,"1003,9","0,7"
042015,3,19.5,"74,2","1006,1","0,6"
052015,3,16.5,253,"1007,9","0,6"
062015,3,14.8,,"1008,6","0,3"
072015,3,14.4,"199,8","1007,2","0,5"
082015,3,18.6,"45,8","1005,2","0,6"
092015,3,15.4,,"1004,5","0,8"
102015,3,17.1,,"1005,2","1,1"
112015,3,19.2,"132,2","1002,6","0,9"
122015,3,21.9,241,"1001,1","0,8"
012016,3,23.7,"71,8","1001,9","0,8"
022016,3,24.4,"46,8","1001,8","0,7"
032016,3,20.9,"447,6",1005,"0,8"
042016,3,20.9,"173,2","1003,7","0,5"
052016,3,13.9,"69,8","1009,4","0,4"
062016,3,11.2,,"1011,4","0,3"
072016,3,13.5,77,"1007,3","0,5"
082016,3,14.9,"128,8","1006,7","0,5"
092016,3,14.7,"119,4","1008,1","0,9"
102016,3,17.7,"190,6","1004,5","0,8"
112016,3,19.3,"133,6","1003,6","0,7"
122016,3,22.8,"153,6","1000,9","0,7"
012017,3,23.6,"93,8","1001,8","0,5"
022017,3,24.4,176,"1000,9","0,3"
032017,3,21.4,"221,2","1004,7","0,4"
042017,3,18.8,"76,2","1005,9","0,4"
052017,3,17.0,"261,2","1006,4","0,3"
062017,3,15.2,76,"1006,8","0,4"
072017,3,16.6,,"1011,8","0,2"
082017,3,16.0,"108,2",1007,"0,4"
092017,3,19.2,,,
102017,3,,,,
112017,3,19.0,"138,4","1002,2","0,5"
122017,3,22.5,"57,8","1001,1","0,5"
012018,3,23.6,"73,6","1001,2","0,5"
022018,3,22.3,"172,8","1003,1","0,4"
032018,3,21.2,"131,4","1001,9","0,3"
042018,3,21.7,"204,8","1006,2","0,1"
052018,3,16.7,"151,4","1007,6","0,1"
062018,3,13.0,,"1007,6","0,2"
072018,3,13.2,"209,6","1008,7","0,2"
082018,3,13.1,"136,4","1009,1","0,3"
092018,3,17.6,294,"1005,3","0,3"
102018,3,18.1,85,"1004,9","0,3"
112018,3,21.1,"102,8","1002,9","0,3"
122018,3,22.1,"78,6","1002,2","0,3"
012019,3,24.8,"128,6","1002,1","0,3"
022019,3,23.0,"81,4","1002,6","0,1"
032019,3,21.4,"81,2",1005,"0,2"
042019,3,20.0,"78,6","1004,5","0,1"
052019,3,17.5,"275,4",1006,"0,1"
062019,3,16.9,41,"1007,3","0,1"
072019,3,12.2,183,1009,"0,1"
082019,3,13.9,"154,2","1010,9","0,7"
092019,3,15.4,"109,4","1007,3","1,3"
102019,3,19.3,,,
112019,3,21.3,,,
122019,3,23.0,"60,6","1001,2","1,4"
012020,3,23.4,163,"1001,2","1,3"
022020,3,23.0,44,"1003,5","1,4"
032020,3,23.0,"44,8","1004,9","1,1"
042020,3,18.9,"48,2","1006,5","1,2"
052020,3,15.6,"117,6","1005,9","0,9"
062020,3,15.4,,"1005,3","0,8"
072020,3,14.0,,"1005,9","0,9"
082020,3,14.9,"80,4","1008,1","0,9"
092020,3,15.2,"246,8","1006,8","1,4"
102020,3,17.5,"131,2","1004,7","1,6"
112020,3,20.1,"31,4",1005,"1,4"
122020,3,22.3,94,"1001,8","1,4"
012021,3,23.8,104,"1001,2","1,4"
022021,3,22.5,"70,6","1001,7","1,1"
032021,3,21.9,"111,2","1002,7","1,1"
042021,3,19.8,"13,6","1007,1",1
052021,3,13.9,"95,2","1006,9","1,1"
062021,3,13.1,,"1008,8","1,1"
072021,3,12.2,"7,4","1009,9","0,8"
082021,3,14.8,,"1009,9",
092021,3,,,,
102021,3,,,,
112021,3,,,,
122021,3,21.7,,"1002,1","1,2"
012022,3,24.4,175,"1000,8","1,1"
022022,3,22.9,"119,8","1001,4","0,6"
032022,3,20.8,106,1003,"0,6"
042022,3,18.2,"81,2","1004,9","0,4"
052022,3,14.1,,"1007,4","0,4"
062022,3,10.7,,,
072022,3,14.5,,"1006,3","0,4"
082022,3,13.3,90,"1009,8","0,6"
092022,3,14.5,,"1008,1","0,7"
102022,3,17.3,"112,6","1004,8","0,8"
112022,3,20.3,,"1005,6","0,8"
122022,3,22.7,,"1001,2","0,9"
012023,3,24.4,,"1001,5","0,6"
022023,3,,,,
032023,3,23.9,,"1003,5",
042023,3,18.6,"59,2","1005,1","0,4"
052023,3,16.7,"176,4","1007,5","0,4"
062023,3,14.5,144,"1008,5","0,4"
072023,3,13.8,"238,2","1008,7","0,6"
082023,3,14.6,"93,8",1006,"0,8"
092023,3,16.4,"383,4","1004,1",1
102023,3,17.1,"90,6","1003,7","0,8"
112023,3,19.8,"200,2","1001,3","0,9"
122023,3,22.5,135,1002,"0,9"
012024,3,22.8,"125,8","1003,1",1
022024,3,24.3,"97,6","1003,6","0,6"
032024,3,22.5,"40,4","1003,5","0,5"
042024,3,19.9,"289,8","1003,8","0,7"
052024,3,,,,
062024,3,16.1,,"1004,4","0,4"
072024,3,11.8,"95,8","1012,4","0,3"
082024,3,13.8,"144,4","1008,2","0,5"
092024,3,16.9,"325,6","1004,8","0,7"
102024,3,19.2,"128,8","1004,8","0,8"
112024,3,21.3,"73,6","1002,8","0,7"
122024,3,20.9,"146,2","1001,3","0,8"
012014,3,22.8,"220,2","938,1","2,8"
022014,3,22.5,"249,6","938,4",3
032014,3,19.8,"73,4","938,6","2,7"
042014,3,18.0,"103,4","940,8","3,5"
052014,3,14.4,"172,6",941,2
062014,3,13.1,"102,6","940,7","3,3"
072014,3,13.4,21,"943,8","3,5"
082014,3,14.9,"48,6","942,2",3
092014,3,16.5,"264,8",939,"3,9"
102014,3,19.0,252,"939,8","3,4"
112014,3,20.6,"76,6","937,6","3,1"
122014,3,21.2,"207,8",937,"2,9"
012015,3,,,,
022015,3,,,,
032015,3,20.7,"63,2","939,2",4
042015,3,18.2,"142,6","940,7","3,9"
052015,3,15.5,"152,2","941,8","4,2"
062015,3,13.7,"270,6",943,4
072015,3,13.5,"258,2","941,4","4,3"
082015,3,18.1,"69,6","940,6",5
092015,3,15.8,"206,6","938,1","4,5"
102015,3,17.3,216,"938,7",5
112015,3,18.5,151,"936,7","4,8"
122015,3,21.0,"364,8","936,7","4,3"
012016,3,23.0,"76,2","937,1","4,2"
022016,3,22.6,"221,6","937,9","3,5"
032016,3,19.4,297,"939,9",4
042016,3,20.0,188,"939,4","4,2"
052016,3,12.6,53,"942,6","3,9"
062016,3,10.7,"15,6","944,4","3,3"
072016,3,13.1,"188,4","941,8","4,4"
082016,3,14.5,"96,8","941,1","4,1"
092016,3,14.1,"76,2",942,"4,3"
102016,3,17.0,317,"938,6","4,8"
112016,3,18.8,"109,8","938,3","4,2"
122016,3,21.0,,,
012017,3,,,,
022017,3,,,,
032017,3,,,,
042017,3,17.3,"197,8","940,7","4,4"
052017,3,15.8,314,"940,5","4,7"
062017,3,14.0,184,942,"4,7"
072017,3,14.6,"31,8","946,6","4,5"
082017,3,15.0,"180,8","941,2","4,8"
092017,3,19.1,"111,8","941,7","4,9"
102017,3,17.5,"244,2","937,5","4,8"
112017,3,,,,
122017,3,21.8,"87,2","936,3","4,4"
012018,3,21.3,"245,8","937,1","4,2"
022018,3,20.6,149,"938,1","3,7"
032018,3,20.2,"155,6","937,4","3,6"
042018,3,20.6,"122,4","941,7","3,7"
052018,3,15.9,"113,8","942,2",4
062018,3,11.8,185,"942,5","3,9"
072018,3,13.1,162,"942,3","4,7"
082018,3,12.0,121,"942,9","4,5"
092018,3,16.7,"217,6","939,1","4,5"
102018,3,17.2,266,"938,6",5
112018,3,20.4,"250,4","937,8","4,7"
122018,3,21.2,"202,6","937,9","4,2"
012019,3,23.2,"140,2","938,6","4,3"
022019,3,21.1,"114,6","938,1",4
032019,3,19.5,136,"940,2","4,1"
042019,3,19.2,"110,8","939,4","3,7"
052019,3,16.3,"195,2","940,2","4,2"
062019,3,16.5,"24,4","942,6","4,5"
072019,3,12.2,"111,2","942,9","3,9"
082019,3,13.3,"75,2","944,4","4,8"
092019,3,15.5,"79,4","940,5","4,8"
102019,3,18.7,318,939,5
112019,3,20.4,"230,6","937,3","4,9"
122019,3,22.3,"71,2","937,1","4,3"
012020,3,22.1,"125,4","936,8","4,2"
022020,3,21.3,"27,2","938,9","4,2"
032020,3,22.4,31,940,4
042020,3,17.4,"44,2","941,7","4,2"
052020,3,14.8,"174,8","941,4","4,2"
062020,3,14.5,"232,4","940,4",5
072020,3,11.4,,,
082020,3,15.3,,"943,1","4,2"
092020,3,,,,
102020,3,,,,
112020,3,,,,
122020,3,,,,
012021,3,,,,
022021,3,20.2,,"937,7","3,6"
032021,3,20.2,"140,8","938,3","3,3"
042021,3,18.1,7,"941,7","4,3"
052021,3,13.5,"226,4","941,4","3,8"
062021,3,12.1,"181,8","942,6","4,3"
072021,3,12.5,25,"944,2","3,9"
082021,3,15.3,"136,6","942,6","4,5"
092021,3,16.3,"133,8","939,6","4,6"
102021,3,17.3,"151,6","939,1","4,2"
112021,3,20.1,"30,2","937,1","4,6"
122021,3,22.0,"11,4","936,7","4,2"
012022,3,24.2,91,"936,6","4,2"
022022,3,22.3,"110,2","937,3","2,2"
032022,3,19.6,236,"938,5","2,6"
042022,3,17.2,"214,8","939,8","2,7"
052022,3,12.9,"297,8","941,1","2,6"
062022,3,11.3,"233,8","941,5","2,7"
072022,3,16.2,"63,4","940,3","3,8"
082022,3,13.3,"107,2","942,5","3,3"
092022,3,13.7,71,"941,2","2,9"
102022,3,16.2,107,"938,7",3
112022,3,18.3,"51,4","940,2","3,9"
122022,3,22.0,89,"936,3","3,1"
012023,3,23.4,56,"937,1","2,6"
022023,3,21.6,"76,8","937,7","1,8"
032023,3,22.4,"48,8","939,1","2,2"
042023,3,17.6,"45,8","939,7","2,7"
052023,3,16.1,"275,2","942,2","1,9"
062023,3,14.1,"152,6",943,"2,8"
072023,3,13.8,174,"942,5","3,6"
082023,3,15.6,"73,4","940,3","3,3"
092023,3,17.1,"440,6","938,1","4,3"
102023,3,16.8,323,"937,5","3,9"
112023,3,19.8,"469,2","936,2",4
122023,3,22.1,157,"937,5","3,6"
012024,3,21.3,120,"937,9","3,7"
022024,3,23.0,142,"938,9","3,2"
032024,3,21.3,"121,6","939,2","2,6"
042024,3,19.8,281,939,"3,8"
052024,3,14.4,"773,8","939,9","3,5"
062024,3,15.9,"265,6","940,6",4
072024,3,12.3,"57,6","944,9","3,5"
082024,3,14.7,"77,4","942,2","3,4"
092024,3,18.0,"138,2","939,2","3,9"
102024,3,18.5,"119,2","938,9","4,3"
112024,3,21.0,"43,8","937,4","4,1"
122024,3,19.8,"116,2","936,4",4
012014,3,24.4,"208,2","1008,2","2,6"
022014,3,23.3,"159,8","1009,6","2,4"
032014,3,20.2,"121,4","1010,5","2,3"
042014,3,18.3,"67,4","1013,7","2,3"
052014,3,15.2,,"1013,1","1,9"
062014,3,,,,
072014,3,,,,
082014,3,13.7,"70,2","1014,3","2,7"
092014,3,15.8,151,"1012,2","3,2"
102014,3,19.0,"210,4","1012,3","3,1"
112014,3,20.7,"53,6","1009,9","3,1"
122014,3,22.4,103,"1008,2","2,7"
012015,3,23.3,"146,6","1009,5","2,6"
022015,3,22.9,"62,2","1010,2","2,5"
032015,3,21.9,8,"1011,6","2,4"
042015,3,19.0,"3,4","1013,6","2,2"
052015,3,16.1,"81,6","1015,2",2
