Data,TemperaturaMedia C,Cidade,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Estado
22017,20.9,rancho queimado,"206,4","916,1",,
32017,18.5,rancho queimado,158,"917,7",,
42017,15.8,rancho queimado,"138,8","918,6",,
52017,15.2,rancho queimado,"326,4","918,7",,
62017,13.3,rancho queimado,"220,8","919,7",,
72017,12.5,rancho queimado,"28,6","924,7","1,7",
82017,13.2,rancho queimado,154,"919,7","1,9",
92017,16.5,rancho queimado,81,"920,6","1,7",
102017,16.3,rancho queimado,104,"915,7","1,9",
112017,16.2,rancho queimado,"129,4","914,7","1,8",
122017,18.7,rancho queimado,"252,4","914,7","1,7",
12018,19.4,rancho queimado,"296,8","915,1","2,1",
22018,18.4,rancho queimado,"108,4",916,2,
32018,19.1,rancho queimado,"201,8","915,2",2,
42018,17.9,rancho queimado,"59,4","919,7","1,9",
52018,14.6,rancho queimado,"83,6","919,8",2,
62018,12.7,rancho queimado,"122,4","919,4",2,
72018,13.7,rancho queimado,"67,8","919,6","2,2",
82018,11.6,rancho queimado,98,"920,1","2,3",
92018,14.9,rancho queimado,"198,4","917,4","2,1",
102018,15.1,rancho queimado,"145,2","916,7","2,5",
112018,17.0,rancho queimado,"138,6","916,6",,
122018,19.3,rancho queimado,"259,2","915,9",,
12019,21.9,rancho queimado,"218,4","917,1",,
22019,19.0,rancho queimado,,,,
32019,,rancho queimado,,,,
42019,18.0,rancho queimado,"130,8",917,2,
52019,16.1,rancho queimado,"236,6","917,7","2,1",
62019,14.9,rancho queimado,"25,8","920,7","2,2",
72019,12.1,rancho queimado,"85,8",920,,
82019,12.2,rancho queimado,"51,2","922,2",,
92019,14.2,rancho queimado,"83,6",919,"2,2",
102019,17.1,rancho queimado,"126,6","917,4","2,4",
112019,17.8,rancho queimado,147,"915,9","2,4",
122019,,rancho queimado,,,,
12020,,rancho queimado,,,,
22020,,rancho queimado,,,,
32020,,rancho queimado,,,,
42020,,rancho queimado,,,,
52020,,rancho queimado,,,,
62020,,rancho queimado,,,,
72020,,rancho queimado,,,,
82020,,rancho queimado,,,,
92020,15.0,rancho queimado,"131,8","918,8","2,1",
102020,16.1,rancho queimado,"112,6","916,8","2,3",
112020,16.5,rancho queimado,174,917,"2,2",
122020,18.6,rancho queimado,"354,2","915,2","2,1",
12021,19.4,rancho queimado,464,"915,6",,
22021,19.1,rancho queimado,131,915,,
32021,19.2,rancho queimado,"219,2","915,7",2,
42021,16.1,rancho queimado,"68,2","919,2",2,
52021,13.1,rancho queimado,"136,8","918,2","2,1",
62021,11.7,rancho queimado,"276,4","919,6","2,1",
72021,10.8,rancho queimado,"33,4","921,1","2,3",
82021,13.8,rancho queimado,"68,8","921,1","2,1",
92021,14.9,rancho queimado,163,"918,1","2,3",
102021,14.4,rancho queimado,"237,6","917,4","2,2",
112021,16.6,rancho queimado,"159,2","915,3",,
122021,17.7,rancho queimado,73,"915,1",,
12022,20.3,rancho queimado,139,"915,1",,
22022,19.9,rancho queimado,164,"915,6","2,1",
32022,19.0,rancho queimado,208,"916,2","2,2",
42022,15.9,rancho queimado,"84,2","917,6","2,1",
52022,12.8,rancho queimado,"235,4","917,7","2,2",
62022,11.7,rancho queimado,"179,2","918,3","2,1",
72022,14.3,rancho queimado,"41,8","918,8","2,3",
82022,11.9,rancho queimado,"172,8","920,1","2,4",
92022,12.4,rancho queimado,"124,6","918,8","2,3",
102022,15.3,rancho queimado,"223,2","916,3","2,2",
112022,15.3,rancho queimado,"301,6","917,7",,
122022,18.6,rancho queimado,"552,4","914,6","2,1",
12023,19.8,rancho queimado,236,"915,4",2,
22023,19.7,rancho queimado,"240,6","915,3",2,
32023,20.0,rancho queimado,"231,8","917,3","1,8",
42023,16.1,rancho queimado,"136,2","917,4","1,9",
52023,14.9,rancho queimado,"66,8","919,7","1,9",
62023,13.1,rancho queimado,"112,4",920,"2,5",
72023,12.7,rancho queimado,"169,6","920,2","2,2",
82023,14.4,rancho queimado,"128,2","918,1","2,3",
92023,16.0,rancho queimado,"204,8","916,9","2,4",
102023,14.9,rancho queimado,"445,2","915,6","2,1",
112023,17.7,rancho queimado,"363,2","914,9","2,3",
122023,20.1,rancho queimado,77,"915,8","2,2",
12024,19.5,rancho queimado,"237,4","915,9","2,2",
22024,20.8,rancho queimado,"198,2","917,3","1,9",
32024,20.0,rancho queimado,"186,8","917,2","1,9",
42024,,rancho queimado,,,,
52024,,rancho queimado,,,,
62024,,rancho queimado,,,,
72024,12.7,rancho queimado,,,,
82024,13.8,rancho queimado,"36,4",920,,
92024,16.5,rancho queimado,105,"917,9",,
102024,16.3,rancho queimado,217,"917,4",,
112024,17.6,rancho queimado,"278,6","916,1",,
122024,17.7,rancho queimado,"227,6","914,5",,
12016,26.1,cidade gaucha,"119,6","968,1","0,5",1.0
22016,25.7,cidade gaucha,"280,4","970,3","0,3",1.0
32016,24.4,cidade gaucha,"112,6","971,9","0,2",1.0
42016,26.0,cidade gaucha,0,"971,7","0,5",1.0
52016,,cidade gaucha,,,,1.0
62016,,cidade gaucha,,,,1.0
72016,18.9,cidade gaucha,"38,6","974,8","1,8",1.0
82016,20.3,cidade gaucha,"108,6","973,8","2,1",1.0
92016,20.9,cidade gaucha,"28,4","974,1","1,9",1.0
102016,23.4,cidade gaucha,"174,4","970,6","2,3",1.0
112016,25.2,cidade gaucha,19,"969,4","2,2",1.0
122016,25.0,cidade gaucha,"168,8","969,1",2,1.0
12017,25.5,cidade gaucha,234,"969,8","1,5",1.0
22017,26.5,cidade gaucha,"176,4","969,5","1,6",1.0
32017,25.3,cidade gaucha,"80,8","970,8","1,8",1.0
42017,22.1,cidade gaucha,232,"972,4","1,9",1.0
52017,21.4,cidade gaucha,"249,8","972,9","1,7",1.0
62017,18.7,cidade gaucha,71,"975,5","1,7",1.0
72017,18.9,cidade gaucha,0,"979,2","2,1",1.0
82017,21.3,cidade gaucha,"165,2","973,5","2,2",1.0
92017,,cidade gaucha,,,,1.0
102017,,cidade gaucha,,,,1.0
112017,24.6,cidade gaucha,,,,1.0
122017,25.5,cidade gaucha,"167,8",968,"1,8",1.0
12018,,cidade gaucha,,,,1.0
22018,,cidade gaucha,,,,1.0
32018,25.6,cidade gaucha,"138,8","969,2","1,4",1.0
42018,24.3,cidade gaucha,14,"973,4","1,5",1.0
52018,21.1,cidade gaucha,60,"974,7","1,7",1.0
62018,18.6,cidade gaucha,"71,2","975,7","1,4",1.0
72018,20.6,cidade gaucha,1,"975,1","1,7",1.0
82018,18.3,cidade gaucha,"169,6","975,8",2,1.0
92018,21.8,cidade gaucha,135,"971,4","1,9",1.0
102018,23.7,cidade gaucha,"179,6",970,"2,1",1.0
112018,24.8,cidade gaucha,"172,4","969,3","2,2",1.0
122018,26.2,cidade gaucha,"117,6","969,8","1,7",1.0
12019,26.9,cidade gaucha,"216,6","971,1","1,6",1.0
22019,25.8,cidade gaucha,"141,8","969,3","1,6",1.0
32019,24.9,cidade gaucha,"152,2","971,6","1,5",1.0
42019,24.0,cidade gaucha,"55,6","971,4","1,3",1.0
52019,21.6,cidade gaucha,"76,6","972,7","1,6",1.0
62019,20.9,cidade gaucha,"68,2","975,7","1,7",1.0
72019,18.8,cidade gaucha,"27,6","975,7","1,9",1.0
82019,21.4,cidade gaucha,0,"976,2","2,6",1.0
92019,24.6,cidade gaucha,"28,8","971,8","2,2",1.0
102019,26.4,cidade gaucha,"109,2","970,1","2,1",1.0
112019,26.3,cidade gaucha,"97,6","968,4","2,1",1.0
122019,24.9,cidade gaucha,"433,8","969,1","1,7",1.0
12020,25.8,cidade gaucha,"255,8","968,3","1,6",1.0
22020,25.7,cidade gaucha,"106,8","969,8","1,7",1.0
32020,25.8,cidade gaucha,"62,6","971,2","1,6",1.0
42020,22.4,cidade gaucha,"45,2","973,4","1,5",1.0
52020,19.2,cidade gaucha,"93,2","974,7","1,5",1.0
62020,20.5,cidade gaucha,"139,2",974,"1,8",1.0
72020,19.5,cidade gaucha,"16,8","974,5","1,7",1.0
82020,21.3,cidade gaucha,"121,2","974,4","2,1",1.0
92020,26.1,cidade gaucha,"7,8","971,4",2,1.0
102020,26.2,cidade gaucha,"87,2","969,4",2,1.0
112020,25.8,cidade gaucha,"16,4","969,9",2,1.0
122020,25.6,cidade gaucha,"147,2","968,8","1,9",1.0
12021,24.6,cidade gaucha,"526,6","969,2","1,7",1.0
22021,24.9,cidade gaucha,"105,8",969,"1,6",1.0
32021,25.1,cidade gaucha,,"969,3","1,4",1.0
42021,23.4,cidade gaucha,1,"972,8","1,8",1.0
52021,,cidade gaucha,,"974,2","1,5",1.0
62021,,cidade gaucha,,,,1.0
72021,,cidade gaucha,,,,1.0
82021,,cidade gaucha,,,,1.0
92021,,cidade gaucha,,,,1.0
102021,,cidade gaucha,,,,1.0
112021,,cidade gaucha,,,,1.0
122021,,cidade gaucha,,,,1.0
12022,,cidade gaucha,,,,1.0
22022,,cidade gaucha,,,,1.0
32022,,cidade gaucha,,,,1.0
42022,,cidade gaucha,,,,1.0
52022,,cidade gaucha,,,,1.0
62022,,cidade gaucha,,,,1.0
72022,,cidade gaucha,,,,1.0
82022,,cidade gaucha,,,,1.0
92022,,cidade gaucha,,,,1.0
102022,,cidade gaucha,,,,1.0
112022,,cidade gaucha,,,,1.0
122022,25.6,cidade gaucha,"165,6","967,8","1,8",1.0
12023,24.9,cidade gaucha,"194,4","969,1","1,4",1.0
22023,24.1,cidade gaucha,"294,2","970,1","1,3",1.0
32023,25.5,cidade gaucha,"59,8",971,"1,2",1.0
42023,23.0,cidade gaucha,"179,6","971,5","1,1",1.0
52023,21.1,cidade gaucha,"19,2","974,4",1,1.0
62023,18.7,cidade gaucha,"73,6","976,2","1,1",1.0
72023,20.2,cidade gaucha,21,"975,7","1,4",1.0
82023,22.0,cidade gaucha,"54,8","972,7","1,8",1.0
92023,24.9,cidade gaucha,"88,2","970,7","2,1",1.0
102023,25.4,cidade gaucha,"180,2","968,5","1,9",1.0
112023,25.6,cidade gaucha,"184,4","968,3","1,9",1.0
122023,26.7,cidade gaucha,"240,2","969,1","1,6",1.0
12024,26.3,cidade gaucha,"234,8","969,1","1,6",1.0
22024,26.7,cidade gaucha,,"970,1","1,5",1.0
32024,,cidade gaucha,,,,1.0
42024,,cidade gaucha,"109,4",,,1.0
52024,,cidade gaucha,,,,1.0
62024,,cidade gaucha,0,,,1.0
72024,,cidade gaucha,"20,6",,,1.0
82024,22.7,cidade gaucha,"39,8",,,1.0
92024,,cidade gaucha,,,,1.0
102024,,cidade gaucha,,,,1.0
112024,26.1,cidade gaucha,"179,8","968,4","1,9",1.0
122024,25.2,cidade gaucha,"222,2","968,1","1,6",1.0
12016,24.6,itajai,"145,8","1011,6","1,7",2.0
22016,25.3,itajai,"182,6","1011,7","1,4",2.0
32016,23.5,itajai,"262,4",1014,"1,5",2.0
42016,,itajai,,,,2.0
52016,17.7,itajai,,"1018,2",1,2.0
62016,13.4,itajai,"66,4","1021,6","1,1",2.0
72016,15.3,itajai,"69,2","1018,7","1,4",2.0
82016,16.2,itajai,"145,4","1017,5","1,4",2.0
92016,17.8,itajai,"91,8","1017,8","1,8",2.0
102016,19.7,itajai,"197,8","1015,1","1,9",2.0
112016,21.2,itajai,"156,4","1013,5","1,8",2.0
122016,23.3,itajai,301,"1011,2","1,6",2.0
12017,25.3,itajai,162,"1011,2","1,9",2.0
22017,25.5,itajai,"179,4","1011,6","1,6",2.0
32017,23.3,itajai,"149,8",1014,"1,4",2.0
42017,21.0,itajai,"168,8","1015,9","1,5",2.0
52017,19.5,itajai,"245,6","1016,5","1,3",2.0
62017,17.3,itajai,182,"1018,4","1,3",2.0
72017,16.7,itajai,"22,6","1024,1","1,4",2.0
82017,17.7,itajai,"88,2","1018,5","1,6",2.0
92017,20.5,itajai,"95,4","1018,5","1,5",2.0
102017,20.9,itajai,"110,6",1013,"1,8",2.0
112017,21.2,itajai,"106,8",1012,"1,9",2.0
122017,23.4,itajai,"158,8",1011,"1,8",2.0
12018,24.1,itajai,"248,8",1011,"1,6",2.0
22018,23.3,itajai,"100,2","1012,4","1,6",2.0
32018,23.8,itajai,"261,4","1011,2","1,4",2.0
42018,22.4,itajai,"42,2","1016,4","1,4",2.0
52018,19.3,itajai,"68,6","1017,8","1,3",2.0
62018,15.9,itajai,"65,8","1018,5","1,3",2.0
72018,16.6,itajai,"17,6","1018,4","1,3",2.0
82018,15.6,itajai,"65,4","1019,7","1,6",2.0
92018,19.3,itajai,123,"1015,2","1,6",2.0
102018,20.2,itajai,"138,8","1014,3","1,6",2.0
112018,22.0,itajai,113,"1013,8","1,9",2.0
122018,24.0,itajai,"116,8","1012,1","1,8",2.0
12019,26.5,itajai,"236,4","1012,3","1,7",2.0
22019,24.0,itajai,"255,6","1011,6","1,7",2.0
32019,23.6,itajai,"127,2","1014,3","1,4",2.0
42019,22.3,itajai,"120,4","1013,4","1,3",2.0
52019,20.5,itajai,179,"1014,9","1,1",2.0
62019,18.7,itajai,69,"1018,7","1,2",2.0
72019,15.5,itajai,"69,8","1019,2","1,4",2.0
82019,16.5,itajai,"25,4","1021,6","1,4",2.0
92019,17.8,itajai,"128,8","1017,5","1,4",2.0
102019,21.2,itajai,"101,6","1014,6","1,9",2.0
112019,21.9,itajai,185,1013,"1,9",2.0
122019,23.2,itajai,"89,4",1012,"1,8",2.0
12020,24.3,itajai,"130,2","1010,5","1,8",2.0
22020,23.6,itajai,"239,6","1013,1","1,8",2.0
32020,23.1,itajai,59,"1014,9","1,6",2.0
42020,20.2,itajai,"81,4","1016,2","1,6",2.0
52020,17.7,itajai,28,"1016,3","1,6",2.0
62020,18.1,itajai,168,"1016,9","1,3",2.0
72020,15.6,itajai,"83,8",1018,"1,5",2.0
82020,16.5,itajai,"107,6","1019,5","1,4",2.0
92020,19.1,itajai,"46,8","1016,9","1,5",2.0
102020,20.8,itajai,"50,8","1014,3",2,2.0
112020,,itajai,,,,2.0
122020,,itajai,,,,2.0
12021,,itajai,,,,2.0
22021,,itajai,,,,2.0
32021,,itajai,,,,2.0
42021,,itajai,,,,2.0
52021,,itajai,,,,2.0
62021,,itajai,,,,2.0
72021,,itajai,,,,2.0
82021,17.6,itajai,,1019,"1,4",2.0
92021,18.9,itajai,"90,2","1016,3","1,7",2.0
102021,19.1,itajai,"119,8","1015,5","1,9",2.0
112021,21.2,itajai,"75,8","1012,5","1,9",2.0
122021,22.5,itajai,1,"1011,7",2,2.0
12022,24.4,itajai,"83,2","1010,8",2,2.0
22022,24.4,itajai,47,"1011,5","1,9",2.0
32022,23.4,itajai,"184,8","1012,3","1,6",2.0
42022,20.7,itajai,73,"1014,6","1,4",2.0
52022,,itajai,,,,2.0
62022,15.6,itajai,"115,8","1017,5","1,2",2.0
72022,17.3,itajai,19,"1017,2","1,4",2.0
82022,16.3,itajai,"158,2","1019,4","1,5",2.0
92022,16.7,itajai,"146,8","1017,8","1,6",2.0
102022,19.8,itajai,"161,6","1014,1","1,8",2.0
112022,20.3,itajai,219,"1015,3","2,3",2.0
122022,22.9,itajai,"574,6","1010,9","1,8",2.0
12023,24.2,itajai,57,"1011,2","1,8",2.0
22023,24.2,itajai,"93,2",1011,"1,6",2.0
32023,24.1,itajai,"329,8","1013,2","1,6",2.0
42023,20.5,itajai,"174,2","1014,6","1,3",2.0
52023,19.1,itajai,"72,2","1017,6","1,1",2.0
62023,16.8,itajai,"73,8","1018,5","1,4",2.0
72023,16.5,itajai,"92,2","1020,2",1,2.0
82023,17.8,itajai,,"1016,2","1,5",2.0
92023,20.0,itajai,55,"1014,8","1,4",2.0
102023,,itajai,,,,2.0
112023,21.8,itajai,,,,2.0
122023,25.1,itajai,,"1011,5","1,9",2.0
12024,23.8,itajai,"357,6","1011,8","1,8",2.0
22024,25.3,itajai,"117,4","1012,9","1,6",2.0
32024,24.4,itajai,"166,6","1013,1","1,6",2.0
42024,22.7,itajai,261,,,2.0
52024,19.9,itajai,,1014,1,2.0
62024,18.4,itajai,"56,4","1016,5","1,1",2.0
72024,15.4,itajai,"122,2","1021,2","1,1",2.0
82024,15.9,itajai,"24,8","1018,9","1,3",2.0
92024,19.1,itajai,"127,2","1015,6","1,4",2.0
102024,20.9,itajai,"205,6","1014,9","1,5",2.0
112024,22.1,itajai,"207,4","1012,8","1,7",2.0
122024,22.6,itajai,"218,4",1011,"1,9",2.0
12016,24.1,ararangua,"47,6",1012,"2,2",2.0
22016,24.4,ararangua,57,"1012,1",2,2.0
32016,22.6,ararangua,"171,8","1014,6",2,2.0
42016,22.8,ararangua,"104,4","1013,6","1,9",2.0
52016,15.8,ararangua,46,1019,"1,7",2.0
62016,11.9,ararangua,"16,2","1021,7","1,6",2.0
72016,14.3,ararangua,"140,8","1018,1",2,2.0
82016,15.6,ararangua,"109,4","1017,3","1,9",2.0
92016,17.0,ararangua,"66,2","1017,9","2,6",2.0
102016,19.1,ararangua,"159,8",1015,3,2.0
112016,21.2,ararangua,"51,2","1013,6","2,9",2.0
122016,23.5,ararangua,"243,4","1011,2","2,6",2.0
12017,24.8,ararangua,,"1011,8","2,2",2.0
22017,,ararangua,,,,2.0
32017,,ararangua,,,,2.0
42017,,ararangua,,,,2.0
52017,,ararangua,,,,2.0
62017,,ararangua,,,,2.0
72017,15.2,ararangua,,,,2.0
82017,17.6,ararangua,"83,8","1018,2","2,7",2.0
92017,20.0,ararangua,"91,2","1018,5","2,2",2.0
102017,20.3,ararangua,"126,8","1013,4","2,7",2.0
112017,20.8,ararangua,"104,8","1012,8","2,7",2.0
122017,23.0,ararangua,"146,6","1011,9","2,4",2.0
12018,23.7,ararangua,"185,6","1012,1","2,1",2.0
22018,22.9,ararangua,73,"1013,5",2,2.0
32018,22.9,ararangua,"155,2","1012,2","1,9",2.0
42018,22.4,ararangua,77,1017,"1,7",2.0
52018,18.5,ararangua,109,"1018,5","1,7",2.0
62018,15.2,ararangua,"144,6","1019,2","1,8",2.0
72018,15.3,ararangua,"172,8","1019,4",,2.0
82018,14.8,ararangua,"71,8","1020,3",,2.0
92018,19.0,ararangua,"190,6","1016,2",,2.0
102018,20.2,ararangua,"217,2","1015,4",,2.0
112018,22.0,ararangua,"90,8",1014,,2.0
122018,23.5,ararangua,"104,6",1013,"2,6",2.0
12019,26.0,ararangua,"159,4","1013,1","2,1",2.0
22019,23.7,ararangua,195,1013,2,2.0
32019,22.6,ararangua,204,"1015,6","1,9",2.0
42019,21.7,ararangua,"135,2","1014,8","1,8",2.0
52019,19.6,ararangua,"385,6","1016,5","1,8",2.0
62019,18.2,ararangua,"60,4","1018,9","1,5",2.0
72019,14.8,ararangua,"105,4",1020,"1,8",2.0
82019,15.8,ararangua,"19,6","1021,9","2,2",2.0
92019,17.6,ararangua,"47,8","1018,2","2,4",2.0
102019,20.7,ararangua,"174,8","1015,4","2,5",2.0
112019,21.8,ararangua,"85,6","1013,7","2,9",2.0
122019,23.3,ararangua,"59,6","1012,3","2,5",2.0
12020,23.9,ararangua,154,"1011,8","2,3",2.0
22020,23.3,ararangua,"62,2","1014,5","2,4",2.0
32020,22.9,ararangua,"25,6","1015,8",2,2.0
42020,19.6,ararangua,"117,2","1017,2","2,2",2.0
52020,16.8,ararangua,"24,8","1016,9","1,9",2.0
62020,16.8,ararangua,"126,6","1017,4","1,8",2.0
72020,15.0,ararangua,"277,4","1018,4",2,2.0
82020,15.8,ararangua,"68,4","1019,9",2,2.0
92020,17.8,ararangua,"166,8","1017,9","2,4",2.0
102020,20.2,ararangua,"70,2","1015,5","2,9",2.0
112020,21.4,ararangua,"127,2","1015,5","2,5",2.0
122020,23.0,ararangua,151,"1012,8","2,6",2.0
12021,24.0,ararangua,"150,6","1012,3","2,2",2.0
22021,23.7,ararangua,"84,6","1012,4","2,1",2.0
32021,23.4,ararangua,80,1013,2,2.0
42021,20.9,ararangua,"46,4",1018,"2,1",2.0
52021,15.8,ararangua,"133,2","1017,9","1,8",2.0
62021,15.1,ararangua,"229,8","1019,9","1,8",2.0
72021,14.1,ararangua,"19,2","1021,3","1,9",2.0
82021,16.8,ararangua,"35,8","1020,7","2,2",2.0
92021,18.8,ararangua,156,"1016,8","2,6",2.0
102021,19.5,ararangua,"86,4","1016,5",3,2.0
112021,20.8,ararangua,,,,2.0
122021,23.0,ararangua,,,,2.0
12022,24.5,ararangua,"114,2","1011,8","2,2",2.0
22022,24.2,ararangua,37,"1012,3","2,2",2.0
32022,22.5,ararangua,"297,8","1013,9",2,2.0
42022,20.1,ararangua,"74,6","1016,2",2,2.0
52022,16.8,ararangua,"248,2","1017,6","2,1",2.0
62022,14.1,ararangua,"181,4","1018,7","1,8",2.0
72022,17.0,ararangua,"63,8","1017,2","1,7",2.0
82022,15.6,ararangua,"80,8","1020,2","2,2",2.0
92022,16.5,ararangua,"57,4","1018,9","2,6",2.0
102022,19.3,ararangua,"129,4","1015,5","2,5",2.0
112022,20.5,ararangua,"71,4","1017,2","2,8",2.0
122022,22.9,ararangua,"209,2","1012,1","2,4",2.0
12023,24.2,ararangua,"108,2","1012,4","2,1",2.0
22023,23.7,ararangua,"255,2","1012,4","2,1",2.0
32023,24.3,ararangua,203,"1014,1","2,1",2.0
42023,20.3,ararangua,"62,6","1015,9",2,2.0
52023,18.7,ararangua,108,"1018,6","1,6",2.0
62023,16.7,ararangua,"158,4","1019,4",,2.0
72023,16.3,ararangua,"191,2","1020,1",,2.0
82023,16.7,ararangua,"71,2","1017,4",,2.0
92023,19.2,ararangua,303,"1015,2",,2.0
102023,18.9,ararangua,"418,6","1014,8","2,6",2.0
112023,21.4,ararangua,"310,8","1012,7","2,7",2.0
122023,23.9,ararangua,"105,4","1012,8","2,6",2.0
12024,23.4,ararangua,"164,2","1013,7","2,2",2.0
22024,25.1,ararangua,"64,6","1014,4","2,1",2.0
32024,23.7,ararangua,"181,2","1014,4",2,2.0
42024,22.0,ararangua,"152,8","1015,1","2,2",2.0
52024,18.0,ararangua,"441,8","1016,4","2,1",2.0
62024,17.5,ararangua,"277,8","1017,3","1,8",2.0
72024,14.0,ararangua,140,"1023,3","1,6",2.0
82024,16.1,ararangua,"57,6","1019,6","2,1",2.0
92024,18.7,ararangua,"67,4","1016,2","2,3",2.0
102024,20.7,ararangua,"108,8","1016,1","2,9",2.0
112024,22.5,ararangua,"122,6",1014,3,2.0
122024,22.2,ararangua,"86,8","1012,5","2,5",2.0
12016,,laguna - farol de santa marta,,,,2.0
22016,,laguna - farol de santa marta,,,,2.0
32016,22.9,laguna - farol de santa marta,"166,2","1009,8","5,9",2.0
42016,22.6,laguna - farol de santa marta,"226,2","1008,9","6,1",2.0
52016,16.2,laguna - farol de santa marta,"74,8","1013,9","5,5",2.0
62016,12.7,laguna - farol de santa marta,"45,6","1016,8","5,3",2.0
72016,14.8,laguna - farol de santa marta,"117,2","1013,3","5,9",2.0
82016,15.6,laguna - farol de santa marta,"90,2","1012,4","5,9",2.0
92016,16.2,laguna - farol de santa marta,"113,4","1013,1","6,5",2.0
102016,18.2,laguna - farol de santa marta,"108,6","1010,3","8,3",2.0
112016,20.2,laguna - farol de santa marta,67,"1008,8","8,2",2.0
122016,22.4,laguna - farol de santa marta,"167,8","1006,5",,2.0
12017,24.4,laguna - farol de santa marta,"155,2","1007,2",,2.0
22017,24.3,laguna - farol de santa marta,"33,8","1006,9",,2.0
32017,23.5,laguna - farol de santa marta,"169,2","1009,8",,2.0
42017,20.3,laguna - farol de santa marta,"105,2","1011,6",,2.0
52017,19.2,laguna - farol de santa marta,"217,4","1011,9",,2.0
62017,17.2,laguna - farol de santa marta,"158,4","1013,2",,2.0
72017,16.8,laguna - farol de santa marta,12,"1018,8",,2.0
82017,17.6,laguna - farol de santa marta,"65,6","1012,9",,2.0
92017,18.3,laguna - farol de santa marta,31,"1013,2",,2.0
102017,18.9,laguna - farol de santa marta,"99,2","1008,1",,2.0
112017,19.9,laguna - farol de santa marta,100,"1007,5","7,9",2.0
122017,21.4,laguna - farol de santa marta,"143,2","1006,6","7,3",2.0
12018,22.8,laguna - farol de santa marta,"117,8","1006,8","5,2",2.0
22018,22.6,laguna - farol de santa marta,"62,2","1008,3","2,8",2.0
32018,23.0,laguna - farol de santa marta,"142,6","1006,9","4,8",2.0
42018,22.4,laguna - farol de santa marta,"33,8","1011,7","4,3",2.0
52018,19.5,laguna - farol de santa marta,"39,6","1013,1","4,9",2.0
62018,15.7,laguna - farol de santa marta,,"1014,2","4,1",2.0
72018,,laguna - farol de santa marta,,,,2.0
82018,,laguna - farol de santa marta,,,,2.0
92018,,laguna - farol de santa marta,,,,2.0
102018,,laguna - farol de santa marta,,,,2.0
112018,,laguna - farol de santa marta,,,,2.0
122018,23.1,laguna - farol de santa marta,174,"1007,6","7,2",2.0
12019,25.0,laguna - farol de santa marta,"53,2","1007,8","5,8",2.0
22019,24.3,laguna - farol de santa marta,"118,2","1007,4","5,7",2.0
32019,24.1,laguna - farol de santa marta,"104,6",1010,"6,1",2.0
42019,22.7,laguna - farol de santa marta,"156,4","1009,1","5,4",2.0
52019,20.7,laguna - farol de santa marta,"482,6","1010,6","5,8",2.0
62019,19.7,laguna - farol de santa marta,63,"1013,3","5,5",2.0
72019,16.1,laguna - farol de santa marta,"124,6","1014,2","6,5",2.0
82019,16.1,laguna - farol de santa marta,"15,2","1016,2","8,7",2.0
92019,17.7,laguna - farol de santa marta,"42,2","1012,4","5,2",2.0
102019,20.2,laguna - farol de santa marta,"109,8","1009,7",0,2.0
112019,20.5,laguna - farol de santa marta,59,"1008,2",0,2.0
122019,22.3,laguna - farol de santa marta,35,"1006,9",0,2.0
12020,23.7,laguna - farol de santa marta,"186,4","1006,3",0,2.0
22020,23.2,laguna - farol de santa marta,"29,2","1008,9",0,2.0
32020,23.4,laguna - farol de santa marta,"25,2","1010,3","10,1",2.0
42020,21.2,laguna - farol de santa marta,"27,6","1011,4",,2.0
52020,19.2,laguna - farol de santa marta,"14,2","1011,1",,2.0
62020,18.2,laguna - farol de santa marta,"108,8","1011,7",0,2.0
72020,15.3,laguna - farol de santa marta,153,"1012,8",0,2.0
82020,16.5,laguna - farol de santa marta,"77,2","1014,3",0,2.0
92020,17.9,laguna - farol de santa marta,"145,8","1012,1",0,2.0
102020,19.8,laguna - farol de santa marta,"51,2","1009,8",0,2.0
112020,21.1,laguna - farol de santa marta,"121,8","1009,8","1,4",2.0
122020,22.7,laguna - farol de santa marta,"127,2","1007,2","6,2",2.0
12021,23.3,laguna - farol de santa marta,196,"1006,9","6,2",2.0
22021,24.6,laguna - farol de santa marta,"47,6","1006,8","5,4",2.0
32021,24.3,laguna - farol de santa marta,"150,8","1007,3",6,2.0
42021,21.7,laguna - farol de santa marta,,"1012,1","4,9",2.0
52021,,laguna - farol de santa marta,,,,2.0
62021,,laguna - farol de santa marta,,,,2.0
72021,,laguna - farol de santa marta,,,,2.0
82021,,laguna - farol de santa marta,,,,2.0
92021,,laguna - farol de santa marta,,,,2.0
102021,,laguna - farol de santa marta,,,,2.0
112021,,laguna - farol de santa marta,,,,2.0
