Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha),Temperatura Media,Precipitacao Total,Pressao Atmosferica Media,Vento Velocidade Media
12014,1,1,30950.0,,164384.0,5311.0,26.5,224.0,1012.6,2.9
12014,2,1,239112.0,,431624.0,1805.0,26.5,224.0,1012.6,2.9
12014,3,1,269963.0,,518332.0,1920.0,26.5,224.0,1012.6,2.9
12014,4,1,5799.0,,5119.0,883.0,26.5,224.0,1012.6,2.9
12014,5,1,669988.0,,5623929.0,8394.0,26.5,224.0,1012.6,2.9
12014,6,1,1931330.0,,10154602.0,5258.0,26.5,224.0,1012.6,2.9
12014,7,1,4998120.0,,16686225.0,3339.0,26.5,224.0,1012.6,2.9
12014,8,1,979793.0,,1796079.0,1833.0,26.5,224.0,1012.6,2.9
12014,9,1,75995.0,,173750.0,2286.0,26.5,224.0,1012.6,2.9
22014,1,1,30700.0,,160713.0,5235.0,26.5,157.6,1012.5,2.9
22014,2,1,239112.0,,421680.0,1764.0,26.5,157.6,1012.5,2.9
22014,3,1,266563.0,,511137.0,1918.0,26.5,157.6,1012.5,2.9
22014,4,1,5799.0,,5119.0,883.0,26.5,157.6,1012.5,2.9
22014,5,1,669988.0,,5508351.0,8222.0,26.5,157.6,1012.5,2.9
22014,6,1,1907767.0,,10011557.0,5248.0,26.5,157.6,1012.5,2.9
22014,7,1,4998120.0,,14655377.0,2932.0,26.5,157.6,1012.5,2.9
22014,8,1,979793.0,,1796079.0,1833.0,26.5,157.6,1012.5,2.9
22014,9,1,76262.0,,171838.0,2253.0,26.5,157.6,1012.5,2.9
32014,1,1,30342.0,,154663.0,5097.0,24.7,282.4,1013.6,2.4
32014,2,1,239112.0,,421680.0,1764.0,24.7,282.4,1013.6,2.4
32014,3,1,263718.0,,490386.0,1860.0,24.7,282.4,1013.6,2.4
32014,4,1,5175.0,,5346.0,1033.0,24.7,282.4,1013.6,2.4
32014,5,1,668274.0,,5429288.0,8124.0,24.7,282.4,1013.6,2.4
32014,6,1,1909235.0,,9983073.0,5229.0,24.7,282.4,1013.6,2.4
32014,7,1,5016657.0,,14708024.0,2932.0,24.7,282.4,1013.6,2.4
32014,8,1,1215364.0,,3639738.0,2995.0,24.7,282.4,1013.6,2.4
32014,9,1,76137.0,,171673.0,2255.0,24.7,282.4,1013.6,2.4
42014,1,1,30342.0,,154663.0,5097.0,22.5,259.0,1016.2,2.3
42014,2,1,239112.0,,421680.0,1764.0,22.5,259.0,1016.2,2.3
42014,3,1,263718.0,,490386.0,1860.0,22.5,259.0,1016.2,2.3
42014,4,1,5175.0,,5346.0,1033.0,22.5,259.0,1016.2,2.3
42014,5,1,664794.0,,5308255.0,7985.0,22.5,259.0,1016.2,2.3
42014,6,1,1902551.0,,9982417.0,5247.0,22.5,259.0,1016.2,2.3
42014,7,1,5021926.0,,14713610.0,2930.0,22.5,259.0,1016.2,2.3
42014,8,1,1269259.0,,3817835.0,3008.0,22.5,259.0,1016.2,2.3
42014,9,1,76137.0,,171673.0,2255.0,22.5,259.0,1016.2,2.3
52014,1,1,30152.0,,153981.0,5107.0,20.3,102.8,1016.8,2.0
52014,2,1,239112.0,,421680.0,1764.0,20.3,102.8,1016.8,2.0
52014,3,1,259117.0,,454929.0,1756.0,20.3,102.8,1016.8,2.0
52014,4,1,5910.0,,6022.0,1019.0,20.3,102.8,1016.8,2.0
52014,5,1,668259.0,,5332973.0,7980.0,20.3,102.8,1016.8,2.0
52014,6,1,1905997.0,,9959864.0,5226.0,20.3,102.8,1016.8,2.0
52014,7,1,5021926.0,,14713610.0,2930.0,20.3,102.8,1016.8,2.0
52014,8,1,1323939.0,,3981913.0,3008.0,20.3,102.8,1016.8,2.0
52014,9,1,76137.0,,171673.0,2255.0,20.3,102.8,1016.8,2.0
62014,1,1,30152.0,,153981.0,5107.0,19.0,118.4,1018.0,1.8
62014,2,1,239112.0,,421680.0,1764.0,19.0,118.4,1018.0,1.8
62014,3,1,259192.0,,416552.0,1607.0,19.0,118.4,1018.0,1.8
62014,4,1,5910.0,,6022.0,1019.0,19.0,118.4,1018.0,1.8
62014,5,1,668259.0,,5375565.0,8044.0,19.0,118.4,1018.0,1.8
62014,6,1,1905997.0,,9966142.0,5229.0,19.0,118.4,1018.0,1.8
62014,7,1,5018523.0,,14806462.0,2950.0,19.0,118.4,1018.0,1.8
62014,8,1,1332091.0,,4008727.0,3009.0,19.0,118.4,1018.0,1.8
62014,9,1,76137.0,,171673.0,2255.0,19.0,118.4,1018.0,1.8
72014,1,1,30152.0,,153981.0,5107.0,17.6,97.4,1021.7,2.0
72014,2,1,239112.0,,421680.0,1764.0,17.6,97.4,1021.7,2.0
72014,3,1,275137.0,,403682.0,1467.0,17.6,97.4,1021.7,2.0
72014,4,1,5910.0,,6022.0,1019.0,17.6,97.4,1021.7,2.0
72014,5,1,668259.0,,5375565.0,8044.0,17.6,97.4,1021.7,2.0
72014,6,1,1901042.0,,10207352.0,5369.0,17.6,97.4,1021.7,2.0
72014,7,1,5018523.0,,14806462.0,2950.0,17.6,97.4,1021.7,2.0
72014,8,1,1350246.0,,3982460.0,2949.0,17.6,97.4,1021.7,2.0
72014,9,1,76137.0,,171673.0,2255.0,17.6,97.4,1021.7,2.0
82014,1,1,30152.0,,153981.0,5107.0,18.4,74.2,1019.5,2.1
82014,2,1,239112.0,,421680.0,1764.0,18.4,74.2,1019.5,2.1
82014,3,1,275137.0,,403682.0,1467.0,18.4,74.2,1019.5,2.1
82014,4,1,4917.0,,4982.0,1013.0,18.4,74.2,1019.5,2.1
82014,5,1,668259.0,,5375565.0,8044.0,18.4,74.2,1019.5,2.1
82014,6,1,1900264.0,,10245499.0,5392.0,18.4,74.2,1019.5,2.1
82014,7,1,5018523.0,,14806462.0,2950.0,18.4,74.2,1019.5,2.1
82014,8,1,1354503.0,,3976549.0,2936.0,18.4,74.2,1019.5,2.1
82014,9,1,76137.0,,171673.0,2255.0,18.4,74.2,1019.5,2.1
92014,1,1,30152.0,,153981.0,5107.0,20.2,172.4,1016.5,2.6
92014,2,1,239112.0,,421680.0,1764.0,20.2,172.4,1016.5,2.6
92014,3,1,275137.0,,403682.0,1467.0,20.2,172.4,1016.5,2.6
92014,4,1,4917.0,,4982.0,1013.0,20.2,172.4,1016.5,2.6
92014,5,1,668259.0,,5375565.0,8044.0,20.2,172.4,1016.5,2.6
92014,6,1,1900492.0,,10350777.0,5446.0,20.2,172.4,1016.5,2.6
92014,7,1,5018523.0,,14806462.0,2950.0,20.2,172.4,1016.5,2.6
92014,8,1,1354240.0,,3995536.0,2950.0,20.2,172.4,1016.5,2.6
92014,9,1,76137.0,,171673.0,2255.0,20.2,172.4,1016.5,2.6
102014,1,1,30152.0,,153981.0,5107.0,21.8,48.6,1016.8,3.0
102014,2,1,239112.0,,421680.0,1764.0,21.8,48.6,1016.8,3.0
102014,3,1,275137.0,,403682.0,1467.0,21.8,48.6,1016.8,3.0
102014,4,1,4917.0,,4982.0,1013.0,21.8,48.6,1016.8,3.0
102014,5,1,668259.0,,5375565.0,8044.0,21.8,48.6,1016.8,3.0
102014,6,1,1900492.0,,10350777.0,5446.0,21.8,48.6,1016.8,3.0
102014,7,1,5018523.0,,14806462.0,2950.0,21.8,48.6,1016.8,3.0
102014,8,1,1356958.0,,3869723.0,2852.0,21.8,48.6,1016.8,3.0
102014,9,1,76137.0,,171673.0,2255.0,21.8,48.6,1016.8,3.0
112014,1,1,30152.0,,153981.0,5107.0,23.0,174.2,1013.5,2.8
112014,2,1,239112.0,,421680.0,1764.0,23.0,174.2,1013.5,2.8
112014,3,1,275137.0,,403682.0,1467.0,23.0,174.2,1013.5,2.8
112014,4,1,4917.0,,4982.0,1013.0,23.0,174.2,1013.5,2.8
112014,5,1,668259.0,,5375565.0,8044.0,23.0,174.2,1013.5,2.8
112014,6,1,1900492.0,,10350777.0,5446.0,23.0,174.2,1013.5,2.8
112014,7,1,5018523.0,,14806462.0,2950.0,23.0,174.2,1013.5,2.8
112014,8,1,1359858.0,,3779374.0,2779.0,23.0,174.2,1013.5,2.8
112014,9,1,76137.0,,171673.0,2255.0,23.0,174.2,1013.5,2.8
122014,1,1,30152.0,,153981.0,5107.0,24.8,330.0,1012.1,2.8
122014,2,1,239112.0,,421680.0,1764.0,24.8,330.0,1012.1,2.8
122014,3,1,275137.0,,403682.0,1467.0,24.8,330.0,1012.1,2.8
122014,4,1,4917.0,,4982.0,1013.0,24.8,330.0,1012.1,2.8
122014,5,1,668259.0,,5375565.0,8044.0,24.8,330.0,1012.1,2.8
122014,6,1,1900492.0,,10350777.0,5446.0,24.8,330.0,1012.1,2.8
122014,7,1,5018523.0,,14806462.0,2950.0,24.8,330.0,1012.1,2.8
122014,8,1,1360859.0,,3720582.0,2734.0,24.8,330.0,1012.1,2.8
122014,9,1,76137.0,,171673.0,2255.0,24.8,330.0,1012.1,2.8
12015,1,1,28200.0,,161614.0,5731.0,26.4,236.4,1012.9,2.9
12015,2,1,193262.0,,332035.0,1718.0,26.4,236.4,1012.9,2.9
12015,3,1,223545.0,,421154.0,1884.0,26.4,236.4,1012.9,2.9
12015,4,1,4913.0,,5262.0,1071.0,26.4,236.4,1012.9,2.9
12015,5,1,536664.0,,4588963.0,8551.0,26.4,236.4,1012.9,2.9
12015,6,1,1868955.0,,9919722.0,5308.0,26.4,236.4,1012.9,2.9
12015,7,1,5180054.0,,16855853.0,3254.0,26.4,236.4,1012.9,2.9
12015,8,1,1356958.0,,3869723.0,2852.0,26.4,236.4,1012.9,2.9
12015,9,1,78289.0,,182827.0,2335.0,26.4,236.4,1012.9,2.9
22015,1,1,28320.0,,161883.0,5716.0,25.4,538.6,1012.0,2.8
22015,2,1,192762.0,,332147.0,1723.0,25.4,538.6,1012.0,2.8
22015,3,1,228545.0,,453719.0,1985.0,25.4,538.6,1012.0,2.8
22015,4,1,4913.0,,5262.0,1071.0,25.4,538.6,1012.0,2.8
22015,5,1,542064.0,,4635660.0,8552.0,25.4,538.6,1012.0,2.8
22015,6,1,1865155.0,,9953471.0,5337.0,25.4,538.6,1012.0,2.8
22015,7,1,5182569.0,,16981846.0,3277.0,25.4,538.6,1012.0,2.8
22015,8,1,1356958.0,,3869723.0,2852.0,25.4,538.6,1012.0,2.8
22015,9,1,78289.0,,185067.0,2364.0,25.4,538.6,1012.0,2.8
32015,1,1,28438.0,,163885.0,5763.0,24.4,611.8,1013.6,2.5
32015,2,1,192762.0,,332147.0,1723.0,24.4,611.8,1013.6,2.5
32015,3,1,218982.0,,430544.0,1966.0,24.4,611.8,1013.6,2.5
32015,4,1,4913.0,,5262.0,1071.0,24.4,611.8,1013.6,2.5
32015,5,1,542483.0,,4668223.0,8605.0,24.4,611.8,1013.6,2.5
32015,6,1,1867226.0,,9981747.0,5346.0,24.4,611.8,1013.6,2.5
32015,7,1,5203665.0,,16998875.0,3267.0,24.4,611.8,1013.6,2.5
32015,8,1,1350070.0,,4045343.0,2996.0,24.4,611.8,1013.6,2.5
32015,9,1,78189.0,,184636.0,2361.0,24.4,611.8,1013.6,2.5
42015,1,1,28438.0,,163885.0,5763.0,22.8,214.2,1015.8,2.2
42015,2,1,192762.0,,332147.0,1723.0,22.8,214.2,1015.8,2.2
42015,3,1,218982.0,,430544.0,1966.0,22.8,214.2,1015.8,2.2
42015,4,1,4913.0,,5262.0,1071.0,22.8,214.2,1015.8,2.2
42015,5,1,542919.0,,4671246.0,8604.0,22.8,214.2,1015.8,2.2
42015,6,1,1892143.0,,10047801.0,5310.0,22.8,214.2,1015.8,2.2
42015,7,1,5206901.0,,17147805.0,3293.0,22.8,214.2,1015.8,2.2
42015,8,1,1356320.0,,4070420.0,3001.0,22.8,214.2,1015.8,2.2
42015,9,1,78189.0,,184636.0,2361.0,22.8,214.2,1015.8,2.2
52015,1,1,28144.0,,164543.0,5846.0,20.4,205.8,1017.8,1.9
52015,2,1,192762.0,,332147.0,1723.0,20.4,205.8,1017.8,1.9
52015,3,1,213785.0,,400738.0,1874.0,20.4,205.8,1017.8,1.9
52015,4,1,5238.0,,6119.0,1168.0,20.4,205.8,1017.8,1.9
52015,5,1,542419.0,,4679671.0,8627.0,20.4,205.8,1017.8,1.9
52015,6,1,1893493.0,,10390011.0,5487.0,20.4,205.8,1017.8,1.9
52015,7,1,5206901.0,,17147805.0,3293.0,20.4,205.8,1017.8,1.9
52015,8,1,1322503.0,,3959259.0,2994.0,20.4,205.8,1017.8,1.9
52015,9,1,78189.0,,184636.0,2361.0,20.4,205.8,1017.8,1.9
62015,1,1,28144.0,,164543.0,5846.0,18.9,99.6,1020.1,2.1
62015,2,1,192762.0,,332147.0,1723.0,18.9,99.6,1020.1,2.1
62015,3,1,209915.0,,392083.0,1868.0,18.9,99.6,1020.1,2.1
62015,4,1,5238.0,,6119.0,1168.0,18.9,99.6,1020.1,2.1
62015,5,1,542386.0,,4688823.0,8645.0,18.9,99.6,1020.1,2.1
62015,6,1,1914368.0,,10782264.0,5632.0,18.9,99.6,1020.1,2.1
62015,7,1,5207082.0,,17145020.0,3293.0,18.9,99.6,1020.1,2.1
62015,8,1,1324048.0,,3959722.0,2991.0,18.9,99.6,1020.1,2.1
62015,9,1,78189.0,,184636.0,2361.0,18.9,99.6,1020.1,2.1
72015,1,1,28144.0,,164543.0,5846.0,18.6,122.0,1018.3,2.0
72015,2,1,192762.0,,332147.0,1723.0,18.6,122.0,1018.3,2.0
72015,3,1,209915.0,,392083.0,1868.0,18.6,122.0,1018.3,2.0
72015,4,1,5238.0,,6119.0,1168.0,18.6,122.0,1018.3,2.0
72015,5,1,542386.0,,4688823.0,8645.0,18.6,122.0,1018.3,2.0
72015,6,1,1916933.0,,11010142.0,5744.0,18.6,122.0,1018.3,2.0
72015,7,1,5207082.0,,17145020.0,3293.0,18.6,122.0,1018.3,2.0
72015,8,1,1320528.0,,3962696.0,3001.0,18.6,122.0,1018.3,2.0
72015,9,1,78189.0,,184636.0,2361.0,18.6,122.0,1018.3,2.0
82015,1,1,28144.0,,164543.0,5846.0,20.2,34.6,1018.2,2.3
82015,2,1,192762.0,,332147.0,1723.0,20.2,34.6,1018.2,2.3
82015,3,1,209915.0,,392083.0,1868.0,20.2,34.6,1018.2,2.3
82015,4,1,5110.0,,4840.0,947.0,20.2,34.6,1018.2,2.3
82015,5,1,542386.0,,4688823.0,8645.0,20.2,34.6,1018.2,2.3
82015,6,1,1914243.0,,11179970.0,5840.0,20.2,34.6,1018.2,2.3
82015,7,1,5207082.0,,17145020.0,3293.0,20.2,34.6,1018.2,2.3
82015,8,1,1336128.0,,3962696.0,2966.0,20.2,34.6,1018.2,2.3
82015,9,1,78189.0,,184636.0,2361.0,20.2,34.6,1018.2,2.3
92015,1,1,28144.0,,164543.0,5846.0,20.3,143.6,1014.5,2.4
92015,2,1,192762.0,,332147.0,1723.0,20.3,143.6,1014.5,2.4
92015,3,1,209915.0,,392083.0,1868.0,20.3,143.6,1014.5,2.4
92015,4,1,5110.0,,4840.0,947.0,20.3,143.6,1014.5,2.4
92015,5,1,542386.0,,4688823.0,8645.0,20.3,143.6,1014.5,2.4
92015,6,1,1924854.0,,11284993.0,5863.0,20.3,143.6,1014.5,2.4
92015,7,1,5207082.0,,17145020.0,3293.0,20.3,143.6,1014.5,2.4
92015,8,1,1335678.0,,3606878.0,2700.0,20.3,143.6,1014.5,2.4
92015,9,1,78189.0,,184636.0,2361.0,20.3,143.6,1014.5,2.4
102015,1,1,28144.0,,164543.0,5846.0,20.3,226.6,1015.9,2.4
102015,2,1,192762.0,,332147.0,1723.0,20.3,226.6,1015.9,2.4
102015,3,1,209915.0,,392083.0,1868.0,20.3,226.6,1015.9,2.4
102015,4,1,5110.0,,4840.0,947.0,20.3,226.6,1015.9,2.4
102015,5,1,542386.0,,4688823.0,8645.0,20.3,226.6,1015.9,2.4
102015,6,1,1924854.0,,11284993.0,5863.0,20.3,226.6,1015.9,2.4
102015,7,1,5207082.0,,17145020.0,3293.0,20.3,226.6,1015.9,2.4
102015,8,1,1337637.0,,3535959.0,2643.0,20.3,226.6,1015.9,2.4
102015,9,1,78189.0,,184636.0,2361.0,20.3,226.6,1015.9,2.4
112015,1,1,28144.0,,164543.0,5846.0,21.7,346.6,1012.5,2.3
112015,2,1,192762.0,,332147.0,1723.0,21.7,346.6,1012.5,2.3
112015,3,1,209915.0,,392083.0,1868.0,21.7,346.6,1012.5,2.3
112015,4,1,5110.0,,4840.0,947.0,21.7,346.6,1012.5,2.3
112015,5,1,542386.0,,4688823.0,8645.0,21.7,346.6,1012.5,2.3
112015,6,1,1924854.0,,11284993.0,5863.0,21.7,346.6,1012.5,2.3
112015,7,1,5207082.0,,17145020.0,3293.0,21.7,346.6,1012.5,2.3
112015,8,1,1336887.0,,3427466.0,2564.0,21.7,346.6,1012.5,2.3
112015,9,1,78189.0,,184636.0,2361.0,21.7,346.6,1012.5,2.3
122015,1,1,28144.0,,164543.0,5846.0,24.9,187.8,1011.9,2.8
122015,2,1,192762.0,,332147.0,1723.0,24.9,187.8,1011.9,2.8
122015,3,1,209915.0,,392083.0,1868.0,24.9,187.8,1011.9,2.8
122015,4,1,5110.0,,4840.0,947.0,24.9,187.8,1011.9,2.8
122015,5,1,542386.0,,4688823.0,8645.0,24.9,187.8,1011.9,2.8
122015,6,1,1924854.0,,11284993.0,5863.0,24.9,187.8,1011.9,2.8
122015,7,1,5207082.0,,17145020.0,3293.0,24.9,187.8,1011.9,2.8
122015,8,1,1339889.0,,3333171.0,2488.0,24.9,187.8,1011.9,2.8
122015,9,1,78189.0,,184636.0,2361.0,24.9,187.8,1011.9,2.8
12016,1,1,26306.0,,148799.0,5656.0,25.2,339.6,1012.0,2.7
12016,2,1,180474.0,,325814.0,1805.0,25.2,339.6,1012.0,2.7
12016,3,1,272197.0,,401054.0,1473.0,25.2,339.6,1012.0,2.7
12016,4,1,4913.0,,5262.0,1071.0,25.2,339.6,1012.0,2.7
12016,5,1,429231.0,,3692023.0,8601.0,25.2,339.6,1012.0,2.7
12016,6,1,1897198.0,,10378043.0,5470.0,25.2,339.6,1012.0,2.7
12016,7,1,5373198.0,,18297273.0,3405.0,25.2,339.6,1012.0,2.7
12016,8,1,1356958.0,,3869723.0,2852.0,25.2,339.6,1012.0,2.7
12016,9,1,73606.0,,171000.0,2323.0,25.2,339.6,1012.0,2.7
22016,1,1,26286.0,,148467.0,5648.0,26.2,653.4,1012.3,2.6
22016,2,1,180149.0,,284549.0,1580.0,26.2,653.4,1012.3,2.6
22016,3,1,210492.0,,406945.0,1933.0,26.2,653.4,1012.3,2.6
22016,4,1,4913.0,,5262.0,1071.0,26.2,653.4,1012.3,2.6
22016,5,1,423471.0,,3522269.0,8318.0,26.2,653.4,1012.3,2.6
22016,6,1,2063415.0,,11999966.0,5816.0,26.2,653.4,1012.3,2.6
22016,7,1,5375431.0,,17768012.0,3305.0,26.2,653.4,1012.3,2.6
22016,8,1,1356958.0,,3869723.0,2852.0,26.2,653.4,1012.3,2.6
22016,9,1,73706.0,,157007.0,2130.0,26.2,653.4,1012.3,2.6
32016,1,1,26260.0,,141857.0,5402.0,24.8,244.2,1014.4,2.2
32016,2,1,180149.0,,284549.0,1580.0,24.8,244.2,1014.4,2.2
32016,3,1,210816.0,,410103.0,1945.0,24.8,244.2,1014.4,2.2
32016,4,1,2676.0,,4738.0,1771.0,24.8,244.2,1014.4,2.2
32016,5,1,423890.0,,3448940.0,8136.0,24.8,244.2,1014.4,2.2
32016,6,1,2153483.0,,12638803.0,5869.0,24.8,244.2,1014.4,2.2
32016,7,1,5442435.0,,17193813.0,3159.0,24.8,244.2,1014.4,2.2
32016,8,1,1198205.0,,3600164.0,3005.0,24.8,244.2,1014.4,2.2
32016,9,1,73715.0,,148992.0,2021.0,24.8,244.2,1014.4,2.2
42016,1,1,26260.0,,141857.0,5402.0,26.2,653.3,1012.3,2.6
42016,2,1,180149.0,,284549.0,1580.0,26.2,653.3,1012.3,2.6
42016,3,1,210816.0,,410103.0,1945.0,26.2,653.3,1012.3,2.6
42016,4,1,2676.0,,4738.0,1771.0,26.2,653.3,1012.3,2.6
42016,5,1,423695.0,,3409668.0,8047.0,26.2,653.3,1012.3,2.6
42016,6,1,2207068.0,,12398712.0,5618.0,26.2,653.3,1012.3,2.6
42016,7,1,5445370.0,,17100496.0,3140.0,26.2,653.3,1012.3,2.6
42016,8,1,1155605.0,,3476333.0,3008.0,26.2,653.3,1012.3,2.6
42016,9,1,73715.0,,148992.0,2021.0,26.2,653.3,1012.3,2.6
52016,1,1,26254.0,,141771.0,5400.0,17.0,124.8,853.0,2.1
52016,2,1,180149.0,,284549.0,1580.0,17.0,124.8,853.0,2.1
52016,3,1,205459.0,,318262.0,1549.0,17.0,124.8,853.0,2.1
52016,4,1,5199.0,,6017.0,1157.0,17.0,124.8,853.0,2.1
52016,5,1,423695.0,,3406860.0,8041.0,17.0,124.8,853.0,2.1
52016,6,1,2205925.0,,12209986.0,5535.0,17.0,124.8,853.0,2.1
52016,7,1,5445370.0,,17100496.0,3140.0,17.0,124.8,853.0,2.1
52016,8,1,1148251.0,,3471037.0,3023.0,17.0,124.8,853.0,2.1
52016,9,1,73715.0,,148992.0,2021.0,17.0,124.8,853.0,2.1
62016,1,1,26254.0,,141771.0,5400.0,14.4,294.6,967.8,3.3
62016,2,1,180149.0,,284549.0,1580.0,14.4,294.6,967.8,3.3
62016,3,1,207425.0,,312336.0,1506.0,14.4,294.6,967.8,3.3
62016,4,1,5199.0,,6017.0,1157.0,14.4,294.6,967.8,3.3
62016,5,1,423695.0,,3406860.0,8041.0,14.4,294.6,967.8,3.3
62016,6,1,2191631.0,,11408211.0,5205.0,14.4,294.6,967.8,3.3
62016,7,1,5444891.0,,16969660.0,3117.0,14.4,294.6,967.8,3.3
62016,8,1,1131432.0,,3400796.0,3006.0,14.4,294.6,967.8,3.3
62016,9,1,73715.0,,148992.0,2021.0,14.4,294.6,967.8,3.3
72016,1,1,26254.0,,141771.0,5400.0,17.0,124.8,853.0,2.1
72016,2,1,180149.0,,284549.0,1580.0,17.0,124.8,853.0,2.1
72016,3,1,207425.0,,312336.0,1506.0,17.0,124.8,853.0,2.1
72016,4,1,5199.0,,6017.0,1157.0,17.0,124.8,853.0,2.1
72016,5,1,423695.0,,3406860.0,8041.0,17.0,124.8,853.0,2.1
72016,6,1,2196169.0,,11232849.0,5115.0,17.0,124.8,853.0,2.1
72016,7,1,5444891.0,,16969660.0,3117.0,17.0,124.8,853.0,2.1
72016,8,1,1095754.0,,3347529.0,3055.0,17.0,124.8,853.0,2.1
72016,9,1,73715.0,,148992.0,2021.0,17.0,124.8,853.0,2.1
82016,1,1,26254.0,,141771.0,5400.0,17.0,124.8,853.0,2.1
82016,2,1,180149.0,,284549.0,1580.0,17.0,124.8,853.0,2.1
82016,3,1,207425.0,,312336.0,1506.0,17.0,124.8,853.0,2.1
82016,4,1,5199.0,,6017.0,1157.0,17.0,124.8,853.0,2.1
82016,5,1,423695.0,,3406860.0,8041.0,17.0,124.8,853.0,2.1
82016,6,1,2198309.0,,10910484.0,4963.0,17.0,124.8,853.0,2.1
82016,7,1,5444891.0,,16969660.0,3117.0,17.0,124.8,853.0,2.1
82016,8,1,1081784.0,,3301870.0,3052.0,17.0,124.8,853.0,2.1
82016,9,1,73715.0,,148992.0,2021.0,17.0,124.8,853.0,2.1
92016,1,1,26254.0,,141771.0,5400.0,18.7,133.6,928.8,3.6
92016,2,1,180149.0,,284549.0,1580.0,18.7,133.6,928.8,3.6
92016,3,1,207425.0,,312336.0,1506.0,18.7,133.6,928.8,3.6
92016,4,1,5199.0,,6017.0,1157.0,18.7,133.6,928.8,3.6
92016,5,1,423695.0,,3406860.0,8041.0,18.7,133.6,928.8,3.6
92016,6,1,2198799.0,,10517283.0,4783.0,18.7,133.6,928.8,3.6
92016,7,1,5444891.0,,16969660.0,3117.0,18.7,133.6,928.8,3.6
92016,8,1,1083534.0,,3245016.0,2995.0,18.7,133.6,928.8,3.6
92016,9,1,73715.0,,148992.0,2021.0,18.7,133.6,928.8,3.6
102016,1,1,26254.0,,141771.0,5400.0,20.0,66.2,709.7,2.8
102016,2,1,180149.0,,284549.0,1580.0,20.0,66.2,709.7,2.8
102016,3,1,207425.0,,312336.0,1506.0,20.0,66.2,709.7,2.8
102016,4,1,5199.0,,6017.0,1157.0,20.0,66.2,709.7,2.8
102016,5,1,423695.0,,3406860.0,8041.0,20.0,66.2,709.7,2.8
102016,6,1,2198799.0,,10517283.0,4783.0,20.0,66.2,709.7,2.8
102016,7,1,5444891.0,,16969660.0,3117.0,20.0,66.2,709.7,2.8
102016,8,1,1084194.0,,3270518.0,3017.0,20.0,66.2,709.7,2.8
102016,9,1,73715.0,,148992.0,2021.0,20.0,66.2,709.7,2.8
112016,1,1,26254.0,,141771.0,5400.0,17.0,124.8,853.0,2.1
112016,2,1,180149.0,,284549.0,1580.0,17.0,124.8,853.0,2.1
112016,3,1,207425.0,,312336.0,1506.0,17.0,124.8,853.0,2.1
112016,4,1,5199.0,,6017.0,1157.0,17.0,124.8,853.0,2.1
112016,5,1,423695.0,,3406860.0,8041.0,17.0,124.8,853.0,2.1
112016,6,1,2198799.0,,10517283.0,4783.0,17.0,124.8,853.0,2.1
112016,7,1,5444891.0,,16969660.0,3117.0,17.0,124.8,853.0,2.1
112016,8,1,1084294.0,,3383850.0,3121.0,17.0,124.8,853.0,2.1
112016,9,1,73715.0,,148992.0,2021.0,17.0,124.8,853.0,2.1
122016,1,1,26107.0,,117472.0,4500.0,25.2,384.6,1011.9,2.8
122016,2,1,184854.0,,294005.0,1590.0,25.2,384.6,1011.9,2.8
122016,3,1,204177.0,,303909.0,1488.0,25.2,384.6,1011.9,2.8
122016,4,1,4663.0,,2194.0,471.0,25.2,384.6,1011.9,2.8
122016,5,1,413440.0,,3303508.0,7990.0,25.2,384.6,1011.9,2.8
122016,6,1,2197893.0,,10420666.0,4741.0,25.2,384.6,1011.9,2.8
122016,7,1,5449462.0,,16824385.0,3087.0,25.2,384.6,1011.9,2.8
122016,8,1,1084294.0,,3383850.0,3121.0,25.2,384.6,1011.9,2.8
122016,9,1,73696.0,,147991.0,2008.0,25.2,384.6,1011.9,2.8
12017,1,1,25848.0,,161921.0,6264.0,25.9,525.8,1011.8,2.8
12017,2,1,197931.0,,350139.0,1769.0,25.9,525.8,1011.8,2.8
12017,3,1,218378.0,,405511.0,1857.0,25.9,525.8,1011.8,2.8
12017,4,1,4913.0,,5262.0,1071.0,25.9,525.8,1011.8,2.8
12017,5,1,500587.0,,4400229.0,8790.0,25.9,525.8,1011.8,2.8
12017,6,1,2301622.0,,13479636.0,5857.0,25.9,525.8,1011.8,2.8
12017,7,1,5349774.0,,18524206.0,3463.0,25.9,525.8,1011.8,2.8
12017,8,1,1084294.0,,2880969.0,2657.0,25.9,525.8,1011.8,2.8
12017,9,1,78911.0,,186121.0,2359.0,25.9,525.8,1011.8,2.8
22017,1,1,25076.0,,161636.0,6446.0,26.4,72.6,1012.2,2.6
22017,2,1,197981.0,,361644.0,1827.0,26.4,72.6,1012.2,2.6
22017,3,1,221478.0,,407771.0,1841.0,26.4,72.6,1012.2,2.6
22017,4,1,4913.0,,5262.0,1071.0,26.4,72.6,1012.2,2.6
22017,5,1,500587.0,,4434675.0,8859.0,26.4,72.6,1012.2,2.6
22017,6,1,2281422.0,,13370101.0,5860.0,26.4,72.6,1012.2,2.6
22017,7,1,5355174.0,,18809432.0,3512.0,26.4,72.6,1012.2,2.6
22017,8,1,1356958.0,,3869723.0,2852.0,26.4,72.6,1012.2,2.6
22017,9,1,77984.0,,183736.0,2356.0,26.4,72.6,1012.2,2.6
