Data,Estado,TemperaturaMedia C,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Produto,Área Colhida (ha),Produção (t),Rendimento Médio (kg/ha)
12014,1,24.084722222222226,138.47019329198096,949.8545748873596,1.723163072437228,1,30950.0,164384.0,5311.0
12014,1,24.084722222222226,138.47019329198096,949.8545748873596,1.723163072437228,2,239112.0,431624.0,1805.0
12014,1,24.084722222222226,138.47019329198096,949.8545748873596,1.723163072437228,3,269963.0,518332.0,1920.0
12014,1,24.084722222222226,138.47019329198096,949.8545748873596,1.723163072437228,4,5799.0,5119.0,883.0
12014,1,24.084722222222226,138.47019329198096,949.8545748873596,1.723163072437228,5,669988.0,5623929.0,8394.0
12014,1,24.084722222222226,138.47019329198096,949.8545748873596,1.723163072437228,6,1931330.0,10154602.0,5258.0
12014,1,24.084722222222226,138.47019329198096,949.8545748873596,1.723163072437228,7,4998120.0,16686225.0,3339.0
12014,1,24.084722222222226,138.47019329198096,949.8545748873596,1.723163072437228,8,979793.0,1796079.0,1833.0
12014,1,24.084722222222226,138.47019329198096,949.8545748873596,1.723163072437228,9,75995.0,173750.0,2286.0
12014,2,22.73815789473684,139.61995459524283,950.9593221858534,2.138573938841722,1,149712.0,1105945.0,7387.0
12014,2,22.73815789473684,139.61995459524283,950.9593221858534,2.138573938841722,2,62450.0,124900.0,2000.0
12014,2,22.73815789473684,139.61995459524283,950.9593221858534,2.138573938841722,3,24246.0,29774.0,1228.0
12014,2,22.73815789473684,139.61995459524283,950.9593221858534,2.138573938841722,4,,,
12014,2,22.73815789473684,139.61995459524283,950.9593221858534,2.138573938841722,5,455647.0,3225957.0,7080.0
12014,2,22.73815789473684,139.61995459524283,950.9593221858534,2.138573938841722,6,,,
12014,2,22.73815789473684,139.61995459524283,950.9593221858534,2.138573938841722,7,557760.0,1766568.0,3167.0
12014,2,22.73815789473684,139.61995459524283,950.9593221858534,2.138573938841722,8,72600.0,197883.0,2726.0
12014,2,22.73815789473684,139.61995459524283,950.9593221858534,2.138573938841722,9,122519.0,268628.0,2193.0
12014,3,24.140544871794877,159.26106977225274,974.937721874244,2.633809027692153,1,1114614.0,8472699.0,7601.0
12014,3,24.140544871794877,159.26106977225274,974.937721874244,2.633809027692153,2,51772.0,81800.0,1580.0
12014,3,24.140544871794877,159.26106977225274,974.937721874244,2.633809027692153,3,13679.0,20300.0,1484.0
12014,3,24.140544871794877,159.26106977225274,974.937721874244,2.633809027692153,4,,,
12014,3,24.140544871794877,159.26106977225274,974.937721874244,2.633809027692153,5,933178.0,5397067.0,5784.0
12014,3,24.140544871794877,159.26106977225274,974.937721874244,2.633809027692153,6,,,
12014,3,24.140544871794877,159.26106977225274,974.937721874244,2.633809027692153,7,4967622.0,13951619.0,2809.0
12014,3,24.140544871794877,159.26106977225274,974.937721874244,2.633809027692153,8,1050849.0,2515733.0,2394.0
12014,3,24.140544871794877,159.26106977225274,974.937721874244,2.633809027692153,9,205276.0,422182.0,2057.0
12015,1,24.06833333333333,130.84081014305738,951.444423375803,1.734320564389219,1,28200.0,161614.0,5731.0
12015,1,24.06833333333333,130.84081014305738,951.444423375803,1.734320564389219,2,193262.0,332035.0,1718.0
12015,1,24.06833333333333,130.84081014305738,951.444423375803,1.734320564389219,3,223545.0,421154.0,1884.0
12015,1,24.06833333333333,130.84081014305738,951.444423375803,1.734320564389219,4,4913.0,5262.0,1071.0
12015,1,24.06833333333333,130.84081014305738,951.444423375803,1.734320564389219,5,536664.0,4588963.0,8551.0
12015,1,24.06833333333333,130.84081014305738,951.444423375803,1.734320564389219,6,1868955.0,9919722.0,5308.0
12015,1,24.06833333333333,130.84081014305738,951.444423375803,1.734320564389219,7,5180054.0,16855853.0,3254.0
12015,1,24.06833333333333,130.84081014305738,951.444423375803,1.734320564389219,8,1356958.0,3869723.0,2852.0
12015,1,24.06833333333333,130.84081014305738,951.444423375803,1.734320564389219,9,78289.0,182827.0,2335.0
12015,2,22.315,189.65261609566363,948.816928019675,2.2397978324512904,1,149254.0,1113629.0,7461.0
12015,2,22.315,189.65261609566363,948.816928019675,2.2397978324512904,2,53198.0,106396.0,2000.0
12015,2,22.315,189.65261609566363,948.816928019675,2.2397978324512904,3,26112.0,38366.0,1469.0
12015,2,22.315,189.65261609566363,948.816928019675,2.2397978324512904,4,,,
12015,2,22.315,189.65261609566363,948.816928019675,2.2397978324512904,5,420000.0,3186120.0,7586.0
12015,2,22.315,189.65261609566363,948.816928019675,2.2397978324512904,6,,,
12015,2,22.315,189.65261609566363,948.816928019675,2.2397978324512904,7,602846.0,1963399.0,3257.0
12015,2,22.315,189.65261609566363,948.816928019675,2.2397978324512904,8,85000.0,238000.0,2800.0
12015,2,22.315,189.65261609566363,948.816928019675,2.2397978324512904,9,116015.0,260088.0,2242.0
12015,3,23.270245726495727,155.35767897770333,974.7470075459802,2.6223731921530176,1,1124565.0,8598757.0,7646.0
12015,3,23.270245726495727,155.35767897770333,974.7470075459802,2.6223731921530176,2,42431.0,62069.0,1463.0
12015,3,23.270245726495727,155.35767897770333,974.7470075459802,2.6223731921530176,3,20282.0,29155.0,1437.0
12015,3,23.270245726495727,155.35767897770333,974.7470075459802,2.6223731921530176,4,,,
12015,3,23.270245726495727,155.35767897770333,974.7470075459802,2.6223731921530176,5,874811.0,5333738.0,6097.0
12015,3,23.270245726495727,155.35767897770333,974.7470075459802,2.6223731921530176,6,,,
12015,3,23.270245726495727,155.35767897770333,974.7470075459802,2.6223731921530176,7,5200279.0,14650733.0,2817.0
12015,3,23.270245726495727,155.35767897770333,974.7470075459802,2.6223731921530176,8,1179017.0,2897238.0,2457.0
12015,3,23.270245726495727,155.35767897770333,974.7470075459802,2.6223731921530176,9,201199.0,420535.0,2090.0
12016,1,23.64930555555556,139.85400266080276,951.8585678359432,1.802782708049252,1,26306.0,148799.0,5656.0
12016,1,23.64930555555556,139.85400266080276,951.8585678359432,1.802782708049252,2,180474.0,325814.0,1805.0
12016,1,23.64930555555556,139.85400266080276,951.8585678359432,1.802782708049252,3,272197.0,401054.0,1473.0
12016,1,23.64930555555556,139.85400266080276,951.8585678359432,1.802782708049252,4,4913.0,5262.0,1071.0
12016,1,23.64930555555556,139.85400266080276,951.8585678359432,1.802782708049252,5,429231.0,3692023.0,8601.0
12016,1,23.64930555555556,139.85400266080276,951.8585678359432,1.802782708049252,6,1897198.0,10378043.0,5470.0
12016,1,23.64930555555556,139.85400266080276,951.8585678359432,1.802782708049252,7,5373198.0,18297273.0,3405.0
12016,1,23.64930555555556,139.85400266080276,951.8585678359432,1.802782708049252,8,1356958.0,3869723.0,2852.0
12016,1,23.64930555555556,139.85400266080276,951.8585678359432,1.802782708049252,9,73606.0,171000.0,2323.0
12016,2,22.207,155.3229020587256,942.6883024312287,2.091646594046507,1,147601.0,1064326.0,7211.0
12016,2,22.207,155.3229020587256,942.6883024312287,2.091646594046507,2,46355.0,93030.0,2007.0
12016,2,22.207,155.3229020587256,942.6883024312287,2.091646594046507,3,26112.0,38366.0,1469.0
12016,2,22.207,155.3229020587256,942.6883024312287,2.091646594046507,4,,,
12016,2,22.207,155.3229020587256,942.6883024312287,2.091646594046507,5,370000.0,2775000.0,7500.0
12016,2,22.207,155.3229020587256,942.6883024312287,2.091646594046507,6,,,
12016,2,22.207,155.3229020587256,942.6883024312287,2.091646594046507,7,635000.0,2095500.0,3300.0
12016,2,22.207,155.3229020587256,942.6883024312287,2.091646594046507,8,85000.0,238000.0,2800.0
12016,2,22.207,155.3229020587256,942.6883024312287,2.091646594046507,9,111394.0,221925.0,1992.0
12016,3,23.669391025641023,145.40817605636448,976.3701627124564,2.6588086927868253,1,1087023.0,8433761.0,7759.0
12016,3,23.669391025641023,145.40817605636448,976.3701627124564,2.6588086927868253,2,41718.0,68006.0,1630.0
12016,3,23.669391025641023,145.40817605636448,976.3701627124564,2.6588086927868253,3,20170.0,31973.0,1585.0
12016,3,23.669391025641023,145.40817605636448,976.3701627124564,2.6588086927868253,4,,,
12016,3,23.669391025641023,145.40817605636448,976.3701627124564,2.6588086927868253,5,750369.0,4809124.0,6409.0
12016,3,23.669391025641023,145.40817605636448,976.3701627124564,2.6588086927868253,6,,,
12016,3,23.669391025641023,145.40817605636448,976.3701627124564,2.6588086927868253,7,5471680.0,16233592.0,2967.0
12016,3,23.669391025641023,145.40817605636448,976.3701627124564,2.6588086927868253,8,874492.0,1391985.0,1592.0
12016,3,23.669391025641023,145.40817605636448,976.3701627124564,2.6588086927868253,9,185213.0,376165.0,2031.0
12017,1,23.39670781893004,128.86250551061607,949.7910447078752,1.9626046645656192,1,25848.0,161921.0,6264.0
12017,1,23.39670781893004,128.86250551061607,949.7910447078752,1.9626046645656192,2,197931.0,350139.0,1769.0
12017,1,23.39670781893004,128.86250551061607,949.7910447078752,1.9626046645656192,3,218378.0,405511.0,1857.0
12017,1,23.39670781893004,128.86250551061607,949.7910447078752,1.9626046645656192,4,4913.0,5262.0,1071.0
12017,1,23.39670781893004,128.86250551061607,949.7910447078752,1.9626046645656192,5,500587.0,4400229.0,8790.0
12017,1,23.39670781893004,128.86250551061607,949.7910447078752,1.9626046645656192,6,2301622.0,13479636.0,5857.0
12017,1,23.39670781893004,128.86250551061607,949.7910447078752,1.9626046645656192,7,5349774.0,18524206.0,3463.0
12017,1,23.39670781893004,128.86250551061607,949.7910447078752,1.9626046645656192,8,1084294.0,2880969.0,2657.0
12017,1,23.39670781893004,128.86250551061607,949.7910447078752,1.9626046645656192,9,78911.0,186121.0,2359.0
12017,2,22.380000000000003,131.33930815154343,942.4201117634142,2.04158529664267,1,147581.0,1078015.0,7305.0
12017,2,22.380000000000003,131.33930815154343,942.4201117634142,2.04158529664267,2,48982.0,100651.0,2055.0
12017,2,22.380000000000003,131.33930815154343,942.4201117634142,2.04158529664267,3,26112.0,38366.0,1469.0
12017,2,22.380000000000003,131.33930815154343,942.4201117634142,2.04158529664267,4,,,
12017,2,22.380000000000003,131.33930815154343,942.4201117634142,2.04158529664267,5,377138.0,2910600.0,7718.0
12017,2,22.380000000000003,131.33930815154343,942.4201117634142,2.04158529664267,6,,,
12017,2,22.380000000000003,131.33930815154343,942.4201117634142,2.04158529664267,7,647158.0,2220414.0,3431.0
12017,2,22.380000000000003,131.33930815154343,942.4201117634142,2.04158529664267,8,85000.0,238000.0,2800.0
12017,2,22.380000000000003,131.33930815154343,942.4201117634142,2.04158529664267,9,112536.0,247494.0,2199.0
12017,3,23.03291666666667,161.320897362832,975.3325367402776,2.6322952201101937,1,1089608.0,8315795.0,7632.0
12017,3,23.03291666666667,161.320897362832,975.3325367402776,2.6322952201101937,2,42746.0,69715.0,1631.0
12017,3,23.03291666666667,161.320897362832,975.3325367402776,2.6322952201101937,3,19282.0,29629.0,1537.0
12017,3,23.03291666666667,161.320897362832,975.3325367402776,2.6322952201101937,4,,,
12017,3,23.03291666666667,161.320897362832,975.3325367402776,2.6322952201101937,5,821400.0,5566945.0,6777.0
12017,3,23.03291666666667,161.320897362832,975.3325367402776,2.6322952201101937,6,,,
12017,3,23.03291666666667,161.320897362832,975.3325367402776,2.6322952201101937,7,5463281.0,16378540.0,2998.0
12017,3,23.03291666666667,161.320897362832,975.3325367402776,2.6322952201101937,8,777676.0,1735773.0,2232.0
12017,3,23.03291666666667,161.320897362832,975.3325367402776,2.6322952201101937,9,188375.0,399474.0,2121.0
12018,1,22.751028806584365,122.64597779783064,946.3483475897098,2.06569403638273,1,23671.0,159570.0,6741.0
12018,1,22.751028806584365,122.64597779783064,946.3483475897098,2.06569403638273,2,197719.0,317660.0,1607.0
12018,1,22.751028806584365,122.64597779783064,946.3483475897098,2.06569403638273,3,201923.0,386914.0,1916.0
12018,1,22.751028806584365,122.64597779783064,946.3483475897098,2.06569403638273,4,4913.0,5262.0,1071.0
12018,1,22.751028806584365,122.64597779783064,946.3483475897098,2.06569403638273,5,333153.0,2985246.0,8961.0
12018,1,22.751028806584365,122.64597779783064,946.3483475897098,2.06569403638273,6,2149640.0,12278504.0,5712.0
12018,1,22.751028806584365,122.64597779783064,946.3483475897098,2.06569403638273,7,5575490.0,19453171.0,3489.0
