Data Medicao,TemperaturaMedia C?,CodEstacao,Nome,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",n
fevereiro 2024,26.9,A806,Santa Catarina,,"1013,8","0,5",
marco 2024,,A806,Santa Catarina,,,,
abril 2024,,A806,Santa Catarina,,,,
maio 2024,,A806,Santa Catarina,,,,
junho 2024,,A806,Santa Catarina,,,,
julho 2024,16.0,A806,Santa Catarina,"218,4","1022,1","1,2",
agosto 2024,16.9,A806,Santa Catarina,"18,4","1019,7","1,8",
setembro 2024,20.0,A806,Santa Catarina,"85,2","1016,4",2,
outubro 2024,21.6,A806,Santa Catarina,"71,8",1016,"1,9",
novembro 2024,22.9,A806,Santa Catarina,"298,6","1013,9","1,9",
dezembro 2024,23.2,A806,Santa Catarina,207,"1012,1","2,1",
janeiro 2014,,A805,Rio Grande do Sul,,,,
fevereiro 2014,,A805,Rio Grande do Sul,,,,
marco 2014,21.3,A805,Rio Grande do Sul,,,,
abril 2014,19.8,A805,Rio Grande do Sul,"247,8","959,2","2,2",
maio 2014,16.1,A805,Rio Grande do Sul,"266,4","959,9","1,9",
junho 2014,14.7,A805,Rio Grande do Sul,375,"959,7","2,6",
julho 2014,14.8,A805,Rio Grande do Sul,"148,2","962,7","2,5",
agosto 2014,16.6,A805,Rio Grande do Sul,133,"961,1","2,4",
setembro 2014,18.3,A805,Rio Grande do Sul,"350,2","957,5","2,7",
outubro 2014,21.8,A805,Rio Grande do Sul,"148,2","957,8","2,7",
novembro 2014,22.6,A805,Rio Grande do Sul,"156,8","955,9","2,5",
dezembro 2014,23.0,A805,Rio Grande do Sul,"134,6","955,3","2,5",
janeiro 2015,23.4,A805,Rio Grande do Sul,"246,4","957,1","2,3",
fevereiro 2015,23.3,A805,Rio Grande do Sul,"121,2","956,1","1,9",
marco 2015,22.8,A805,Rio Grande do Sul,"115,6","957,4",2,
abril 2015,20.3,A805,Rio Grande do Sul,"125,2","959,1","1,9",
maio 2015,17.2,A805,Rio Grande do Sul,"250,4","960,5","2,2",
junho 2015,15.7,A805,Rio Grande do Sul,161,"961,9","2,3",
julho 2015,14.5,A805,Rio Grande do Sul,"351,8","960,4","2,3",
agosto 2015,19.7,A805,Rio Grande do Sul,"44,2",959,"2,7",
setembro 2015,18.1,A805,Rio Grande do Sul,"167,2","956,6","2,7",
outubro 2015,20.3,A805,Rio Grande do Sul,146,"956,9","2,8",
novembro 2015,20.9,A805,Rio Grande do Sul,"236,4","954,9","2,6",
dezembro 2015,,A805,Rio Grande do Sul,,,,
janeiro 2016,,A805,Rio Grande do Sul,,,,
fevereiro 2016,,A805,Rio Grande do Sul,,,,
marco 2016,,A805,Rio Grande do Sul,,,,
abril 2016,,A805,Rio Grande do Sul,,,,
maio 2016,,A805,Rio Grande do Sul,,,,
junho 2016,,A805,Rio Grande do Sul,,,,
julho 2016,13.6,A805,Rio Grande do Sul,,"961,3","2,5",
agosto 2016,16.1,A805,Rio Grande do Sul,143,"959,9","2,4",
setembro 2016,16.1,A805,Rio Grande do Sul,"58,8","961,1","2,4",
outubro 2016,19.1,A805,Rio Grande do Sul,,"957,3","2,5",
novembro 2016,21.4,A805,Rio Grande do Sul,,"956,8","2,4",
dezembro 2016,23.5,A805,Rio Grande do Sul,40,"955,2","2,3",
janeiro 2017,23.8,A805,Rio Grande do Sul,"88,8","956,4","2,2",
fevereiro 2017,24.1,A805,Rio Grande do Sul,,"955,9",2,
marco 2017,22.8,A805,Rio Grande do Sul,,"958,1",2,
abril 2017,18.5,A805,Rio Grande do Sul,,"959,5","2,3",
maio 2017,17.6,A805,Rio Grande do Sul,,"958,8","2,2",
junho 2017,14.1,A805,Rio Grande do Sul,,,,
julho 2017,18.4,A805,Rio Grande do Sul,,"965,1","2,4",
agosto 2017,16.9,A805,Rio Grande do Sul,,"959,6","2,9",
setembro 2017,21.2,A805,Rio Grande do Sul,"62,8","959,9","2,5",
outubro 2017,19.6,A805,Rio Grande do Sul,"276,8","956,1","2,6",
novembro 2017,21.2,A805,Rio Grande do Sul,"157,4","955,3","2,6",
dezembro 2017,24.2,A805,Rio Grande do Sul,"54,2","954,4","2,3",
janeiro 2018,23.0,A805,Rio Grande do Sul,"259,8","955,4","2,3",
fevereiro 2018,22.7,A805,Rio Grande do Sul,"78,4","956,3","2,1",
marco 2018,22.2,A805,Rio Grande do Sul,"167,2","955,9",2,
abril 2018,22.3,A805,Rio Grande do Sul,"56,2","960,1","1,8",
maio 2018,18.0,A805,Rio Grande do Sul,"157,6",961,"2,1",
junho 2018,13.3,A805,Rio Grande do Sul,160,"961,9","2,3",
julho 2018,15.0,A805,Rio Grande do Sul,"71,4","961,4","2,3",
agosto 2018,13.4,A805,Rio Grande do Sul,65,"962,1","2,3",
setembro 2018,18.5,A805,Rio Grande do Sul,"79,6","957,5","2,1",
outubro 2018,19.6,A805,Rio Grande do Sul,"114,8","956,8","2,6",
novembro 2018,22.7,A805,Rio Grande do Sul,127,"955,9","2,6",
dezembro 2018,23.6,A805,Rio Grande do Sul,"91,6","956,4","2,4",
janeiro 2019,25.0,A805,Rio Grande do Sul,"36,6","956,8","2,3",
fevereiro 2019,22.5,A805,Rio Grande do Sul,,"956,3","2,1",
marco 2019,21.5,A805,Rio Grande do Sul,"195,6","958,5","2,1",
abril 2019,20.8,A805,Rio Grande do Sul,71,958,"1,7",
maio 2019,17.8,A805,Rio Grande do Sul,,"958,8",2,
junho 2019,17.8,A805,Rio Grande do Sul,"35,2","961,3","2,4",
julho 2019,13.5,A805,Rio Grande do Sul,"92,4","962,1","2,1",
agosto 2019,15.1,A805,Rio Grande do Sul,"61,8","963,3","2,4",
setembro 2019,18.1,A805,Rio Grande do Sul,70,"958,9","2,4",
outubro 2019,21.4,A805,Rio Grande do Sul,"217,4","957,2","1,8",
novembro 2019,23.3,A805,Rio Grande do Sul,"217,6","955,2","1,6",
dezembro 2019,23.9,A805,Rio Grande do Sul,140,"955,5","0,8",
janeiro 2020,24.1,A805,Rio Grande do Sul,"141,6","954,8",1,
fevereiro 2020,23.0,A805,Rio Grande do Sul,"72,6",957,"1,6",
marco 2020,24.4,A805,Rio Grande do Sul,"28,6",958,"1,1",
abril 2020,19.2,A805,Rio Grande do Sul,"80,4","960,5","0,2",
maio 2020,15.7,A805,Rio Grande do Sul,"256,6","960,5","0,4",
junho 2020,16.0,A805,Rio Grande do Sul,"213,4","959,2","0,9",
julho 2020,13.8,A805,Rio Grande do Sul,"356,4","960,3","0,7",
agosto 2020,16.7,A805,Rio Grande do Sul,"162,2","960,8","0,9",
setembro 2020,19.0,A805,Rio Grande do Sul,"85,4","958,4",1,
outubro 2020,21.9,A805,Rio Grande do Sul,"59,2","956,5","0,3",
novembro 2020,22.2,A805,Rio Grande do Sul,121,"956,9","0,2",
dezembro 2020,23.8,A805,Rio Grande do Sul,"120,2",955,0,
janeiro 2021,23.2,A805,Rio Grande do Sul,,955,"0,1",
fevereiro 2021,22.4,A805,Rio Grande do Sul,"151,4",956,0,
marco 2021,22.3,A805,Rio Grande do Sul,"222,8","956,7",0,
abril 2021,19.8,A805,Rio Grande do Sul,47,960,0,
maio 2021,15.6,A805,Rio Grande do Sul,136,"960,5","0,1",
junho 2021,13.7,A805,Rio Grande do Sul,"271,4","961,7","0,1",
julho 2021,13.9,A805,Rio Grande do Sul,"57,2","963,5",0,
agosto 2021,17.5,A805,Rio Grande do Sul,"38,2",961,0,
setembro 2021,18.9,A805,Rio Grande do Sul,"115,4",958,0,
outubro 2021,19.5,A805,Rio Grande do Sul,"297,4","957,4",0,
novembro 2021,22.9,A805,Rio Grande do Sul,49,"955,4",0,
dezembro 2021,25.1,A805,Rio Grande do Sul,"40,6","954,5",0,
janeiro 2022,26.4,A805,Rio Grande do Sul,"59,8","954,5","0,2",
fevereiro 2022,24.7,A805,Rio Grande do Sul,"85,4","955,5","0,1",
marco 2022,21.8,A805,Rio Grande do Sul,"236,4","956,8","0,1",
abril 2022,19.0,A805,Rio Grande do Sul,237,"958,2","0,1",
maio 2022,14.6,A805,Rio Grande do Sul,"323,2","960,4","0,1",
junho 2022,13.3,A805,Rio Grande do Sul,"156,2","960,6",0,
julho 2022,17.9,A805,Rio Grande do Sul,"68,8",959,"0,2",
agosto 2022,15.0,A805,Rio Grande do Sul,"115,4","961,2","0,1",
setembro 2022,15.5,A805,Rio Grande do Sul,"77,8","959,9","0,1",
outubro 2022,18.2,A805,Rio Grande do Sul,212,"957,4","0,2",
novembro 2022,21.0,A805,Rio Grande do Sul,"42,2","958,4","0,8",
dezembro 2022,24.7,A805,Rio Grande do Sul,"69,4","954,3",2,
janeiro 2023,25.1,A805,Rio Grande do Sul,"119,4","955,3","1,6",
fevereiro 2023,23.4,A805,Rio Grande do Sul,"77,4","956,1","1,7",
marco 2023,23.9,A805,Rio Grande do Sul,"188,6","957,4","1,8",
abril 2023,19.6,A805,Rio Grande do Sul,"38,2","958,2","1,7",
maio 2023,17.8,A805,Rio Grande do Sul,"123,8",961,"1,5",
junho 2023,15.9,A805,Rio Grande do Sul,146,962,"1,9",
julho 2023,16.0,A805,Rio Grande do Sul,"190,6","961,3","2,1",
agosto 2023,17.5,A805,Rio Grande do Sul,"118,8",959,"2,3",
setembro 2023,20.0,A805,Rio Grande do Sul,"316,4","956,3","2,7",
outubro 2023,19.5,A805,Rio Grande do Sul,"537,2","955,6","2,4",
novembro 2023,22.4,A805,Rio Grande do Sul,"523,2","954,4","2,5",
dezembro 2023,24.3,A805,Rio Grande do Sul,"174,6","955,7","2,2",
janeiro 2024,23.8,A805,Rio Grande do Sul,"216,6","955,9","2,1",
fevereiro 2024,25.1,A805,Rio Grande do Sul,"173,2","956,8","1,7",
marco 2024,23.4,A805,Rio Grande do Sul,"256,4","957,4","1,9",
abril 2024,22.4,A805,Rio Grande do Sul,"203,4","957,2","1,9",
maio 2024,16.6,A805,Rio Grande do Sul,428,959,"2,2",
junho 2024,17.7,A805,Rio Grande do Sul,"275,2","959,3","2,3",
julho 2024,14.1,A805,Rio Grande do Sul,"73,6","963,8","1,8",
agosto 2024,16.4,A805,Rio Grande do Sul,91,"961,1","2,3",
setembro 2024,20.1,A805,Rio Grande do Sul,"132,8","957,6","2,4",
outubro 2024,21.0,A805,Rio Grande do Sul,"194,6",957,"2,3",
novembro 2024,23.3,A805,Rio Grande do Sul,65,"955,4","2,3",
dezembro 2024,22.7,A805,Rio Grande do Sul,"130,4","954,8","2,2",
janeiro 2014,,A804,Rio Grande do Sul,,,,
fevereiro 2014,,A804,Rio Grande do Sul,,,,
marco 2014,,A804,Rio Grande do Sul,,,,
abril 2014,,A804,Rio Grande do Sul,,,,
maio 2014,,A804,Rio Grande do Sul,,,,
junho 2014,,A804,Rio Grande do Sul,,,,
julho 2014,,A804,Rio Grande do Sul,,,,
agosto 2014,,A804,Rio Grande do Sul,,,,
setembro 2014,,A804,Rio Grande do Sul,,,,
outubro 2014,,A804,Rio Grande do Sul,,,,
novembro 2014,,A804,Rio Grande do Sul,,,,
dezembro 2014,,A804,Rio Grande do Sul,,,,
janeiro 2015,,A804,Rio Grande do Sul,,,,
fevereiro 2015,,A804,Rio Grande do Sul,,,,
marco 2015,,A804,Rio Grande do Sul,,,,
abril 2015,,A804,Rio Grande do Sul,,,,
maio 2015,,A804,Rio Grande do Sul,,,,
junho 2015,,A804,Rio Grande do Sul,,,,
julho 2015,,A804,Rio Grande do Sul,,,,
agosto 2015,,A804,Rio Grande do Sul,,,,
setembro 2015,,A804,Rio Grande do Sul,,,,
outubro 2015,,A804,Rio Grande do Sul,,,,
novembro 2015,,A804,Rio Grande do Sul,,,,
dezembro 2015,,A804,Rio Grande do Sul,,,,
janeiro 2016,,A804,Rio Grande do Sul,,,,
fevereiro 2016,,A804,Rio Grande do Sul,,,,
marco 2016,,A804,Rio Grande do Sul,,,,
abril 2016,,A804,Rio Grande do Sul,,,,
maio 2016,,A804,Rio Grande do Sul,,,,
junho 2016,,A804,Rio Grande do Sul,,,,
julho 2016,,A804,Rio Grande do Sul,,,,
agosto 2016,14.1,A804,Rio Grande do Sul,,"994,3","2,9",
setembro 2016,13.4,A804,Rio Grande do Sul,"17,2","996,3","3,4",
outubro 2016,17.2,A804,Rio Grande do Sul,141,"991,7","3,1",
novembro 2016,20.1,A804,Rio Grande do Sul,"101,6","991,3","2,9",
dezembro 2016,22.8,A804,Rio Grande do Sul,"163,8","988,3","2,8",
janeiro 2017,22.9,A804,Rio Grande do Sul,,"989,8","2,7",
fevereiro 2017,22.0,A804,Rio Grande do Sul,,,,
marco 2017,,A804,Rio Grande do Sul,,"993,1","2,7",
abril 2017,17.6,A804,Rio Grande do Sul,"299,4","993,2","2,7",
maio 2017,15.4,A804,Rio Grande do Sul,,,,
junho 2017,,A804,Rio Grande do Sul,,,,
julho 2017,,A804,Rio Grande do Sul,,,,
agosto 2017,,A804,Rio Grande do Sul,,,,
setembro 2017,,A804,Rio Grande do Sul,,,,
outubro 2017,17.2,A804,Rio Grande do Sul,"206,4","990,3","3,6",
novembro 2017,19.3,A804,Rio Grande do Sul,"54,8",990,"3,1",
dezembro 2017,23.5,A804,Rio Grande do Sul,"116,4","988,5",3,
janeiro 2018,23.6,A804,Rio Grande do Sul,"194,6","988,8","2,8",
fevereiro 2018,22.4,A804,Rio Grande do Sul,"17,2","990,6","2,6",
marco 2018,20.8,A804,Rio Grande do Sul,"123,2","989,9","2,5",
abril 2018,21.2,A804,Rio Grande do Sul,"148,6","993,7","2,4",
maio 2018,15.5,A804,Rio Grande do Sul,"236,8","995,2","2,4",
junho 2018,10.1,A804,Rio Grande do Sul,"48,2","996,7","2,5",
julho 2018,11.1,A804,Rio Grande do Sul,"114,6","996,4","3,1",
agosto 2018,11.3,A804,Rio Grande do Sul,"166,2","997,1","3,1",
setembro 2018,16.8,A804,Rio Grande do Sul,"226,4","992,3","3,6",
outubro 2018,17.4,A804,Rio Grande do Sul,"108,6","992,4","3,4",
novembro 2018,21.0,A804,Rio Grande do Sul,"217,4","990,2","3,2",
dezembro 2018,21.9,A804,Rio Grande do Sul,"201,8",990,"2,9",
janeiro 2019,23.4,A804,Rio Grande do Sul,459,"989,8","2,9",
fevereiro 2019,22.4,A804,Rio Grande do Sul,"63,8","990,6","2,6",
marco 2019,20.5,A804,Rio Grande do Sul,"60,2",993,"2,7",
abril 2019,18.9,A804,Rio Grande do Sul,"185,2","992,5","2,4",
maio 2019,15.9,A804,Rio Grande do Sul,165,"993,7","2,5",
junho 2019,15.5,A804,Rio Grande do Sul,25,"994,4","2,3",
julho 2019,11.2,A804,Rio Grande do Sul,178,"996,6","2,4",
agosto 2019,12.1,A804,Rio Grande do Sul,"75,8","998,4",3,
setembro 2019,14.2,A804,Rio Grande do Sul,78,"994,6","2,8",
outubro 2019,18.1,A804,Rio Grande do Sul,"346,8","991,7","3,4",
novembro 2019,21.1,A804,Rio Grande do Sul,"139,4",990,"2,9",
dezembro 2019,22.5,A804,Rio Grande do Sul,"81,6","989,2","2,3",
janeiro 2020,23.3,A804,Rio Grande do Sul,101,"988,9","2,7",
fevereiro 2020,22.5,A804,Rio Grande do Sul,"38,6","991,1","2,5",
marco 2020,23.1,A804,Rio Grande do Sul,66,"992,1","1,8",
abril 2020,17.9,A804,Rio Grande do Sul,"4,2","994,9","2,3",
maio 2020,,A804,Rio Grande do Sul,,,,
junho 2020,14.1,A804,Rio Grande do Sul,,,,
julho 2020,10.8,A804,Rio Grande do Sul,"38,4","995,1","2,3",
agosto 2020,14.2,A804,Rio Grande do Sul,"55,2","995,6","2,3",
setembro 2020,14.3,A804,Rio Grande do Sul,"100,8",994,"2,7",
outubro 2020,17.5,A804,Rio Grande do Sul,"100,8","992,2",3,
novembro 2020,19.9,A804,Rio Grande do Sul,,"992,4","2,8",
dezembro 2020,21.5,A804,Rio Grande do Sul,,"989,5","1,2",
janeiro 2021,23.0,A804,Rio Grande do Sul,"247,2","988,7","0,9",
fevereiro 2021,21.8,A804,Rio Grande do Sul,,"990,1","0,6",
marco 2021,20.8,A804,Rio Grande do Sul,"88,4","991,1","0,4",
abril 2021,18.7,A804,Rio Grande do Sul,,"994,4","0,8",
maio 2021,,A804,Rio Grande do Sul,,,,
junho 2021,10.2,A804,Rio Grande do Sul,,,,
julho 2021,,A804,Rio Grande do Sul,,,,
agosto 2021,,A804,Rio Grande do Sul,,,,
setembro 2021,15.7,A804,Rio Grande do Sul,,,,
outubro 2021,18.7,A804,Rio Grande do Sul,,,,
novembro 2021,,A804,Rio Grande do Sul,,,,
dezembro 2021,22.6,A804,Rio Grande do Sul,55,"989,8","3,1",
janeiro 2022,25.5,A804,Rio Grande do Sul,"77,4",988,"2,9",
fevereiro 2022,23.2,A804,Rio Grande do Sul,"118,2","989,2","2,5",
marco 2022,19.7,A804,Rio Grande do Sul,"154,4",991,"2,8",
abril 2022,17.1,A804,Rio Grande do Sul,"291,8","992,7","2,5",
maio 2022,12.6,A804,Rio Grande do Sul,"54,6","995,7","2,4",
junho 2022,9.6,A804,Rio Grande do Sul,,"996,1","2,4",
julho 2022,14.0,A804,Rio Grande do Sul,,"991,7","2,4",
agosto 2022,11.8,A804,Rio Grande do Sul,"143,4","996,9","2,7",
setembro 2022,13.3,A804,Rio Grande do Sul,"63,8","995,7","2,7",
outubro 2022,16.5,A804,Rio Grande do Sul,"67,8","992,5","3,2",
novembro 2022,20.5,A804,Rio Grande do Sul,"42,6","993,4","1,3",
dezembro 2022,23.4,A804,Rio Grande do Sul,48,"988,8","0,5",
janeiro 2023,25.2,A804,Rio Grande do Sul,"48,8","988,8","0,2",
fevereiro 2023,23.5,A804,Rio Grande do Sul,"56,6","989,5","0,3",
marco 2023,23.8,A804,Rio Grande do Sul,"106,4","990,8","0,1",
abril 2023,17.7,A804,Rio Grande do Sul,"16,4","992,9","0,1",
maio 2023,15.6,A804,Rio Grande do Sul,,"995,7","0,1",
junho 2023,13.8,A804,Rio Grande do Sul,"44,2",997,"0,2",
julho 2023,12.7,A804,Rio Grande do Sul,,"997,3","0,3",
agosto 2023,14.1,A804,Rio Grande do Sul,"79,6","993,6","1,3",
setembro 2023,15.9,A804,Rio Grande do Sul,,,,
outubro 2023,16.9,A804,Rio Grande do Sul,"119,4",991,"3,2",
novembro 2023,20.0,A804,Rio Grande do Sul,"281,8","988,5","2,9",
dezembro 2023,21.8,A804,Rio Grande do Sul,"292,6","989,6","3,1",
janeiro 2024,22.5,A804,Rio Grande do Sul,"137,6","990,5","2,7",
fevereiro 2024,24.2,A804,Rio Grande do Sul,"104,4","990,8","2,6",
marco 2024,21.7,A804,Rio Grande do Sul,"196,6","991,2","2,5",
abril 2024,18.9,A804,Rio Grande do Sul,349,"991,2",3,
maio 2024,13.2,A804,Rio Grande do Sul,,,,
junho 2024,13.8,A804,Rio Grande do Sul,,,,
julho 2024,10.8,A804,Rio Grande do Sul,,"998,9","2,4",
agosto 2024,12.5,A804,Rio Grande do Sul,,"996,7",3,
setembro 2024,16.2,A804,Rio Grande do Sul,,"991,5","2,7",
outubro 2024,18.4,A804,Rio Grande do Sul,"232,8","992,1","2,7",
novembro 2024,20.8,A804,Rio Grande do Sul,"131,4","990,2",3,
dezembro 2024,20.5,A804,Rio Grande do Sul,"117,6","989,4","2,9",
janeiro 2014,25.9,A803,Rio Grande do Sul,"123,2","1000,4","2,1",
fevereiro 2014,25.2,A803,Rio Grande do Sul,"241,8","1001,5","1,7",
marco 2014,21.8,A803,Rio Grande do Sul,"115,4","1004,4","1,9",
abril 2014,19.9,A803,Rio Grande do Sul,"190,8","1005,4","1,4",
maio 2014,15.6,A803,Rio Grande do Sul,"308,4","1005,6","2,1",
junho 2014,13.9,A803,Rio Grande do Sul,"280,4","1008,2","2,1",
julho 2014,15.1,A803,Rio Grande do Sul,104,"1006,3","2,1",
agosto 2014,15.9,A803,Rio Grande do Sul,104,"1003,1","2,1",
setembro 2014,18.0,A803,Rio Grande do Sul,,"1003,1",,
outubro 2014,22.4,A803,Rio Grande do Sul,,,,
novembro 2014,22.7,A803,Rio Grande do Sul,"344,2","999,5","2,1",
dezembro 2014,23.2,A803,Rio Grande do Sul,"190,2","1000,9","1,8",
janeiro 2015,24.2,A803,Rio Grande do Sul,"90,8","1000,5","1,9",
fevereiro 2015,23.7,A803,Rio Grande do Sul,"142,4","1002,2","1,7",
marco 2015,22.5,A803,Rio Grande do Sul,"131,2","1004,4","1,5",
abril 2015,19.3,A803,Rio Grande do Sul,123,"1006,1","1,7",
maio 2015,16.8,A803,Rio Grande do Sul,"146,8","1007,1","1,7",
junho 2015,15.1,A803,Rio Grande do Sul,236,"1006,1","1,8",
julho 2015,14.8,A803,Rio Grande do Sul,94,"1003,2","2,6",
agosto 2015,20.0,A803,Rio Grande do Sul,"185,2","1002,3","2,1",
setembro 2015,16.5,A803,Rio Grande do Sul,"459,4","1002,8","2,5",
outubro 2015,18.2,A803,Rio Grande do Sul,"182,8","1000,3","2,5",
novembro 2015,20.3,A803,Rio Grande do Sul,366,"999,1","2,1",
dezembro 2015,22.9,A803,Rio Grande do Sul,115,"999,5","2,1",
janeiro 2016,24.9,A803,Rio Grande do Sul,"106,6","999,9","1,8",
fevereiro 2016,24.8,A803,Rio Grande do Sul,"227,8","1003,3","1,9",
marco 2016,20.9,A803,Rio Grande do Sul,155,"1002,1",2,
abril 2016,21.2,A803,Rio Grande do Sul,"77,8",1008,"1,6",
maio 2016,13.7,A803,Rio Grande do Sul,"9,4","1010,5","1,3",
junho 2016,10.4,A803,Rio Grande do Sul,"107,8","1006,4","1,9",
julho 2016,13.4,A803,Rio Grande do Sul,"138,2","1005,4","1,8",
agosto 2016,15.2,A803,Rio Grande do Sul,"60,6","1006,9",2,
setembro 2016,14.9,A803,Rio Grande do Sul,400,"1002,3","2,3",
outubro 2016,18.4,A803,Rio Grande do Sul,"176,2","1001,8",2,
novembro 2016,20.1,A803,Rio Grande do Sul,"148,4",999,"2,1",
dezembro 2016,23.3,A803,Rio Grande do Sul,"229,2","999,9","1,9",
janeiro 2017,23.9,A803,Rio Grande do Sul,"234,6","999,4","1,7",
fevereiro 2017,24.0,A803,Rio Grande do Sul,"232,4","1002,6",2,
marco 2017,21.8,A803,Rio Grande do Sul,"123,6",1004,"1,9",
abril 2017,18.6,A803,Rio Grande do Sul,"318,6","1004,4","1,9",
maio 2017,16.8,A803,Rio Grande do Sul,"143,8","1006,1","2,2",
junho 2017,15.5,A803,Rio Grande do Sul,"19,2","1010,3","2,1",
julho 2017,15.6,A803,Rio Grande do Sul,262,"1005,1","2,3",
agosto 2017,16.0,A803,Rio Grande do Sul,"141,2",1005,"2,5",
setembro 2017,19.1,A803,Rio Grande do Sul,"249,8","1000,8","2,3",
outubro 2017,19.5,A803,Rio Grande do Sul,"73,6","1000,3","2,1",
novembro 2017,20.9,A803,Rio Grande do Sul,"86,6","998,7","2,2",
dezembro 2017,24.6,A803,Rio Grande do Sul,"131,8","999,3","2,1",
janeiro 2018,24.6,A803,Rio Grande do Sul,"113,4","1000,9","1,9",
fevereiro 2018,23.4,A803,Rio Grande do Sul,"173,8","1000,3","1,6",
marco 2018,22.2,A803,Rio Grande do Sul,172,"1004,4","1,5",
abril 2018,22.4,A803,Rio Grande do Sul,"66,2","1006,1","1,8",
maio 2018,17.2,A803,Rio Grande do Sul,"66,2","1007,6","1,6",
junho 2018,12.1,A803,Rio Grande do Sul,"155,6","1007,3","1,6",
julho 2018,13.4,A803,Rio Grande do Sul,"116,8","1007,9",,
agosto 2018,12.8,A803,Rio Grande do Sul,"210,4","1002,6","2,2",
setembro 2018,18.5,A803,Rio Grande do Sul,"89,6","1002,4","2,4",
outubro 2018,19.5,A803,Rio Grande do Sul,"216,4","1000,4","2,2",
novembro 2018,22.8,A803,Rio Grande do Sul,"159,2","1000,2",2,
dezembro 2018,23.7,A803,Rio Grande do Sul,237,"1000,1","2,1",
janeiro 2019,25.5,A803,Rio Grande do Sul,"75,8","1000,6","1,8",
fevereiro 2019,23.7,A803,Rio Grande do Sul,123,"1003,1","1,7",
marco 2019,21.7,A803,Rio Grande do Sul,"197,6","1002,6","1,5",
abril 2019,20.7,A803,Rio Grande do Sul,"231,2","1003,9","1,6",
maio 2019,18.0,A803,Rio Grande do Sul,"31,4","1005,5",2,
junho 2019,18.3,A803,Rio Grande do Sul,159,"1007,5","1,8",
julho 2019,12.9,A803,Rio Grande do Sul,"78,8","1009,2","2,2",
agosto 2019,14.9,A803,Rio Grande do Sul,80,"1004,8","2,2",
setembro 2019,16.2,A803,Rio Grande do Sul,"419,2","1002,1","2,5",
outubro 2019,20.2,A803,Rio Grande do Sul,"145,2","1000,1","2,3",
novembro 2019,22.3,A803,Rio Grande do Sul,"67,6","999,2","1,9",
dezembro 2019,24.5,A803,Rio Grande do Sul,261,"998,9",2,
janeiro 2020,24.6,A803,Rio Grande do Sul,"51,6","1001,3","1,9",
fevereiro 2020,23.8,A803,Rio Grande do Sul,"35,4","1002,2","1,9",
marco 2020,24.3,A803,Rio Grande do Sul,"32,2","1005,1","1,6",
abril 2020,19.2,A803,Rio Grande do Sul,"205,8","1005,1","1,5",
maio 2020,15.6,A803,Rio Grande do Sul,"154,6","1003,9","2,4",
junho 2020,15.9,A803,Rio Grande do Sul,"125,6","1005,8","2,4",
julho 2020,13.0,A803,Rio Grande do Sul,"56,2","1006,3",,
agosto 2020,15.6,A803,Rio Grande do Sul,"56,2","1005,2",,
setembro 2020,15.8,A803,Rio Grande do Sul,,"1005,2",,
outubro 2020,,A803,Rio Grande do Sul,,,,
novembro 2020,,A803,Rio Grande do Sul,,,,
dezembro 2020,,A803,Rio Grande do Sul,,"998,7","2,2",
janeiro 2021,24.6,A803,Rio Grande do Sul,83,"1000,1","1,6",
fevereiro 2021,22.7,A803,Rio Grande do Sul,104,1001,"1,6",
marco 2021,22.2,A803,Rio Grande do Sul,"14,2","1004,9","1,8",
abril 2021,20.2,A803,Rio Grande do Sul,"177,4","1005,8","1,8",
maio 2021,13.7,A803,Rio Grande do Sul,"169,8","1007,3",,
junho 2021,13.1,A803,Rio Grande do Sul,"34,2","1008,7",,
julho 2021,12.3,A803,Rio Grande do Sul,"118,8","1006,6",,
agosto 2021,15.7,A803,Rio Grande do Sul,192,"1003,4",,
setembro 2021,17.1,A803,Rio Grande do Sul,"148,8","1002,9",2,
outubro 2021,19.0,A803,Rio Grande do Sul,"45,2","1000,1","2,3",
novembro 2021,22.0,A803,Rio Grande do Sul,"27,2","999,7","2,6",
dezembro 2021,24.0,A803,Rio Grande do Sul,136,"998,1","2,2",
janeiro 2022,26.6,A803,Rio Grande do Sul,"77,6","999,3","1,8",
fevereiro 2022,24.2,A803,Rio Grande do Sul,"201,6","1001,2","1,8",
marco 2022,21.7,A803,Rio Grande do Sul,"230,4","1003,1","1,9",
abril 2022,18.6,A803,Rio Grande do Sul,"114,6","1005,9","1,5",
maio 2022,14.2,A803,Rio Grande do Sul,"146,4","1006,5","1,5",
junho 2022,11.7,A803,Rio Grande do Sul,"180,8","1003,3",,
julho 2022,16.1,A803,Rio Grande do Sul,"69,6","1007,4",2,
agosto 2022,13.8,A803,Rio Grande do Sul,"63,6",1006,2,
setembro 2022,15.4,A803,Rio Grande do Sul,"78,6","1002,7","2,2",
outubro 2022,18.1,A803,Rio Grande do Sul,"35,8","1003,7","2,4",
novembro 2022,21.2,A803,Rio Grande do Sul,53,"998,7","2,2",
dezembro 2022,24.4,A803,Rio Grande do Sul,"68,2","998,9",2,
janeiro 2023,25.8,A803,Rio Grande do Sul,"109,6","999,7","1,7",
fevereiro 2023,24.3,A803,Rio Grande do Sul,"72,4",1001,"1,7",
