Unnamed: 0,Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha)
3078,julho 2020,1.4 Arroz,Rio Grande do Sul,949434,951218,7765965,8180
3079,julho 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36907,37032,54190,1468
3080,julho 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,22363,23379,26375,1179
3081,julho 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3082,julho 2020,1.13 Milho (1 Safra),Rio Grande do Sul,741785,751673,4150697,5596
3083,julho 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3084,julho 2020,1.15 Soja,Rio Grande do Sul,5960469,5981671,11224010,1883
3085,julho 2020,1.17 Trigo,Rio Grande do Sul,924038,924038,2861299,3097
3086,julho 2020,15 Fumo,Rio Grande do Sul,168961,169386,289238,1712
3087,agosto 2020,1.4 Arroz,Rio Grande do Sul,949434,951218,7765965,8180
3088,agosto 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36907,37032,54190,1468
3089,agosto 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,22363,23379,26375,1179
3090,agosto 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3091,agosto 2020,1.13 Milho (1 Safra),Rio Grande do Sul,741785,751673,4150697,5596
3092,agosto 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3093,agosto 2020,1.15 Soja,Rio Grande do Sul,5960469,5981671,11224010,1883
3094,agosto 2020,1.17 Trigo,Rio Grande do Sul,924038,924038,2861299,3097
3095,agosto 2020,15 Fumo,Rio Grande do Sul,168961,169386,289238,1712
3096,setembro 2020,1.4 Arroz,Rio Grande do Sul,949434,951218,7765965,8180
3097,setembro 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36907,37032,54172,1468
3098,setembro 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,22363,23379,26335,1178
3099,setembro 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3100,setembro 2020,1.13 Milho (1 Safra),Rio Grande do Sul,741785,751673,4151507,5597
3101,setembro 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3102,setembro 2020,1.15 Soja,Rio Grande do Sul,5960469,5981671,11215370,1882
3103,setembro 2020,1.17 Trigo,Rio Grande do Sul,934279,934279,2528905,2707
3104,setembro 2020,15 Fumo,Rio Grande do Sul,168961,169386,289238,1712
3105,outubro 2020,1.4 Arroz,Rio Grande do Sul,949670,951454,7773220,8185
3106,outubro 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36907,37032,54797,1485
3107,outubro 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,22363,23279,26336,1178
3108,outubro 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3109,outubro 2020,1.13 Milho (1 Safra),Rio Grande do Sul,741785,751673,4208693,5674
3110,outubro 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3111,outubro 2020,1.15 Soja,Rio Grande do Sul,5959469,5980671,11289663,1894
3112,outubro 2020,1.17 Trigo,Rio Grande do Sul,950655,950955,2300543,2420
3113,outubro 2020,15 Fumo,Rio Grande do Sul,168961,169386,288013,1705
3114,novembro 2020,1.4 Arroz,Rio Grande do Sul,949670,951454,7773220,8185
3115,novembro 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36907,37032,54797,1485
3116,novembro 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,22363,23279,26336,1178
3117,novembro 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3118,novembro 2020,1.13 Milho (1 Safra),Rio Grande do Sul,741785,751673,4208693,5674
3119,novembro 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3120,novembro 2020,1.15 Soja,Rio Grande do Sul,5959469,5980671,11289663,1894
3121,novembro 2020,1.17 Trigo,Rio Grande do Sul,950655,950955,2300543,2420
3122,novembro 2020,15 Fumo,Rio Grande do Sul,168961,169386,288013,1705
3123,dezembro 2020,1.4 Arroz,Rio Grande do Sul,949613,951397,7768085,8180
3124,dezembro 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36907,37032,54797,1485
3125,dezembro 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,22363,23279,26337,1178
3126,dezembro 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3127,dezembro 2020,1.13 Milho (1 Safra),Rio Grande do Sul,741785,751673,4208693,5674
3128,dezembro 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3129,dezembro 2020,1.15 Soja,Rio Grande do Sul,5959469,5980671,11295193,1895
3130,dezembro 2020,1.17 Trigo,Rio Grande do Sul,953382,953832,2104160,2207
3131,dezembro 2020,15 Fumo,Rio Grande do Sul,166315,166740,288497,1735
3132,janeiro 2021,1.4 Arroz,Rio Grande do Sul,963661,963860,7619984,7907
3133,janeiro 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36883,37286,58454,1585
3134,janeiro 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,22017,22446,31519,1432
3135,janeiro 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3136,janeiro 2021,1.13 Milho (1 Safra),Rio Grande do Sul,788212,790762,4585604,5818
3137,janeiro 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3138,janeiro 2021,1.15 Soja,Rio Grande do Sul,6075058,6075058,19421238,3197
3139,janeiro 2021,1.17 Trigo,Rio Grande do Sul,924038,924038,2639977,2857
3140,janeiro 2021,15 Fumo,Rio Grande do Sul,163949,163949,343314,2094
3141,fevereiro 2021,1.4 Arroz,Rio Grande do Sul,955867,955867,7606694,7958
3142,fevereiro 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,37044,37462,59987,1619
3143,fevereiro 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,21485,21894,32061,1492
3144,fevereiro 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3145,fevereiro 2021,1.13 Milho (1 Safra),Rio Grande do Sul,781927,784787,4435388,5672
3146,fevereiro 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3147,fevereiro 2021,1.15 Soja,Rio Grande do Sul,6087229,6087229,19514310,3206
3148,fevereiro 2021,1.17 Trigo,Rio Grande do Sul,930045,930045,2629595,2827
3149,fevereiro 2021,15 Fumo,Rio Grande do Sul,163910,163910,349318,2131
3150,marco 2021,1.4 Arroz,Rio Grande do Sul,950106,950106,7706548,8111
3151,marco 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,35943,36361,54650,1520
3152,marco 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24035,24174,37571,1563
3153,marco 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3154,marco 2021,1.13 Milho (1 Safra),Rio Grande do Sul,781100,784460,4429108,5670
3155,marco 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3156,marco 2021,1.15 Soja,Rio Grande do Sul,6091873,6091873,19649811,3226
3157,marco 2021,1.17 Trigo,Rio Grande do Sul,914455,914455,2569054,2809
3158,marco 2021,15 Fumo,Rio Grande do Sul,163899,163899,347955,2123
3159,abril 2021,1.4 Arroz,Rio Grande do Sul,950106,950106,7706548,8111
3160,abril 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,35943,36361,54650,1520
3161,abril 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24035,24174,37571,1563
3162,abril 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3163,abril 2021,1.13 Milho (1 Safra),Rio Grande do Sul,781100,784460,4429108,5670
3164,abril 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3165,abril 2021,1.15 Soja,Rio Grande do Sul,6091873,6091873,19649811,3226
3166,abril 2021,1.17 Trigo,Rio Grande do Sul,914455,914455,2569054,2809
3167,abril 2021,15 Fumo,Rio Grande do Sul,163899,163899,347955,2123
3168,maio 2021,1.4 Arroz,Rio Grande do Sul,949867,949867,7970168,8391
3169,maio 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36110,36578,54265,1503
3170,maio 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24317,24496,36528,1502
3171,maio 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3172,maio 2021,1.13 Milho (1 Safra),Rio Grande do Sul,775277,779387,4351288,5613
3173,maio 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3174,maio 2021,1.15 Soja,Rio Grande do Sul,6095677,6095677,20259588,3324
3175,maio 2021,1.17 Trigo,Rio Grande do Sul,1021353,1021353,3064586,3001
3176,maio 2021,15 Fumo,Rio Grande do Sul,163898,163898,348059,2124
3177,junho 2021,1.4 Arroz,Rio Grande do Sul,949867,949867,7970168,8391
3178,junho 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36110,36578,54265,1503
3179,junho 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24317,24496,36528,1502
3180,junho 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3181,junho 2021,1.13 Milho (1 Safra),Rio Grande do Sul,775277,779387,4351288,5613
3182,junho 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3183,junho 2021,1.15 Soja,Rio Grande do Sul,6095677,6095677,20259588,3324
3184,junho 2021,1.17 Trigo,Rio Grande do Sul,1021353,1021353,3064586,3001
3185,junho 2021,15 Fumo,Rio Grande do Sul,163898,163898,348059,2124
3186,julho 2021,1.4 Arroz,Rio Grande do Sul,948573,948573,8254155,8702
3187,julho 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36110,36578,54319,1504
3188,julho 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24533,24712,35826,1460
3189,julho 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3190,julho 2021,1.13 Milho (1 Safra),Rio Grande do Sul,776277,780337,4391760,5657
3191,julho 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3192,julho 2021,1.15 Soja,Rio Grande do Sul,6107208,6107270,20401342,3341
3193,julho 2021,1.17 Trigo,Rio Grande do Sul,1127077,1127507,3411714,3027
3194,julho 2021,15 Fumo,Rio Grande do Sul,162457,162457,344729,2122
3195,agosto 2021,1.4 Arroz,Rio Grande do Sul,948573,948573,8254155,8702
3196,agosto 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36110,36578,54319,1504
3197,agosto 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24533,24712,35826,1460
3198,agosto 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3199,agosto 2021,1.13 Milho (1 Safra),Rio Grande do Sul,776277,780337,4391760,5657
3200,agosto 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3201,agosto 2021,1.15 Soja,Rio Grande do Sul,6107208,6107270,20401342,3341
3202,agosto 2021,1.17 Trigo,Rio Grande do Sul,1127077,1127507,3411714,3027
3203,agosto 2021,15 Fumo,Rio Grande do Sul,162457,162457,344729,2122
3204,setembro 2021,1.4 Arroz,Rio Grande do Sul,948573,948573,8254155,8702
3205,setembro 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36110,36578,54319,1504
3206,setembro 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24533,24712,35826,1460
3207,setembro 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3208,setembro 2021,1.13 Milho (1 Safra),Rio Grande do Sul,776277,780337,4379894,5642
3209,setembro 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3210,setembro 2021,1.15 Soja,Rio Grande do Sul,6107208,6107270,20419562,3344
3211,setembro 2021,1.17 Trigo,Rio Grande do Sul,1171062,1171492,3580843,3058
3212,setembro 2021,15 Fumo,Rio Grande do Sul,162564,162564,345595,2126
3213,outubro 2021,1.4 Arroz,Rio Grande do Sul,949073,949073,8258255,8701
3214,outubro 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36110,36578,54319,1504
3215,outubro 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24290,24469,35389,1457
3216,outubro 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3217,outubro 2021,1.13 Milho (1 Safra),Rio Grande do Sul,776277,780337,4379651,5642
3218,outubro 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3219,outubro 2021,1.15 Soja,Rio Grande do Sul,6107258,6107320,20419712,3344
3220,outubro 2021,1.17 Trigo,Rio Grande do Sul,1194903,1195333,3558191,2978
3221,outubro 2021,15 Fumo,Rio Grande do Sul,159717,159717,344496,2157
3222,novembro 2021,1.4 Arroz,Rio Grande do Sul,949073,949073,8258255,8701
3223,novembro 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36110,36578,54319,1504
3224,novembro 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24290,24469,35389,1457
3225,novembro 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3226,novembro 2021,1.13 Milho (1 Safra),Rio Grande do Sul,776277,780337,4379651,5642
3227,novembro 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3228,novembro 2021,1.15 Soja,Rio Grande do Sul,6107258,6107320,20419712,3344
3229,novembro 2021,1.17 Trigo,Rio Grande do Sul,1194903,1195333,3558191,2978
3230,novembro 2021,15 Fumo,Rio Grande do Sul,159717,159717,344496,2157
3231,dezembro 2021,1.4 Arroz,Rio Grande do Sul,949611,949611,8295840,8736
3232,dezembro 2021,1.8 Feijao (1 Safra),Rio Grande do Sul,36080,36578,54247,1504
3233,dezembro 2021,1.9 Feijao (2 Safra),Rio Grande do Sul,24290,24469,35389,1457
3234,dezembro 2021,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3235,dezembro 2021,1.13 Milho (1 Safra),Rio Grande do Sul,776082,780142,4391398,5658
3236,dezembro 2021,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3237,dezembro 2021,1.15 Soja,Rio Grande do Sul,6107558,6107620,20421119,3344
3238,dezembro 2021,1.17 Trigo,Rio Grande do Sul,1228978,1228978,3545796,2885
3239,dezembro 2021,15 Fumo,Rio Grande do Sul,159717,159717,344496,2157
3240,janeiro 2022,1.4 Arroz,Rio Grande do Sul,953022,953022,7816015,8201
3241,janeiro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,33579,33579,61583,1834
3242,janeiro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,24478,24478,38324,1566
3243,janeiro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3244,janeiro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,816921,818171,5527212,6766
3245,janeiro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3246,janeiro 2022,1.15 Soja,Rio Grande do Sul,6362434,6362434,21071023,3312
3247,janeiro 2022,1.17 Trigo,Rio Grande do Sul,1127077,1127507,2885317,2560
3248,janeiro 2022,15 Fumo,Rio Grande do Sul,151222,151222,327358,2165
3249,fevereiro 2022,1.4 Arroz,Rio Grande do Sul,933447,952840,7471177,8004
3250,fevereiro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,32644,32734,47971,1470
3251,fevereiro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,24602,24602,37811,1537
3252,fevereiro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3253,fevereiro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,798357,804427,3856406,4830
3254,fevereiro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3255,fevereiro 2022,1.15 Soja,Rio Grande do Sul,6334353,6362588,13105770,2069
3256,fevereiro 2022,1.17 Trigo,Rio Grande do Sul,1142799,1143229,2873980,2515
3257,fevereiro 2022,15 Fumo,Rio Grande do Sul,150702,150705,310917,2063
3258,marco 2022,1.4 Arroz,Rio Grande do Sul,939121,964777,7417818,7899
3259,marco 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31926,32136,42601,1334
3260,marco 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,26961,27023,39704,1473
3261,marco 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3262,marco 2022,1.13 Milho (1 Safra),Rio Grande do Sul,775571,786116,3024976,3900
3263,marco 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3264,marco 2022,1.15 Soja,Rio Grande do Sul,6278846,6381617,9495492,1512
3265,marco 2022,1.17 Trigo,Rio Grande do Sul,1143618,1144048,2887549,2525
3266,marco 2022,15 Fumo,Rio Grande do Sul,150032,150032,292971,1953
3267,abril 2022,1.4 Arroz,Rio Grande do Sul,939121,964777,7417818,7899
3268,abril 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31926,32136,42601,1334
3269,abril 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,26961,27023,39704,1473
3270,abril 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3271,abril 2022,1.13 Milho (1 Safra),Rio Grande do Sul,775571,786116,3024976,3900
3272,abril 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3273,abril 2022,1.15 Soja,Rio Grande do Sul,6278846,6381617,9495492,1512
3274,abril 2022,1.17 Trigo,Rio Grande do Sul,1143618,1144048,2887549,2525
3275,abril 2022,15 Fumo,Rio Grande do Sul,150032,150032,292971,1953
3276,maio 2022,1.4 Arroz,Rio Grande do Sul,935445,963781,7436447,7950
3277,maio 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31804,32020,42188,1326
3278,maio 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,28978,29000,43956,1517
3279,maio 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3280,maio 2022,1.13 Milho (1 Safra),Rio Grande do Sul,774662,785575,2983639,3852
3281,maio 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3282,maio 2022,1.15 Soja,Rio Grande do Sul,6227383,6387985,9163740,1472
3283,maio 2022,1.17 Trigo,Rio Grande do Sul,1275791,1275791,3802775,2981
3284,maio 2022,15 Fumo,Rio Grande do Sul,149401,149404,292106,1955
3285,junho 2022,1.4 Arroz,Rio Grande do Sul,935445,963781,7436447,7950
3286,junho 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31804,32020,42188,1326
3287,junho 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,28978,29000,43956,1517
3288,junho 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3289,junho 2022,1.13 Milho (1 Safra),Rio Grande do Sul,774662,785575,2983639,3852
3290,junho 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3291,junho 2022,1.15 Soja,Rio Grande do Sul,6227383,6387985,9163740,1472
3292,junho 2022,1.17 Trigo,Rio Grande do Sul,1275791,1275791,3802775,2981
3293,junho 2022,15 Fumo,Rio Grande do Sul,149401,149404,292106,1955
3294,julho 2022,1.4 Arroz,Rio Grande do Sul,934380,963833,7478711,8004
3295,julho 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31800,32020,40750,1281
3296,julho 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30077,30374,44685,1486
3297,julho 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3298,julho 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772591,784335,3005494,3890
3299,julho 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3300,julho 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9326531,1500
3301,julho 2022,1.17 Trigo,Rio Grande do Sul,1463754,1463754,4573993,3125
3302,julho 2022,15 Fumo,Rio Grande do Sul,149409,149412,292874,1960
3303,agosto 2022,1.4 Arroz,Rio Grande do Sul,934380,963833,7478711,8004
3304,agosto 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31800,32020,40750,1281
3305,agosto 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30077,30374,44685,1486
3306,agosto 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3307,agosto 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772591,784335,3005494,3890
3308,agosto 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3309,agosto 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9326531,1500
3310,agosto 2022,1.17 Trigo,Rio Grande do Sul,1463754,1463754,4573993,3125
3311,agosto 2022,15 Fumo,Rio Grande do Sul,149409,149412,292874,1960
3312,setembro 2022,1.4 Arroz,Rio Grande do Sul,934380,963833,7478711,8004
3313,setembro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31800,32020,40750,1281
3314,setembro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30077,30374,44745,1488
3315,setembro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3316,setembro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772591,784335,3001734,3885
3317,setembro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3318,setembro 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9341831,1503
3319,setembro 2022,1.17 Trigo,Rio Grande do Sul,1464449,1464449,4614920,3151
3320,setembro 2022,15 Fumo,Rio Grande do Sul,149407,149410,292878,1960
3321,outubro 2022,1.4 Arroz,Rio Grande do Sul,931934,961714,7493127,8040
3322,outubro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31800,32020,40750,1281
3323,outubro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30057,30374,44700,1487
3324,outubro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3325,outubro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772541,784285,3000740,3884
3326,outubro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3327,outubro 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9341148,1503
3328,outubro 2022,1.17 Trigo,Rio Grande do Sul,1497186,1497186,4807068,3211
3329,outubro 2022,15 Fumo,Rio Grande do Sul,149149,149152,294029,1971
3330,novembro 2022,1.4 Arroz,Rio Grande do Sul,931934,961714,7493127,8040
3331,novembro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31800,32020,40750,1281
3332,novembro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30057,30374,44700,1487
3333,novembro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3334,novembro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772541,784285,3000740,3884
3335,novembro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3336,novembro 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9341148,1503
3337,novembro 2022,1.17 Trigo,Rio Grande do Sul,1497186,1497186,4807068,3211
3338,novembro 2022,15 Fumo,Rio Grande do Sul,149149,149152,294029,1971
3339,dezembro 2022,1.4 Arroz,Rio Grande do Sul,931381,961161,7488433,8040
3340,dezembro 2022,1.8 Feijao (1 Safra),Rio Grande do Sul,31780,32000,40740,1282
3341,dezembro 2022,1.9 Feijao (2 Safra),Rio Grande do Sul,30077,30394,44617,1483
3342,dezembro 2022,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3343,dezembro 2022,1.13 Milho (1 Safra),Rio Grande do Sul,772541,784285,3000740,3884
3344,dezembro 2022,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3345,dezembro 2022,1.15 Soja,Rio Grande do Sul,6215638,6387670,9341148,1503
3346,dezembro 2022,1.17 Trigo,Rio Grande do Sul,1528992,1528992,5288030,3459
3347,dezembro 2022,15 Fumo,Rio Grande do Sul,149149,149152,294029,1971
3348,janeiro 2023,1.4 Arroz,Rio Grande do Sul,868033,868034,7108592,8189
3349,janeiro 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28680,28695,47123,1643
3350,janeiro 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,27373,27374,41995,1534
3351,janeiro 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3352,janeiro 2023,1.13 Milho (1 Safra),Rio Grande do Sul,840704,840704,5830607,6935
3353,janeiro 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3354,janeiro 2023,1.15 Soja,Rio Grande do Sul,6628647,6628647,21256537,3207
3355,janeiro 2023,1.17 Trigo,Rio Grande do Sul,1463754,1463754,4078019,2786
3356,janeiro 2023,15 Fumo,Rio Grande do Sul,147792,147795,314438,2128
3357,fevereiro 2023,1.4 Arroz,Rio Grande do Sul,844347,867307,6828316,8087
3358,fevereiro 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28330,28350,44461,1569
3359,fevereiro 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,25634,25635,40223,1569
3360,fevereiro 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3361,fevereiro 2023,1.13 Milho (1 Safra),Rio Grande do Sul,833433,834342,5048848,6058
3362,fevereiro 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3363,fevereiro 2023,1.15 Soja,Rio Grande do Sul,6618511,6638744,18252592,2758
3364,fevereiro 2023,1.17 Trigo,Rio Grande do Sul,1461854,1461854,4060499,2778
3365,fevereiro 2023,15 Fumo,Rio Grande do Sul,148429,148432,304600,2052
3366,marco 2023,1.4 Arroz,Rio Grande do Sul,833836,857896,6656454,7983
3367,marco 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28350,28382,40765,1438
3368,marco 2023,1.9 Feijao (2 Safra),Rio Grande do Sul,21602,21607,32963,1526
3369,marco 2023,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3370,marco 2023,1.13 Milho (1 Safra),Rio Grande do Sul,820136,825563,4135355,5042
3371,marco 2023,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3372,marco 2023,1.15 Soja,Rio Grande do Sul,6615242,6637125,14734259,2227
3373,marco 2023,1.17 Trigo,Rio Grande do Sul,1461854,1461854,4060499,2778
3374,marco 2023,15 Fumo,Rio Grande do Sul,148334,148337,290835,1961
3375,abril 2023,1.4 Arroz,Rio Grande do Sul,833836,857896,6656454,7983
3376,abril 2023,1.8 Feijao (1 Safra),Rio Grande do Sul,28350,28382,40765,1438
