Country,Region,Year,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom,Generosity,Perceptions of corruption,Decade,Regional Happiness Ratio,Region_Australia and New Zealand,Region_Central and Eastern Europe,Region_Eastern Asia,Region_Latin America and Caribbean,Region_Middle East and Northern Africa,Region_North America,Region_Southeastern Asia,Region_Southern Asia,Region_Sub-Saharan Africa,Region_Western Europe,Region_nan
Singapore,Western Europe,2018,34,6.343,0.7294847328244274,0.8826034063260342,0.8834355828220859,0.8715469613259669,0.3114279150031491,0.558564068901047,2010,1.1798918013982111,False,False,False,False,False,False,False,False,False,True,False
Malaysia,Western Europe,2018,35,6.322,0.553912213740458,0.7652068126520681,0.5863277826468011,0.4917127071823204,0.3710884351186949,0.10690148756137775,2010,1.1759854908465222,False,False,False,False,False,False,False,False,False,True,False
Spain,Western Europe,2018,36,6.31,0.5968511450381678,0.9355231143552312,0.845749342681858,0.6201657458563536,0.16943587712815006,0.1340798318566433,2010,1.1737533133884142,False,False,False,False,False,False,False,False,False,True,False
Colombia,Western Europe,2018,37,6.26,0.45801526717557245,0.8753041362530415,0.5565293602103418,0.7334254143646409,0.11812782982878069,0.07066369516769039,2010,1.1644525739796312,False,False,False,False,False,False,False,False,False,True,False
Trinidad and Tobago,Western Europe,2018,38,6.192,0.5834923664122137,0.9075425790754258,0.4943032427695004,0.7941988950276243,0.20403897879516666,0.03442590277400301,2010,1.1518035683836865,False,False,False,False,False,False,False,False,False,True,False
Slovakia,Western Europe,2018,39,6.173,0.5772900763358778,0.9349148418491484,0.6801051709027169,0.4889502762430939,0.14079882747268807,0.025366454675581164,2010,1.1482692874083489,False,False,False,False,False,False,False,False,False,True,False
El Salvador,Western Europe,2018,40,6.167,0.3845419847328244,0.7487834549878346,0.5600350569675723,0.6367403314917127,0.07755867615020955,0.14857494881411826,2010,1.1471531986792949,False,False,False,False,False,False,False,False,False,True,False
Nicaragua,Western Europe,2018,41,6.141,0.3187022900763359,0.8023114355231143,0.6134969325153374,0.7279005524861879,0.24818776368067053,0.2319218713195992,2010,1.1423168141867277,False,False,False,False,False,False,False,False,False,True,False
Poland,Western Europe,2018,42,6.123,0.5610687022900762,0.8807785888077859,0.684487291849255,0.7541436464088398,0.12886672344957892,0.1159609356597996,2010,1.138968547999566,False,False,False,False,False,False,False,False,False,True,False
Bahrain,Western Europe,2018,43,6.105,0.6383587786259541,0.8309002433090026,0.6117440841367221,0.8204419889502762,0.2899501277615526,0.22286242322117736,2010,1.1356202818124042,False,False,False,False,False,False,False,False,False,True,False
Uzbekistan,Western Europe,2018,44,6.096,0.3430343511450381,0.9635036496350365,0.530236634531113,1.0,0.39137301195798047,0.46927941149825153,2010,1.1339461487188232,False,False,False,False,False,False,False,False,False,True,False
Kuwait,Western Europe,2018,45,6.083,0.7032442748091602,0.7913625304136253,0.5915863277826469,0.765193370165746,0.19926613718592298,0.1920602996865431,2010,1.1315279564725396,False,False,False,False,False,False,False,False,False,True,False
Thailand,Western Europe,2018,46,6.072,0.4847328244274809,0.8619221411192215,0.6196319018404908,0.8798342541436465,0.4343285864411734,0.0525447989708467,2010,1.1294817938026074,False,False,False,False,False,False,False,False,False,True,False
Italy,Western Europe,2018,47,6.0,0.6030534351145038,0.9130170316301703,0.8290972830850131,0.388121546961326,0.1634698251165955,0.05073290935116233,2010,1.1160887290539598,False,False,False,False,False,False,False,False,False,True,False
Ecuador,Western Europe,2018,48,5.973,0.42414122137404575,0.8090024330900244,0.6450482033304119,0.7679558011049724,0.13602598586344444,0.21742675436212425,2010,1.1110663297732168,False,False,False,False,False,False,False,False,False,True,False
Belize,Western Europe,2018,49,5.956,0.38501908396946566,0.6697080291970803,0.4154250657318142,0.819060773480663,0.21835750362289763,0.16125817615190882,2010,1.1079040783742309,False,False,False,False,False,False,False,False,False,True,False
Lithuania,Western Europe,2018,50,5.952,0.5710877862595419,0.9288321167883211,0.6275197195442594,0.48342541436464087,0.031023470460083816,0.010871337718106213,2010,1.107160019221528,False,False,False,False,False,False,False,False,False,True,False
Slovenia,Western Europe,2018,51,5.948,0.5815839694656488,0.916058394160584,0.7502191060473269,0.8743093922651934,0.19091366436974658,0.0924063706039028,2010,1.1064159600688255,False,False,False,False,False,False,False,False,False,True,False
Romania,Western Europe,2018,52,5.945,0.5324427480916031,0.7414841849148419,0.6362839614373357,0.7292817679558011,0.1050025154033606,0.0018118896196843688,2010,1.1058579157042985,False,False,False,False,False,False,False,False,False,True,False
Latvia,Western Europe,2018,53,5.933,0.5477099236641221,0.8844282238442822,0.5880806310254163,0.5013812154696132,0.10977535701260427,0.11958471489916835,2010,1.1036257382461905,False,False,False,False,False,False,False,False,False,True,False
Japan,Western Europe,2018,54,5.915,0.6173664122137404,0.8892944038929441,0.8659070990359334,0.7638121546961327,0.09426362178256237,0.27178344295265533,2010,1.1002774720590287,False,False,False,False,False,False,False,False,False,True,False
Mauritius,Western Europe,2018,55,5.891,0.5200381679389313,0.8436739659367397,0.5994741454864154,0.8066298342541436,0.2923365485661744,0.09059448098421845,2010,1.0958131171428127,False,False,False,False,False,False,False,False,False,True,False
Jamaica,Western Europe,2018,56,5.89,0.39074427480916024,0.9081508515815087,0.607361963190184,0.7941988950276243,0.11454819862184794,0.05616857821021543,2010,1.0956271023546371,False,False,False,False,False,False,False,False,False,True,False
South Korea,Western Europe,2018,57,5.875,0.6040076335877862,0.732360097323601,0.8369851007887817,0.33701657458563533,0.2088118204044103,0.0924063706039028,2010,1.0928368805320023,False,False,False,False,False,False,False,False,False,True,False
North Cyprus,Western Europe,2018,58,5.835,0.586354961832061,0.7366180048661801,0.796669588080631,0.6837016574585636,0.21358466201365395,0.2790310014313928,2010,1.0853962890049758,False,False,False,False,False,False,False,False,False,True,False
Russia,Western Europe,2018,59,5.81,0.5491412213740458,0.8996350364963505,0.5249780893952672,0.5511049723756907,0.07755867615020955,0.045297240492109224,2010,1.0807459193005842,False,False,False,False,False,False,False,False,False,True,False
Kazakhstan,Western Europe,2018,60,5.79,0.545324427480916,0.9221411192214113,0.5530236634531113,0.6270718232044199,0.17659513954201556,0.21923864398180862,2010,1.0770256235370712,False,False,False,False,False,False,False,False,False,True,False
Cyprus,Western Europe,2018,61,5.762,0.586354961832061,0.7244525547445256,0.796669588080631,0.5842541436464088,0.24102850126680506,0.06341613668895292,2010,1.0718172094681526,False,False,False,False,False,False,False,False,False,True,False
Bolivia,Western Europe,2018,62,5.752,0.3583015267175572,0.7439172749391728,0.44522348816827345,0.8370165745856354,0.16824266672583915,0.09784203946295592,2010,1.069957061586396,False,False,False,False,False,False,False,False,False,True,False
Estonia,Western Europe,2018,63,5.739,0.5725190839694656,0.9318734793187349,0.6459246275197196,0.7638121546961327,0.10261609459873877,0.31526879382508016,2010,1.0675388693401124,False,False,False,False,False,False,False,False,False,True,False
Paraguay,Western Europe,2018,64,5.681,0.3983778625954198,0.9257907542579076,0.5390008764241893,0.7472375690607735,0.1933000851743684,0.1340798318566433,2010,1.0567500116259243,False,False,False,False,False,False,False,False,False,True,False
Peru,Western Europe,2018,65,5.663,0.44561068702290074,0.7597323600973237,0.5907099035933392,0.7320441988950277,0.10977535701260427,0.06160424706926854,2010,1.0534017454387623,False,False,False,False,False,False,False,False,False,True,False
Kosovo,Western Europe,2018,66,5.662,0.4079198473282442,0.7481751824817519,0.5065731814198071,0.6187845303867403,0.326939650233191,0.04167346125274048,2010,1.0532157306505867,False,False,False,False,False,False,False,False,False,True,False
Moldova,Western Europe,2018,67,5.64,0.31345419847328243,0.7913625304136253,0.5433829973707275,0.32044198895027626,0.20403897879516666,0.0,2010,1.0491234053107221,False,False,False,False,False,False,False,False,False,True,False
Turkmenistan,Western Europe,2018,68,5.636,0.4847328244274809,0.9324817518248175,0.45311130587204207,0.5759668508287292,0.2374488700598723,0.06703991592832165,2010,1.0483793461580195,False,False,False,False,False,False,False,False,False,True,False
Hungary,Western Europe,2018,69,5.62,0.5586832061068702,0.8521897810218979,0.6415425065731815,0.35773480662983426,0.07278583454096588,0.03986157163305611,2010,1.045403109547209,False,False,False,False,False,False,False,False,False,True,False
Libya,Western Europe,2018,70,5.566,0.469942748091603,0.8211678832116789,0.4846625766871166,0.6850828729281768,0.13841240666806626,0.2681596637132866,2010,1.0353583109857234,False,False,False,False,False,False,False,False,False,True,False
Philippines,Western Europe,2018,71,5.524,0.36975190839694655,0.7980535279805353,0.44960560911481157,0.8881215469613261,0.1431852482773099,0.19024841006685872,2010,1.0275456898823456,False,False,False,False,False,False,False,False,False,True,False
Honduras,Western Europe,2018,72,5.504,0.2958015267175572,0.7329683698296838,0.5451358457493427,0.6339779005524863,0.23506244925525047,0.1340798318566433,2010,1.0238253941188322,False,False,False,False,False,False,False,False,False,True,False
Belarus,Western Europe,2018,73,5.483,0.4957061068702289,0.9111922141119222,0.6134969325153374,0.4240331491712707,0.12051425063340253,0.2790310014313928,2010,1.0199190835671434,False,False,False,False,False,False,False,False,False,True,False
Turkey,Western Europe,2018,74,5.483,0.5477099236641221,0.8394160583941606,0.6012269938650308,0.44751381215469616,0.1264803026449571,0.1974959685455962,2010,1.0199190835671434,False,False,False,False,False,False,False,False,False,True,False
Pakistan,Western Europe,2018,75,5.472,0.3110687022900763,0.49270072992700736,0.37160385626643294,0.4613259668508288,0.25773344689915784,0.20474352702433368,2010,1.0178729208972113,False,False,False,False,False,False,False,False,False,True,False
Hong Kong,Western Europe,2018,76,5.43,0.670324427480916,0.7846715328467154,0.9027169149868537,0.7237569060773481,0.2935297589684853,0.5272598793281513,2010,1.0100602997938335,False,False,False,False,False,False,False,False,False,True,False
Portugal,Western Europe,2018,77,5.41,0.5667938931297709,0.8692214111922142,0.7747589833479404,0.776243093922652,0.06562657212710038,0.03080212353463427,2010,1.0063400040303203,False,False,False,False,False,False,False,False,False,True,False
Serbia,Western Europe,2018,78,5.398,0.4651717557251908,0.8327250608272506,0.6003505696757231,0.39779005524861877,0.15989019390966275,0.07791125364642786,2010,1.0041078265722123,False,False,False,False,False,False,False,False,False,True,False
Greece,Western Europe,2018,79,5.358,0.5505725190839694,0.7311435523114356,0.7703768624014022,0.18093922651933703,0.0,0.07972314326611223,2010,0.996667235045186,False,False,False,False,False,False,False,False,False,True,False
Lebanon,Western Europe,2018,80,5.358,0.46040076335877855,0.7171532846715329,0.6879929886064856,0.6947513812154696,0.255347026094536,0.24641698827707417,2010,0.996667235045186,False,False,False,False,False,False,False,False,False,True,False
Montenegro,Western Europe,2018,81,5.347,0.4852099236641221,0.7779805352798054,0.6389132340052586,0.35773480662983426,0.13244635465651167,0.1467630591944339,2010,0.9946210723752539,False,False,False,False,False,False,False,False,False,True,False
Croatia,Western Europe,2018,82,5.321,0.5319656488549618,0.7062043795620438,0.6459246275197196,0.5248618784530387,0.1431852482773099,0.07066369516769039,2010,0.9897846878826866,False,False,False,False,False,False,False,False,False,True,False
Dominican Republic,Western Europe,2018,83,5.302,0.46851145038167935,0.8765206812652069,0.5381244522348817,0.798342541436464,0.1431852482773099,0.1920602996865431,2010,0.986250406907349,False,False,False,False,False,False,False,False,False,True,False
Algeria,Western Europe,2018,84,5.295,0.4670801526717557,0.7019464720194647,0.6021034180543383,0.106353591160221,0.06562657212710038,0.2446050986573898,2010,0.9849483033901194,False,False,False,False,False,False,False,False,False,True,False
Morocco,Western Europe,2018,85,5.254,0.3716603053435114,0.4847931873479319,0.5863277826468011,0.6353591160220995,0.031023470460083816,0.1340798318566433,2010,0.9773216970749173,False,False,False,False,False,False,False,False,False,True,False
China,Western Europe,2018,86,5.246,0.4718511450381679,0.694647201946472,0.7002629272567923,0.824585635359116,0.034603101667016564,0.18662463082748998,2010,0.9758335787695123,False,False,False,False,False,False,False,False,False,True,False
Azerbaijan,Western Europe,2018,87,5.201,0.48854961832061067,0.7062043795620438,0.5284837861524978,0.5939226519337016,0.0369895224716384,0.3188925730644489,2010,0.9674629133016074,False,False,False,False,False,False,False,False,False,True,False
Tajikistan,Western Europe,2018,88,5.199,0.2261450381679389,0.7092457420924574,0.5241016652059597,0.4033149171270718,0.2231303452321413,0.06160424706926854,2010,0.9670908837252561,False,False,False,False,False,False,False,False,False,True,False
Macedonia,Western Europe,2018,89,5.185,0.45753816793893126,0.7536496350364964,0.6056091148115688,0.5441988950276243,0.20642539959978845,0.09421826022358717,2010,0.9644866766907968,False,False,False,False,False,False,False,False,False,True,False
Jordan,Western Europe,2018,90,5.161,0.3921755725190839,0.7694647201946472,0.5652936021034181,0.6464088397790055,0.1551173523004191,0.24279320903770543,2010,0.9600223217745809,False,False,False,False,False,False,False,False,False,True,False
Nigeria,Western Europe,2018,91,5.155,0.3287213740458015,0.7128953771289538,0.042068361086765996,0.6381215469613261,0.23983529086449412,0.0579804678298998,2010,0.9589062330455271,False,False,False,False,False,False,False,False,False,True,False
Kyrgyzstan,Western Europe,2018,92,5.131,0.25286259541984735,0.8613138686131387,0.5205959684487291,0.7458563535911603,0.33529212304936745,0.06341613668895292,2010,0.9544418781293112,False,False,False,False,False,False,False,False,False,True,False
Bosnia and Herzegovina,Western Europe,2018,93,5.129,0.4365458015267175,0.6557177615571776,0.6643295354951797,0.3867403314917128,0.25773344689915784,0.0,2010,0.9540698485529598,False,False,False,False,False,False,False,False,False,True,False
Mongolia,Western Europe,2018,94,5.125,0.4360687022900763,0.9227493917274939,0.5039439088518842,0.5455801104972376,0.3018822317846618,0.0579804678298998,2010,0.9533257894002573,False,False,False,False,False,False,False,False,False,True,False
Vietnam,Western Europe,2018,95,5.103,0.34112595419847325,0.8302919708029197,0.6152497808939527,0.8535911602209945,0.21119824120903213,0.14313927995506515,2010,0.9492334640603927,False,False,False,False,False,False,False,False,False,True,False
Indonesia,Western Europe,2018,96,5.093,0.428912213740458,0.739051094890511,0.4574934268185802,0.7430939226519337,0.5775138347184834,0.03261401315431864,2010,0.9473733161786362,False,False,False,False,False,False,False,False,False,True,False
Bhutan,Western Europe,2018,97,5.082,0.3797709923664122,0.8120437956204379,0.46187554776511835,0.7472375690607735,0.4343285864411734,0.3098331249660271,2010,0.9453271535087039,False,False,False,False,False,False,False,False,False,True,False
Somalia,Western Europe,2018,98,4.982,0.0,0.43309002433090027,0.10078878177037687,0.9309392265193371,0.283984075749998,0.510952872750992,2010,0.926725674691138,False,False,False,False,False,False,False,False,False,True,False
Cameroon,Western Europe,2018,99,4.975,0.25524809160305345,0.5419708029197081,0.15950920245398773,0.6270718232044199,0.21835750362289763,0.07791125364642786,2010,0.9254235711739082,False,False,False,False,False,False,False,False,False,True,False
Bulgaria,Western Europe,2018,100,4.933,0.5028625954198473,0.9215328467153284,0.6240140227870289,0.4958563535911602,0.07636546574789863,0.01630700657715932,2010,0.9176109500705305,False,False,False,False,False,False,False,False,False,True,False
Nepal,Western Europe,2018,101,4.88,0.20276717557251905,0.7469586374695864,0.47239263803680986,0.7265193370165747,0.3603495414978966,0.14132739033538078,2010,0.9077521662972206,False,False,False,False,False,False,False,False,False,True,False
Venezuela,Western Europe,2018,102,4.806,0.4751908396946565,0.8935523114355232,0.5758106923751096,0.18370165745856354,0.0668197825294113,0.09421826022358717,2010,0.8939870719722217,False,False,False,False,False,False,False,False,False,True,False
Gabon,Western Europe,2018,103,4.758,0.4942748091603053,0.708029197080292,0.3540753724802805,0.4917127071823204,0.03818273287394931,0.09421826022358717,2010,0.8850583621397901,False,False,False,False,False,False,False,False,False,True,False
Palestinian Territories,Western Europe,2018,104,4.743,0.3062977099236641,0.7402676399026765,0.5276073619631901,0.3674033149171271,0.10261609459873877,0.13770361109601204,2010,0.8822681403171553,False,False,False,False,False,False,False,False,False,True,False
South Africa,Western Europe,2018,105,4.724,0.44847328244274803,0.8576642335766423,0.2892199824715162,0.7127071823204421,0.12290067143802434,0.10146581870232466,2010,0.8787338593418177,False,False,False,False,False,False,False,False,False,True,False
Iran,Western Europe,2018,106,4.707,0.5052480916030534,0.46897810218978103,0.6056091148115688,0.6339779005524863,0.3364853334516783,0.23373376093928358,2010,0.8755716079428314,False,False,False,False,False,False,False,False,False,True,False
Ivory Coast,Western Europe,2018,107,4.671,0.25811068702290074,0.5304136253041363,0.07011393514460999,0.6450276243093923,0.17420871873739371,0.18662463082748998,2010,0.8688750755685077,False,False,False,False,False,False,False,False,False,True,False
Ghana,Western Europe,2018,108,4.657,0.282442748091603,0.5450121654501217,0.2953549517966696,0.6892265193370166,0.2529606052899142,0.0525447989708467,2010,0.8662708685340484,False,False,False,False,False,False,False,False,False,True,False
Senegal,Western Europe,2018,109,4.631,0.20467557251908394,0.679440389294404,0.37949167397020156,0.5607734806629835,0.16466303551890643,0.14857494881411826,2010,0.8614344840414813,False,False,False,False,False,False,False,False,False,True,False
Laos,Western Europe,2018,110,4.623,0.34351145038167935,0.6289537712895378,0.38650306748466257,0.8646408839779006,0.2744383925315107,0.31526879382508016,2010,0.859946365736076,False,False,False,False,False,False,False,False,False,True,False
Tunisia,Western Europe,2018,111,4.592,0.4293893129770992,0.551094890510949,0.6047326906222611,0.3743093922651934,0.047728416092436644,0.11414904604011523,2010,0.8541799073026305,False,False,False,False,False,False,False,False,False,True,False
Albania,Western Europe,2018,112,4.586,0.43702290076335876,0.49695863746958635,0.6923751095530237,0.5787292817679558,0.1777883499443265,0.0579804678298998,2010,0.8530638185735766,False,False,False,False,False,False,False,False,False,True,False
Sierra Leone,Western Europe,2018,113,4.571,0.12213740458015267,0.49452554744525545,0.0,0.4903314917127072,0.283984075749998,0.09603014984327155,2010,0.8502735967509416,False,False,False,False,False,False,False,False,False,True,False
Congo (Brazzaville),Western Europe,2018,114,4.559,0.32538167938931295,0.49330900243309006,0.3006134969325154,0.7099447513812155,0.10858214661029335,0.1395155007156964,2010,0.8480414192928337,False,False,False,False,False,False,False,False,False,True,False
Bangladesh,Western Europe,2018,115,4.5,0.2538167938931298,0.5170316301703163,0.5074496056091148,0.8011049723756906,0.18256119155357015,0.2609121052345491,2010,0.8370665467904698,False,False,False,False,False,False,False,False,False,True,False
Sri Lanka,Western Europe,2018,116,4.471,0.4379770992366412,0.7992700729927008,0.588957055214724,0.8080110497237569,0.3663155935094512,0.09059448098421845,2010,0.8316721179333757,False,False,False,False,False,False,False,False,False,True,False
Iraq,Western Europe,2018,117,4.456,0.48187022900763354,0.5906326034063261,0.469763365468887,0.4198895027624309,0.17659513954201556,0.17212951387001504,2010,0.8288818961107408,False,False,False,False,False,False,False,False,False,True,False
Mali,Western Europe,2018,118,4.447,0.17652671755725188,0.7500000000000001,0.13321647677475898,0.5069060773480663,0.16585624592121734,0.10146581870232466,2010,0.8272077630171598,False,False,False,False,False,False,False,False,False,True,False
Namibia,Western Europe,2018,119,4.441,0.41698473282442744,0.7791970802919708,0.31989482909728306,0.7168508287292819,0.06085373051785671,0.1159609356597996,2010,0.8260916742881058,False,False,False,False,False,False,False,False,False,True,False
Cambodia,Western Europe,2018,120,4.433,0.2619274809160305,0.661800486618005,0.4005258545135846,0.9613259668508287,0.3054618629915945,0.11777282527948398,2010,0.8246035559827005,False,False,False,False,False,False,False,False,False,True,False
Burkina Faso,Western Europe,2018,121,4.424,0.1498091603053435,0.6672749391727494,0.22261174408413673,0.430939226519337,0.2088118204044103,0.2319218713195992,2010,0.8229294228891197,False,False,False,False,False,False,False,False,False,True,False
Egypt,Western Europe,2018,122,4.419,0.4222328244274809,0.6234793187347931,0.4846625766871166,0.430939226519337,0.10977535701260427,0.19387218930622746,2010,0.8219993489482412,False,False,False,False,False,False,False,False,False,True,False
Mozambique,Western Europe,2018,123,4.417,0.09446564885496182,0.5486618004866181,0.1516213847502191,0.7334254143646409,0.24580134287604868,0.2862785599101303,2010,0.82162731937189,False,False,False,False,False,False,False,False,False,True,False
Kenya,Western Europe,2018,124,4.41,0.2352099236641221,0.637469586374696,0.3978965819456617,0.6961325966850829,0.4200100616134424,0.09965392908264029,2010,0.8203252158546604,False,False,False,False,False,False,False,False,False,True,False
Zambia,Western Europe,2018,125,4.377,0.2681297709923664,0.6368613138686131,0.25854513584574934,0.6947513812154696,0.2636994989107124,0.14857494881411826,2010,0.8141867278448636,False,False,False,False,False,False,False,False,False,True,False
Mauritania,Western Europe,2018,126,4.356,0.2657442748091603,0.7572992700729928,0.25591586327782645,0.17817679558011051,0.15989019390966275,0.1685057346306463,2010,0.8102804172931748,False,False,False,False,False,False,False,False,False,True,False
Ethiopia,Western Europe,2018,127,4.35,0.14694656488549618,0.5778588807785888,0.34268185801928136,0.6243093922651934,0.2625062885084015,0.26453588447391785,2010,0.8091643285641208,False,False,False,False,False,False,False,False,False,True,False
Georgia,Western Europe,2018,128,4.34,0.4069656488549618,0.36009732360097324,0.5635407537248028,0.5179558011049724,0.04534199528781481,0.3895562682321393,2010,0.8073041806823642,False,False,False,False,False,False,False,False,False,True,False
Armenia,Western Europe,2018,129,4.321,0.38931297709923657,0.6021897810218978,0.5836985100788782,0.35911602209944754,0.09187720097794053,0.05073290935116233,2010,0.8037698997070266,False,False,False,False,False,False,False,False,False,True,False
Myanmar,Western Europe,2018,130,4.308,0.32538167938931295,0.7141119221411192,0.37598597721297106,0.8011049723756906,0.5990885703052675,0.32251635230381764,2010,0.801351707460743,False,False,False,False,False,False,False,False,False,True,False
Chad,Western Europe,2018,131,4.301,0.17080152671755724,0.5517031630170317,0.04645048203330412,0.2610497237569061,0.2159710828182758,0.10871337718106212,2010,0.8000496039435135,False,False,False,False,False,False,False,False,False,True,False
Congo (Kinshasa),Western Europe,2018,132,4.245,0.032919847328244274,0.6909975669099756,0.17879053461875546,0.430939226519337,0.23506244925525047,0.09421826022358717,2010,0.7896327758056766,False,False,False,False,False,False,False,False,False,True,False
India,Western Europe,2018,133,4.19,0.3439885496183206,0.45437956204379565,0.42506573181419804,0.744475138121547,0.20523218919747754,0.1685057346306463,2010,0.7794019624560153,False,False,False,False,False,False,False,False,False,True,False
Niger,Western Europe,2018,134,4.166,0.0625,0.5273722627737226,0.1936897458369851,0.5386740331491713,0.2088118204044103,0.17937707234875253,2010,0.7749376075397995,False,False,False,False,False,False,False,False,False,True,False
Uganda,Western Europe,2018,135,4.161,0.15362595419847327,0.6630170316301705,0.2077125328659071,0.6215469613259669,0.3090414941985273,0.1105252668007465,2010,0.774007533598921,False,False,False,False,False,False,False,False,False,True,False
Benin,Western Europe,2018,136,4.141,0.18034351145038166,0.22627737226277372,0.21034180543382996,0.6077348066298343,0.19449329557667933,0.12139660451885272,2010,0.7702872378354079,False,False,False,False,False,False,False,False,False,True,False
Sudan,Western Europe,2018,137,4.139,0.2886450381679389,0.7542579075425792,0.27344434706397897,0.022099447513812157,0.15989019390966275,0.14857494881411826,2010,0.7699152082590566,False,False,False,False,False,False,False,False,False,True,False
Ukraine,Western Europe,2018,138,4.103,0.37833969465648853,0.8594890510948906,0.5337423312883436,0.22513812154696133,0.2231303452321413,0.019930785816528056,2010,0.7632186758847328,False,False,False,False,False,False,False,False,False,True,False
Togo,Western Europe,2018,139,3.999,0.12356870229007633,0.28832116788321166,0.22173531989482909,0.5994475138121547,0.18852724356512474,0.18300085158812127,2010,0.7438731379144642,False,False,False,False,False,False,False,False,False,True,False
Guinea,Western Europe,2018,140,3.964,0.16412213740458012,0.48175182481751827,0.18492550394390886,0.5441988950276243,0.22074392442751947,0.17031762425033067,2010,0.737362620328316,False,False,False,False,False,False,False,False,False,True,False
Lesotho,Western Europe,2018,141,3.808,0.22519083969465645,0.739051094890511,0.06923751095530237,0.5842541436464088,0.13841240666806626,0.2029316374046493,2010,0.708344313372913,False,False,False,False,False,False,False,False,False,True,False
Angola,Western Europe,2018,142,3.795,0.34828244274809156,0.6843065693430658,0.2357581069237511,0.0,0.09426362178256237,0.1105252668007465,2010,0.7059261211266296,False,False,False,False,False,False,False,False,False,True,False
Madagascar,Western Europe,2018,143,3.774,0.125,0.5523114355231145,0.3523225241016652,0.3052486187845304,0.184947612358192,0.08878259136453408,2010,0.7020198105749407,False,False,False,False,False,False,False,False,False,True,False
Zimbabwe,Western Europe,2018,144,3.692,0.170324427480916,0.6654501216545013,0.21735319894829097,0.5607734806629835,0.15750377310504093,0.17937707234875253,2010,0.6867665979445365,False,False,False,False,False,False,False,False,False,True,False
Afghanistan,Western Europe,2018,145,3.632,0.15839694656488548,0.3266423357664234,0.22348816827344434,0.11740331491712708,0.22790318684138497,0.06522802630863728,2010,0.675605710653997,False,False,False,False,False,False,False,False,False,True,False
Botswana,Western Europe,2018,146,3.59,0.4852099236641221,0.7141119221411192,0.36546888694127955,0.7693370165745858,0.05011483689705848,0.16669384501096193,2010,0.6677930895506192,False,False,False,False,False,False,False,False,False,True,False
Malawi,Western Europe,2018,147,3.587,0.08874045801526717,0.3290754257907543,0.26818580192813324,0.7334254143646409,0.25057418448529234,0.14495116957474952,2010,0.6672350451860923,False,False,False,False,False,False,False,False,False,True,False
Haiti,Western Europe,2018,148,3.582,0.1502862595419847,0.4343065693430657,0.25328659070990356,0.034530386740331494,0.4677384777058791,0.18843652044717435,2010,0.6663049712452139,False,False,False,False,False,False,False,False,False,True,False
Liberia,Western Europe,2018,149,3.495,0.03625954198473282,0.5218978102189781,0.23400525854513585,0.5787292817679558,0.24580134287604868,0.05435668859053106,2010,0.6501216846739316,False,False,False,False,False,False,False,False,False,True,False
Syria,Western Europe,2018,150,3.462,0.3287213740458015,0.232360097323601,0.47239263803680986,0.12154696132596685,0.44864711126890444,0.2609121052345491,2010,0.6439831966641348,False,False,False,False,False,False,False,False,False,True,False
Rwanda,Western Europe,2018,151,3.408,0.15839694656488548,0.5450121654501217,0.35056967572305,0.8784530386740331,0.23864208046218321,0.558564068901047,2010,0.6339383981026491,False,False,False,False,False,False,False,False,False,True,False
Yemen,Western Europe,2018,152,3.355,0.21087786259541982,0.652676399026764,0.3006134969325154,0.33701657458563533,0.09903646339180604,0.1159609356597996,2010,0.6240796143293391,False,False,False,False,False,False,False,False,False,True,False
Tanzania,Western Europe,2018,153,3.303,0.2170801526717557,0.6027980535279805,0.3339176161262051,0.6643646408839778,0.32216680862394736,0.17575329310938378,2010,0.6144068453442049,False,False,False,False,False,False,False,False,False,True,False
South Sudan,Western Europe,2018,154,3.254,0.16078244274809161,0.36982968369829683,0.1551270815074496,0.15469613259668508,0.2672791301176452,0.1920602996865431,2010,0.6052921207235975,False,False,False,False,False,False,False,False,False,True,False
Central African Republic,Western Europe,2018,155,3.083,0.011450381679389313,0.11102874087591236,0.008764241893076249,0.4212707182320442,0.2601198677037797,0.06885180554800602,2010,0.5734835919455596,False,False,False,False,False,False,False,False,False,True,False
Burundi,Western Europe,2018,156,2.905,0.04341603053435114,0.3813868613138686,0.1270815074496056,0.08977900552486189,0.1777883499443265,0.13770361109601204,2010,0.5403729596502921,False,False,False,False,False,False,False,False,False,True,False
Norway,Western Europe,2017,1,7.53700017929077,0.7712133513152146,0.9328002187167337,0.698217793998752,0.8776555074512625,0.4319567673226291,0.558564068901047,2010,1.4077274806940425,False,False,False,False,False,False,False,False,False,True,False
Denmark,Western Europe,2017,2,7.52199983596802,0.707243803803249,0.9435046183221837,0.6946235973515286,0.8646501691301879,0.4239243748901181,0.558564068901047,2010,1.4049257830672732,False,False,False,False,False,False,False,False,False,True,False
Iceland,Western Europe,2017,3,7.50400018692017,0.706408883779103,0.9796678874904502,0.7305452428712437,0.8662467338762224,0.5674195381011629,0.27817317945332387,2010,1.401563888413598,False,False,False,False,False,False,False,False,False,True,False
Switzerland,Western Europe,2017,4,7.49399995803833,0.7466505502016507,0.9226957086809064,0.7520870197038712,0.8564510727455608,0.3466864212028982,0.558564068901047,2010,1.3996960899957502,False,False,False,False,False,False,False,False,False,True,False
