Country,Region,Year,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom,Generosity,Perceptions of corruption,Decade,Regional Happiness Ratio,Region_Australia and New Zealand,Region_Central and Eastern Europe,Region_Eastern Asia,Region_Latin America and Caribbean,Region_Middle East and Northern Africa,Region_North America,Region_Southeastern Asia,Region_Southern Asia,Region_Sub-Saharan Africa,Region_Western Europe,Region_nan
Kosovo,Western Europe,2017,78,5.27899980545044,0.4539524724010291,0.6921250019630353,0.47454167415341364,0.35951372997536885,0.3817455311904895,0.10413222818266982,2010,0.9859881809649077,False,False,False,False,False,False,False,False,False,True,False
China,Western Europe,2017,79,5.27299976348877,0.5158233733577576,0.7061054816791302,0.6497944790892805,0.653021696193442,0.0343726223400079,0.041300709560002896,2010,0.9848675197265057,False,False,False,False,False,False,False,False,False,True,False
Pakistan,Western Europe,2017,80,5.26900005340576,0.34679557758433205,0.4091792515594593,0.35236440239821915,0.32488295798143646,0.3763934714443961,0.22530497136705077,2010,0.9841204716085908,False,False,False,False,False,False,False,False,False,True,False
Indonesia,Western Europe,2017,81,5.26200008392334,0.474970702451604,0.7752096710993979,0.43150369897419455,0.6123252254164683,0.5990885703052675,0.0277529587984945,2010,0.9828130483407106,False,False,False,False,False,False,False,False,False,True,False
Venezuela,Western Europe,2017,82,5.25,0.5383736645902385,0.8706433059525304,0.5408801288588019,0.21270320889699587,0.07758209874593967,0.11685079625490441,2010,0.9805717258639066,False,False,False,False,False,False,False,False,False,True,False
Montenegro,Western Europe,2017,83,5.23699998855591,0.534889807227915,0.7532703760476581,0.5849821853804864,0.26932189971702486,0.23614949268052327,0.1597619070093292,2010,0.9781436413576243,False,False,False,False,False,False,False,False,False,True,False
Morocco,Western Europe,2017,84,5.2350001335144,0.418947796330197,0.4713287318709994,0.523848088554496,0.5637546023611202,0.03843325354992774,0.15901719994000763,2010,0.977770117298666,False,False,False,False,False,False,False,False,False,True,False
Azerbaijan,Western Europe,2017,85,5.23400020599365,0.5503825217712929,0.7009733912428529,0.4739489709986188,0.5499390031092735,0.05401584772393256,0.32792938541587213,2010,0.9775833552691877,False,False,False,False,False,False,False,False,False,True,False
Dominican Republic,Western Europe,2017,86,5.23000001907349,0.5149684334529245,0.8530515243827311,0.5038332563027493,0.7632456267077624,0.2230919831972644,0.20645622147338877,2010,0.9768362180897441,False,False,False,False,False,False,False,False,False,True,False
Greece,Western Europe,2017,87,5.22700023651123,0.6152134928994514,0.7539018082212652,0.7100779168131472,0.13222548472617873,0.0,0.07843629738810674,2010,0.9762759320013075,False,False,False,False,False,False,False,False,False,True,False
Lebanon,Western Europe,2017,88,5.22499990463257,0.5128757302997662,0.687119371989635,0.6442428366538204,0.39850274172935635,0.3155453961746062,0.06797091875070936,2010,0.9759023188808204,False,False,False,False,False,False,False,False,False,True,False
Portugal,Western Europe,2017,89,5.19500017166138,0.6274691292347805,0.8315346826892093,0.6974965307819123,0.6884879828816617,0.11347754585732235,0.028753694781286622,2010,0.970299101750341,False,False,False,False,False,False,False,False,False,True,False
Bosnia and Herzegovina,Western Europe,2017,90,5.18200016021729,0.4687067832200582,0.6504476505474452,0.6180423378004093,0.28232482997752073,0.3924081160874864,0.0,2010,0.9678710172440587,False,False,False,False,False,False,False,False,False,True,False
Honduras,Western Europe,2017,91,5.18100023269653,0.3485558767810124,0.6958302790231082,0.5105779841738142,0.4807732875834516,0.28182302094765943,0.13289386412109475,2010,0.9676842552145787,False,False,False,False,False,False,False,False,False,True,False
Macedonia,Western Europe,2017,92,5.17500019073486,0.507909321147977,0.7347281106777129,0.5652481897372515,0.4501463793917914,0.3027902215614617,0.10921670844241234,2010,0.9665635939761766,False,False,False,False,False,False,False,False,False,True,False
Somalia,Western Europe,2017,93,5.15100002288818,0.010803045939568797,0.43865654010262234,0.0999028370842191,0.8316670662790372,0.34797751413740835,0.5116963338584968,2010,0.9620809490225686,False,False,False,False,False,False,False,False,False,True,False
Vietnam,Western Europe,2017,94,5.07399988174438,0.3762154463138287,0.7770628534674332,0.571576677634986,0.7887508164453246,0.28036632303901227,0.1587817528993834,2010,0.9476992040143515,False,False,False,False,False,False,False,False,False,True,False
Nigeria,Western Europe,2017,95,5.07399988174438,0.37392951149976905,0.7395197585261375,0.04988232273265627,0.5455145931375622,0.27556859722878885,0.047329394415948974,2010,0.9476992040143515,False,False,False,False,False,False,False,False,False,True,False
Tajikistan,Western Europe,2017,96,5.04099988937378,0.2503404749258783,0.773396152649483,0.4638344650201692,0.6513352305190995,0.29710657848246175,0.2652192318386132,2010,0.9415356117339067,False,False,False,False,False,False,False,False,False,True,False
Bhutan,Western Europe,2017,97,5.01100015640259,0.4224314830685391,0.8151621134031691,0.43460060691331986,0.6927316030744696,0.5656468145525836,0.31414612855285823,2010,0.9359323946034273,False,False,False,False,False,False,False,False,False,True,False
Kyrgyzstan,Western Europe,2017,98,5.00400018692017,0.28445614316991263,0.8480770019429137,0.48506380067803595,0.6283748462713882,0.5113865599170677,0.07145943904484191,2010,0.934624971335547,False,False,False,False,False,False,False,False,False,True,False
Nepal,Western Europe,2017,99,4.96199989318848,0.2289218472615453,0.717325584731831,0.4418324107772735,0.6081573870959199,0.4702396446573137,0.13222363450852007,2010,0.926780342666733,False,False,False,False,False,False,False,False,False,True,False
Mongolia,Western Europe,2017,100,4.95499992370605,0.4900934473248855,0.9081576862474452,0.48885493817609377,0.5443977469897403,0.4038590404029196,0.059615316232624345,2010,0.9254729193988509,False,False,False,False,False,False,False,False,False,True,False
South Africa,Western Europe,2017,101,4.8289999961853,0.5031959473631774,0.8423288518204867,0.1639614990152463,0.6619430049348274,0.166288641397702,0.13137920567501676,2010,0.9019392115154701,False,False,False,False,False,False,False,False,False,True,False
Tunisia,Western Europe,2017,102,4.80499982833862,0.4805657472319274,0.5281943184325877,0.5374338729249921,0.4001114496868619,0.05929463073611252,0.15713277313834573,2010,0.8974565665618621,False,False,False,False,False,False,False,False,False,True,False
Palestinian Territories,Western Europe,2017,103,4.77500009536743,0.34172195969647134,0.7029483933228345,0.4957642187474593,0.3518108587238674,0.13623261876760598,0.16177021991223586,2010,0.8918533494313827,False,False,False,False,False,False,False,False,False,True,False
Egypt,Western Europe,2017,104,4.7350001335144,0.47218597686017744,0.6067344234517604,0.4559046965121805,0.38965490970822375,0.15348437559563724,0.20724640879498288,2010,0.8843823338830559,False,False,False,False,False,False,False,False,False,True,False
Bulgaria,Western Europe,2017,105,4.71400022506714,0.554131244430105,0.8724935878512349,0.6206991064454461,0.3994913226333108,0.13504480224411938,0.020024154209511334,2010,0.8804600640794151,False,False,False,False,False,False,False,False,False,True,False
Sierra Leone,Western Europe,2017,106,4.70900011062622,0.1757733438533683,0.5986228984057755,0.004877084923302454,0.4401901808891506,0.3496594518798959,0.1288166114785496,2010,0.8795261648704913,False,False,False,False,False,False,False,False,False,True,False
Cameroon,Western Europe,2017,107,4.69500017166138,0.2692296589148864,0.5754368728674824,0.11646986582318931,0.594459597577047,0.28195377668953325,0.09296195288377164,2010,0.8769113183347308,False,False,False,False,False,False,False,False,False,True,False
Iran,Western Europe,2017,108,4.69199991226196,0.5519432762196946,0.43281706145209975,0.5603270714581796,0.34436824325039916,0.46206227230649577,0.08834968291916798,2010,0.8763509431847636,False,False,False,False,False,False,False,False,False,True,False
Albania,Western Europe,2017,109,4.64400005340576,0.4752828021540897,0.4888596398406947,0.6408060882093611,0.526931816043116,0.2402086992502718,0.0722295591669687,2010,0.8673857423390782,False,False,False,False,False,False,False,False,False,True,False
Bangladesh,Western Europe,2017,110,4.60799980163574,0.279905999662312,0.447160426137511,0.467345340538192,0.6607136179729061,0.20553687802654907,0.22416310519359678,2010,0.8606617749086661,False,False,False,False,False,False,False,False,False,True,False
Namibia,Western Europe,2017,111,4.57399988174438,0.46013088057969365,0.668169590678528,0.2967675822957581,0.7186513085391644,0.09203678684957818,0.16877203232089796,2010,0.8543114205987413,False,False,False,False,False,False,False,False,False,True,False
Kenya,Western Europe,2017,112,4.55299997329712,0.26740432354330107,0.6496050642064598,0.27168128805971253,0.6253643177490871,0.530811948706481,0.11712293528890162,2010,0.8503891507951005,False,False,False,False,False,False,False,False,False,True,False
Mozambique,Western Europe,2017,113,4.55000019073486,0.11178704675372328,0.5296234884401307,0.09347452707817178,0.6640760938106975,0.38448592546190163,0.3251189245195068,2010,0.849828864706664,False,False,False,False,False,False,False,False,False,True,False
Myanmar,Western Europe,2017,114,4.54500007629395,0.1751481633604938,0.6832335407136436,0.3483983950067467,0.7106243576134103,0.5990885703052675,0.34211412126450147,2010,0.848894965497742,False,False,False,False,False,False,False,False,False,True,False
Senegal,Western Europe,2017,115,4.53499984741211,0.22867796871498328,0.717574154953595,0.3587755061992945,0.521992081107355,0.21891699183134014,0.20920158715560871,2010,0.8470271670798944,False,False,False,False,False,False,False,False,False,True,False
Zambia,Western Europe,2017,116,4.51399993896484,0.3036291885921975,0.6102112522960583,0.22597361509471867,0.6375738846662956,0.29780162508370894,0.1417143196361624,2010,0.8431048972762519,False,False,False,False,False,False,False,False,False,True,False
Iraq,Western Europe,2017,117,4.49700021743774,0.5261023308484589,0.5952635023135626,0.4392466871076048,0.3985573655992583,0.2382092601095483,0.19426311298542517,2010,0.8399297646520548,False,False,False,False,False,False,False,False,False,True,False
Gabon,Western Europe,2017,118,4.46500015258789,0.5716651905583969,0.702932005671107,0.3125141003380526,0.4313930622121906,0.052245168900715754,0.13778838434229893,2010,0.8339529344010883,False,False,False,False,False,False,False,False,False,True,False
Ethiopia,Western Europe,2017,119,4.46000003814697,0.16184820871771755,0.5259545035025791,0.30973681642965295,0.5646999205014986,0.3730581154331744,0.29978749047515174,2010,0.8330190351921645,False,False,False,False,False,False,False,False,False,True,False
Sri Lanka,Western Europe,2017,120,4.44000005722046,0.4817987330087261,0.7664089945401035,0.5478797828179509,0.775156429459377,0.5857035078525985,0.13345285678540125,2010,0.829283527418002,False,False,False,False,False,False,False,False,False,True,False
Armenia,Western Europe,2017,121,4.37599992752075,0.4296740161553592,0.6128246476760463,0.5587418282063357,0.2738995405521188,0.09961885963639587,0.04833110743443659,2010,0.8173298669160671,False,False,False,False,False,False,False,False,False,True,False
India,Western Europe,2017,122,4.31500005722046,0.3779681527432595,0.4588641099396126,0.39914777987260386,0.6491533218167763,0.27627413416015595,0.16710493605687793,2010,0.8059365815640994,False,False,False,False,False,False,False,False,False,True,False
Mauritania,Western Europe,2017,123,4.29199981689453,0.30937847745327524,0.7737413810117396,0.2500870110798466,0.1327321036250551,0.24087341279527227,0.2481509750979834,2010,0.8016406986399697,False,False,False,False,False,False,False,False,False,True,False
Congo (Brazzaville),Western Europe,2017,124,4.29099988937378,0.3859562273243912,0.506109709867306,0.25412570897368975,0.600864462430964,0.14420201587873285,0.1442592698166848,2010,0.8014539366104915,False,False,False,False,False,False,False,False,False,True,False
Georgia,Western Europe,2017,125,4.28599977493286,0.4535365764421359,0.3470893758926947,0.5692786861155557,0.42736192763839637,0.06444388039658137,0.4559921640754597,2010,0.8005200374015676,False,False,False,False,False,False,False,False,False,True,False
Congo (Kinshasa),Western Europe,2017,126,4.28000020980835,0.043941960307478004,0.74758117796441,0.1677537465910447,0.32591346383753456,0.29407366402267626,0.10915068850363736,2010,0.7993994652246963,False,False,False,False,False,False,False,False,False,True,False
Mali,Western Europe,2017,127,4.19000005722046,0.22718535011051288,0.7794850354067032,0.14843617375747414,0.4234996454491796,0.21878013747382066,0.1901945001058524,2010,0.7825896357101969,False,False,False,False,False,False,False,False,False,True,False
Ivory Coast,Western Europe,2017,128,4.17999982833862,0.28771417969055774,0.5503528164541053,0.04263117413161411,0.6183787192428964,0.24011864243322129,0.23565758084821437,2010,0.7807218372923495,False,False,False,False,False,False,False,False,False,True,False
Cambodia,Western Europe,2017,129,4.16800022125244,0.2871016680284313,0.6120671175982239,0.3766725713176547,0.8748284854941603,0.4604873003707959,0.12340046556789369,2010,0.7784806038770761,False,False,False,False,False,False,False,False,False,True,False
Sudan,Western Europe,2017,130,4.13899993896484,0.3146549103824236,0.7384480351079136,0.25497004716256355,0.02071250729180497,0.21754307862954061,0.1627937888311174,2010,0.7730640597145443,False,False,False,False,False,False,False,False,False,True,False
Ghana,Western Europe,2017,131,4.11999988555908,0.31833245440293795,0.5314262388976533,0.25910405502519895,0.5842904606576782,0.30656432229480346,0.04590670557172945,2010,0.7695153139698601,False,False,False,False,False,False,False,False,False,True,False
Ukraine,Western Europe,2017,132,4.09600019454956,0.42683776212102575,0.8482588613700426,0.5047361543573488,0.16985466261265747,0.3222401470552249,0.04172685911879581,2010,0.7650327580777827,False,False,False,False,False,False,False,False,False,True,False
Uganda,Western Europe,2017,133,4.08099985122681,0.18198030311187738,0.687243149518388,0.19073848082870903,0.6121352973563895,0.3887074476649877,0.10340403116040296,2010,0.7622310604510132,False,False,False,False,False,False,False,False,False,True,False
Burkina Faso,Western Europe,2017,134,4.03200006484985,0.1670933748019561,0.6345985434641241,0.18917112941808853,0.44802189367252204,0.2993343512153993,0.21802124619252775,2010,0.7530790975758478,False,False,False,False,False,False,False,False,False,True,False
Niger,Western Europe,2017,135,4.02799987792969,0.07725445169756441,0.6040298083112768,0.23532428311006134,0.5022910171450828,0.2728560112223058,0.2510788827722527,2010,0.752331960396404,False,False,False,False,False,False,False,False,False,True,False
Malawi,Western Europe,2017,136,3.97000002861023,0.111375018271781,0.3117815276422062,0.2761521326879159,0.6449097427873978,0.34265479175521224,0.13174549112615244,2010,0.7414990056636366,False,False,False,False,False,False,False,False,False,True,False
Chad,Western Europe,2017,137,3.93600010871887,0.20897566191567699,0.5802043017969806,0.03605145931661806,0.2242293188255801,0.2578692944694698,0.09708445628488413,2010,0.7351486513537117,False,False,False,False,False,False,False,False,False,True,False
Zimbabwe,Western Europe,2017,138,3.875,0.17931609492720513,0.6588174623874574,0.1724485134890368,0.4646190704561727,0.225687984297647,0.1728096635504374,2010,0.7237553214709787,False,False,False,False,False,False,False,False,False,True,False
Lesotho,Western Europe,2017,139,3.80800008773804,0.2485788391746636,0.7239021814072507,0.0,0.5395874298738508,0.1879273831611927,0.21578634200604446,2010,0.7112413748806091,False,False,False,False,False,False,False,False,False,True,False
Angola,Western Europe,2017,140,3.79500007629395,0.40955542949319795,0.6717834304429016,0.043706104851521294,0.0,0.11684690654033313,0.12632555181956678,2010,0.7088132903743268,False,False,False,False,False,False,False,False,False,True,False
Afghanistan,Western Europe,2017,141,3.79399991035461,0.19154447408122852,0.3537368165315505,0.15841084911988343,0.1466567962538467,0.37212764093171813,0.11081123744728016,2010,0.7086264838140813,False,False,False,False,False,False,False,False,False,True,False
Botswana,Western Europe,2017,142,3.76600003242493,0.5353502644837356,0.7430383178729503,0.2995227952467362,0.6977849902369047,0.11854360186587047,0.17862187509522404,2010,0.7033967907425603,False,False,False,False,False,False,False,False,False,True,False
Benin,Western Europe,2017,143,3.65700006484985,0.20567051895702146,0.2647809267334112,0.18398791525470465,0.5883463756155567,0.24812626701851587,0.11039665032127738,2010,0.6830382600141401,False,False,False,False,False,False,False,False,False,True,False
Madagascar,Western Europe,2017,144,3.64400005340576,0.14590109406991744,0.5553651900187025,0.32885478422581155,0.2613214992027914,0.24906182666304819,0.12181691851174159,2010,0.6806101755078579,False,False,False,False,False,False,False,False,False,True,False
Haiti,Western Europe,2017,145,3.6029999256134,0.17586367503377337,0.38956801821715636,0.2430509465708221,0.041947316748825826,0.5837230402071947,0.18095731102366855,2010,0.6729523533992874,False,False,False,False,False,False,False,False,False,True,False
Yemen,Western Europe,2017,146,3.59299993515015,0.28229172106917555,0.5689673035104198,0.27176241515290794,0.3445631520853522,0.12424328270380025,0.10285630393703447,2010,0.6710845995122071,False,False,False,False,False,False,False,False,False,True,False
South Sudan,Western Europe,2017,147,3.59100008010864,0.18952701610463263,0.3657683258799161,0.14328308840993165,0.20312491125164778,0.3408653903597635,0.21161695439117792,2010,0.6707110754532487,False,False,False,False,False,False,False,False,False,True,False
Liberia,Western Europe,2017,148,3.53299999237061,0.0567947485917853,0.5304853629021752,0.20150586923520683,0.4597806387184738,0.318050095842501,0.07056992819814191,2010,0.6598780761897177,False,False,False,False,False,False,False,False,False,True,False
Guinea,Western Europe,2017,149,3.50699996948242,0.11667458496930963,0.4812923878648857,0.17013947343115865,0.4814744654281367,0.31598012256688335,0.20100671797788225,2010,0.6550219071771514,False,False,False,False,False,False,False,False,False,True,False
Togo,Western Europe,2017,150,3.49499988555908,0.14572744151108158,0.2627022691306697,0.21656929767518404,0.525450467734047,0.23493853520000088,0.17333444815322555,2010,0.6527805847003473,False,False,False,False,False,False,False,False,False,True,False
Rwanda,Western Europe,2017,151,3.47099995613098,0.17592838417937737,0.5752475809876935,0.28608659711665557,0.8036517306585994,0.3015911234880411,0.558564068901047,2010,0.6482979842775046,False,False,False,False,False,False,False,False,False,True,False
Syria,Western Europe,2017,152,3.46199989318848,0.3707791671498129,0.24093832557798908,0.43867952880056965,0.11262354230024543,0.5890446957761588,0.27422429478906524,2010,0.6466169924199026,False,False,False,False,False,False,False,False,False,True,False
Tanzania,Western Europe,2017,153,3.34899997711182,0.24386253634481916,0.6338137489745804,0.31946475415977826,0.5386985879576671,0.42270237589263776,0.11964832450606945,2010,0.625511369042804,False,False,False,False,False,False,False,False,False,True,False
Burundi,Western Europe,2017,154,2.90499997138977,0.04371305757010257,0.3830861218654325,0.13287536519123314,0.08273584696140084,0.24393418886064897,0.15246678814738795,2010,0.542583016301003,False,False,False,False,False,False,False,False,False,True,False
Central African Republic,Western Europe,2017,155,2.69300007820129,0.0,0.11102874087591236,0.016452836021323837,0.3740912231292514,0.33514474664181404,0.1024896742453429,2010,0.5029866160825666,False,False,False,False,False,False,False,False,False,True,False
Denmark,Western Europe,2016,1,7.526,0.6878721374045801,0.7078710462287106,0.6967922874671341,0.8002900552486187,0.4315961346198814,0.558564068901047,2010,1.1256917784314702,False,False,False,False,False,False,False,False,False,True,False
Switzerland,Western Europe,2016,2,7.509,0.7286879770992366,0.6966180048661801,0.7563803680981595,0.8087983425414366,0.3350892772809746,0.558564068901047,2010,1.123149025277958,False,False,False,False,False,False,False,False,False,True,False
Iceland,Western Europe,2016,3,7.501,0.6806583969465648,0.7197445255474453,0.7601489921121823,0.7820994475138121,0.5688988556137985,0.27133047054773424,2010,1.1219524355586579,False,False,False,False,False,False,False,False,False,True,False
Norway,Western Europe,2016,4,7.498,0.7525954198473281,0.6854622871046229,0.6974496056091148,0.823328729281768,0.45216708195572164,0.558564068901047,2010,1.1215037144139204,False,False,False,False,False,False,False,False,False,True,False
Finland,Western Europe,2016,5,7.413,0.6707919847328244,0.6901703163017032,0.7107011393514461,0.7887292817679558,0.30417319575709867,0.558564068901047,2010,1.108789948646358,False,False,False,False,False,False,False,False,False,True,False
Canada,North America,2016,6,7.404,0.6870944656488549,0.666727493917275,0.7253286590709903,0.7924033149171271,0.5349639517720761,0.558564068901047,2010,1.0206782464846982,False,False,False,False,False,True,False,False,False,False,False
Netherlands,Western Europe,2016,7,7.339,0.6987977099236641,0.625985401459854,0.7119281332164767,0.7625828729281768,0.565772644359744,0.542244206482941,2010,1.097721493742833,False,False,False,False,False,False,False,False,False,True,False
New Zealand,Australia and New Zealand,2016,8,7.334,0.6491698473282442,0.7133698296836983,0.728273444347064,0.8031353591160222,0.5894578708456156,0.558564068901047,2010,1.0014337406977538,True,False,False,False,False,False,False,False,False,False,False
Australia,Australia and New Zealand,2016,9,7.313,0.6891364503816794,0.6719951338199514,0.7460122699386502,0.7850414364640884,0.565665255423536,0.558564068901047,2010,0.9985662593022463,True,False,False,False,False,False,False,False,False,False,False
Sweden,Western Europe,2016,10,7.291,0.6926574427480916,0.6615815085158151,0.7284925503943909,0.8041160220994475,0.4564507073000178,0.558564068901047,2010,1.090541955427033,False,False,False,False,False,False,False,False,False,True,False
Israel,Middle East and Northern Africa,2016,11,7.267,0.6381965648854961,0.605456204379562,0.7442331288343558,0.5032044198895027,0.38526377469814854,0.1581417260060517,2010,1.3492255826452337,False,False,False,False,True,False,False,False,False,False,False
Austria,Western Europe,2016,12,7.119,0.6919751908396946,0.6592639902676399,0.706091148115688,0.7507596685082872,0.39214859871948254,0.38680219601021903,2010,1.064815276462083,False,False,False,False,False,False,False,False,False,True,False
United States,North America,2016,13,7.104,0.7194465648854961,0.637360097323601,0.6827344434706398,0.6652348066298343,0.490135036957255,0.26939174865467197,2010,0.9793217535153019,False,False,False,False,False,True,False,False,False,False,False
Costa Rica,Latin America and Caribbean,2016,14,7.087,0.5099188931297709,0.6213625304136253,0.667361963190184,0.7627762430939227,0.2691047420331809,0.19109999818811035,2010,1.1614700700618674,False,False,False,True,False,False,False,False,False,False,False
Puerto Rico,Latin America and Caribbean,2016,15,7.039,0.6485830152671754,0.6576216545012166,0.681489921121823,0.6467265193370165,0.26491657352106956,0.22240945081625627,2010,1.153603474413078,False,False,False,True,False,False,False,False,False,False,False
Germany,Western Europe,2016,16,6.994,0.6907776717557251,0.6677250608272506,0.7141717791411043,0.7384806629834254,0.36335643171172016,0.5173126053160841,2010,1.0461185620980205,False,False,False,False,False,False,False,False,False,True,False
Brazil,Latin America and Caribbean,2016,17,6.952,0.5188645038167938,0.6322262773722628,0.5382559158632778,0.5583563535911602,0.18824087306857012,0.2566722835244877,2010,1.1393452697996476,False,False,False,True,False,False,False,False,False,False,False
Belgium,Western Europe,2016,18,6.929,0.6800524809160304,0.6402007299270073,0.7183085013146363,0.7093093922651934,0.28923420152016605,0.4755847873747531,2010,1.0363962706287082,False,False,False,False,False,False,False,False,False,True,False
Ireland,Western Europe,2016,19,6.907,0.7077337786259541,0.7065510948905109,0.7138913234005259,0.7459668508287293,0.5365031931910571,0.5391096374408871,2010,1.0331056489006332,False,False,False,False,False,False,False,False,False,True,False
Luxembourg,Western Europe,2016,20,6.871,0.809885496183206,0.6325973236009732,0.7409465381244522,0.7578729281767955,0.3289800400211427,0.558564068901047,2010,1.0277209951637831,False,False,False,False,False,False,False,False,False,True,False
Mexico,Latin America and Caribbean,2016,21,6.778,0.5320038167938931,0.43467153284671534,0.6235144609991236,0.520842541436464,0.140023240711186,0.3325723396930659,2010,1.1108288605727865,False,False,False,True,False,False,False,False,False,False,False
Singapore,Southeastern Asia,2016,22,6.739,0.7850906488549618,0.5277250608272507,0.8301402278702892,0.6736187845303868,0.3902513941798082,0.558564068901047,2010,1.2622476586888658,False,False,False,False,False,False,True,False,False,False,False
United Kingdom,Western Europe,2016,23,6.725,0.6692891221374045,0.6610218978102189,0.7098247151621385,0.6911049723756907,0.5984666093830631,0.49643963689732024,2010,1.0058832327865581,False,False,False,False,False,False,False,False,False,True,False
Chile,Latin America and Caribbean,2016,24,6.705,0.580486641221374,0.5510158150851582,0.7176424189307624,0.5219475138121548,0.37699482661013395,0.20747948035005706,2010,1.0988650796902528,False,False,False,True,False,False,False,False,False,False,False
Panama,Latin America and Caribbean,2016,25,6.701,0.5644370229007634,0.6016545012165451,0.6208150744960561,0.6757872928176796,0.2885182752787795,0.1526154626660144,2010,1.0982095300528536,False,False,False,True,False,False,False,False,False,False,False
Argentina,Latin America and Caribbean,2016,26,6.65,0.549317748091603,0.6484914841849149,0.6109640666082384,0.5840331491712707,0.13112189110994657,0.13219546665217155,2010,1.0898512721760152,False,False,False,True,False,False,False,False,False,False,False
Czech Republic,Central and Eastern Europe,2016,27,6.596,0.6245944656488549,0.6130961070559611,0.6693777388255916,0.5720718232044198,0.11847386084545085,0.07222192024061894,2010,1.2281476725521665,False,True,False,False,False,False,False,False,False,False,False
United Arab Emirates,Middle East and Northern Africa,2016,28,6.573,0.7507251908396946,0.5298905109489052,0.6397283085013146,0.776450276243094,0.31728657807849564,0.558564068901047,2010,1.220374261005521,False,False,False,False,True,False,False,False,False,False,False
Uruguay,Latin America and Caribbean,2016,29,6.545,0.5637261450381679,0.6273905109489052,0.6326292725679229,0.7512154696132597,0.215446070241259,0.3876356652352738,2010,1.0726430941942886,False,False,False,True,False,False,False,False,False,False,False
Malta,Western Europe,2016,30,6.488,0.6239599236641221,0.6683637469586374,0.703900087642419,0.759585635359116,0.5990885703052675,0.3180591038393941,2010,0.9704342623522959,False,False,False,False,False,False,False,False,False,True,False
Colombia,Latin America and Caribbean,2016,31,6.481,0.4915648854961831,0.6214659367396594,0.5228659070990359,0.6178867403314917,0.18645105746510374,0.09782392056675908,2010,1.0621542999959028,False,False,False,True,False,False,False,False,False,False,False
France,Western Europe,2016,32,6.478,0.6654961832061068,0.6113625304136253,0.7343996494303242,0.643121546961326,0.14509438492100737,0.3226613034733924,2010,0.9689385252031709,False,False,False,False,False,False,False,False,False,True,False
Thailand,Southeastern Asia,2016,33,6.474,0.5197041984732824,0.6355048661800486,0.5689307624890447,0.6844337016574586,0.5990885703052675,0.05133083292565817,2010,1.2126118626430802,False,False,False,False,False,False,True,False,False,False,False
Saudi Arabia,Middle East and Northern Africa,2016,34,6.379,0.7106536259541985,0.5159914841849149,0.51943032427695,0.5235359116022099,0.18443453188519832,0.5437118370748855,2010,1.1843553036595493,False,False,False,False,True,False,False,False,False,False,False
Taiwan,Eastern Asia,2016,34,6.379,0.6666459923664121,0.5634063260340633,0.6973269062226117,0.4471961325966851,0.30420899206916807,0.12012828178507365,2010,1.1342124759223586,False,False,True,False,False,False,False,False,False,False,False
Qatar,Middle East and Northern Africa,2016,36,6.375,0.8703578244274809,0.5350608272506083,0.6285977212971078,0.7828591160220995,0.3864569851004595,0.558564068901047,2010,1.1836126447451996,False,False,False,False,True,False,False,False,False,False,False
Spain,Western Europe,2016,37,6.361,0.6405200381679389,0.6870133819951338,0.7703418054338299,0.5185773480662984,0.2107806175682233,0.11119566596002971,2010,0.9514384005584084,False,False,False,False,False,False,False,False,False,True,False
Algeria,Middle East and Northern Africa,2016,38,6.355,0.502223282442748,0.5067457420924575,0.5416652059596845,0.29013812154696134,0.08404974073878092,0.29274700585240343,2010,1.17989935017345,False,False,False,False,True,False,False,False,False,False,False
Guatemala,Latin America and Caribbean,2016,39,6.324,0.39815839694656485,0.5299209245742093,0.4736108676599474,0.6958425414364641,0.34374005269772867,0.15765251580873693,2010,1.036423976727988,False,False,False,True,False,False,False,False,False,False,False
Suriname,Latin America and Caribbean,2016,40,6.269,0.52331106870229,0.47363746958637476,0.44638913234005256,0.7214640883977901,0.19884851354511415,0.2299650305303401,2010,1.0274101692137503,False,False,False,True,False,False,False,False,False,False,False
Kuwait,Middle East and Northern Africa,2016,41,6.239,0.7715362595419847,0.5338077858880779,0.557134092900964,0.5962154696132597,0.19049604072893772,0.42885615408309324,2010,1.1583622416573018,False,False,False,False,True,False,False,False,False,False,False
Bahrain,Middle East and Northern Africa,2016,42,6.218,0.6871374045801526,0.5741909975669099,0.5757756354075373,0.6543508287292817,0.20459978768425277,0.4669601927850555,2010,1.1544632823569647,False,False,False,False,True,False,False,False,False,False,False
Trinidad and Tobago,Latin America and Caribbean,2016,43,6.168,0.6325,0.5995681265206813,0.4610692375109553,0.6692403314917127,0.3810517419779911,0.022485550180283014,2010,1.0108575408694227,False,False,False,True,False,False,False,False,False,False,False
Venezuela,Latin America and Caribbean,2016,44,6.084,0.5408730916030534,0.6283576642335768,0.5425416301489921,0.27412983425414367,0.05071144209821393,0.15045931401859,2010,0.9970909984840414,False,False,False,True,False,False,False,False,False,False,False
Slovakia,Central and Eastern Europe,2016,45,6.078,0.6105582061068702,0.6585644768856449,0.6167134092900964,0.32308011049723756,0.16510452336776144,0.053396387092098346,2010,1.1316982343499193,False,True,False,False,False,False,False,False,False,False,False
